age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
30,2,135019,9,5,1,4,4,0,0,0,32,39,0
31,4,268075,7,6,13,1,4,1,0,0,40,39,0
22,4,204109,15,2,8,0,1,1,0,0,40,26,0
23,4,242350,7,4,1,1,4,0,0,0,33,39,0
35,1,257597,8,2,3,0,4,1,0,0,45,39,0
42,4,119459,3,2,4,0,4,1,0,0,40,39,0
53,1,187980,12,2,10,0,4,1,14218,0,79,39,1
38,4,181869,15,2,10,0,1,1,0,0,40,39,0
39,4,187821,15,2,3,0,4,1,0,0,40,39,0
29,4,105203,1,4,10,3,4,1,0,0,65,39,0
33,4,201909,11,2,13,0,4,0,0,0,19,39,0
24,4,439683,2,4,10,1,4,0,0,0,21,39,0
32,4,219312,1,4,13,4,4,0,0,0,45,33,0
40,4,270560,9,3,1,4,4,1,0,0,34,39,0
64,4,136884,11,2,5,0,4,1,0,0,40,39,1
24,4,408074,0,4,13,1,4,0,0,0,45,26,0
52,4,58301,9,2,10,2,4,0,0,1881,50,30,1
42,4,169717,15,2,5,0,4,1,0,0,50,39,1
24,4,342310,9,0,9,1,4,0,0,0,45,27,1
29,5,92160,9,4,10,1,4,1,0,0,45,39,1
54,4,239759,12,2,10,0,4,1,14218,0,45,39,1
24,4,97273,15,4,12,1,4,0,98812,0,8,39,0
38,4,48332,9,0,10,1,4,1,0,0,11,39,0
69,4,63930,9,2,10,0,4,1,0,0,15,39,1
43,7,145352,7,2,3,0,4,1,0,1980,68,39,0
40,6,258943,15,2,3,0,4,1,0,1888,68,39,1
71,4,115259,11,1,0,4,4,0,0,0,40,39,0
37,4,277958,10,2,3,0,4,1,0,0,64,39,1
36,4,253798,11,2,7,0,4,1,0,0,35,39,0
40,5,316110,15,2,7,0,4,1,0,1887,40,39,1
50,4,281365,15,2,12,0,4,1,0,1887,40,30,1
40,5,203643,1,2,11,0,4,1,3033,0,83,39,1
32,6,220992,9,4,1,3,2,0,0,0,34,39,0
46,5,255401,11,2,3,0,4,1,0,0,40,39,0
34,4,519916,15,2,3,0,2,1,0,0,40,39,0
64,1,115432,11,0,1,4,4,1,0,0,40,39,0
33,6,42666,9,0,8,1,4,0,0,0,35,39,0
48,4,225761,12,2,10,0,4,0,3435,0,40,39,1
30,2,69862,15,4,1,1,4,1,3176,0,69,39,0
27,4,333392,9,4,10,4,4,0,0,0,19,39,0
34,4,120307,9,0,3,3,4,0,0,0,55,39,0
28,4,316957,11,4,3,3,4,1,3357,0,40,39,0
47,4,250202,12,2,11,1,4,1,0,0,45,39,1
33,4,101112,5,5,13,4,4,0,0,0,40,39,0
43,4,125661,2,2,3,0,4,1,2780,0,40,39,0
37,7,210532,15,2,14,0,4,1,0,0,55,39,0
56,4,47630,15,0,1,4,4,0,0,0,35,39,0
69,6,200015,15,2,3,0,4,1,0,0,40,9,0
32,4,164266,2,6,1,1,4,1,0,0,33,39,0
72,1,38647,15,2,10,0,4,1,3574,0,40,39,1
57,4,310361,12,2,11,0,4,1,0,0,40,39,1
59,7,197354,2,2,13,1,4,1,7047,0,40,30,1
77,4,183568,12,2,4,0,4,1,6780,0,49,39,1
26,2,43902,11,6,10,1,4,0,0,0,15,39,1
36,4,184977,9,3,8,4,4,0,0,0,40,39,0
41,4,133211,11,2,3,0,4,1,0,0,40,39,0
44,2,180459,11,2,12,0,4,1,0,0,40,39,0
23,4,371428,15,0,10,1,4,0,3048,0,23,38,0
51,5,349297,4,2,10,0,4,1,7511,0,60,39,1
24,4,180243,15,4,10,3,4,1,0,2291,18,39,0
65,5,154499,9,2,12,0,4,1,0,0,35,39,1
27,4,213208,9,4,1,1,4,0,0,2287,21,39,0
30,4,248653,11,2,11,0,4,1,0,0,40,39,0
51,4,384325,12,2,3,0,4,1,0,0,55,39,1
23,4,461535,11,4,9,4,4,1,0,0,18,39,0
51,5,172609,9,2,5,0,1,1,99538,0,40,38,1
51,4,132317,11,0,7,4,2,1,0,0,40,39,0
20,4,77628,1,4,5,1,4,1,0,0,40,39,0
38,4,191249,0,0,12,1,4,1,0,2289,40,39,0
52,6,221251,9,2,5,0,4,1,7553,0,85,39,1
21,4,236879,14,2,8,0,1,0,0,0,59,13,0
21,4,470237,9,4,10,3,4,1,14000,0,48,39,0
21,8,387346,5,4,8,3,4,0,0,0,55,39,0
44,2,50225,11,2,13,0,4,1,3040,0,40,39,1
37,4,209454,11,2,1,5,4,1,0,0,20,39,0
37,4,110019,12,2,10,0,4,1,98778,0,49,39,1
26,4,286867,11,2,6,0,4,1,0,0,40,39,0
39,6,113340,9,5,10,1,4,0,0,0,54,39,1
24,4,184350,15,4,12,1,4,0,0,0,33,39,0
53,6,205664,8,2,10,0,4,1,7574,0,45,39,0
30,0,184242,15,0,8,3,4,0,0,0,27,39,0
70,4,205097,11,2,7,0,4,1,0,0,35,39,0
36,4,91895,11,2,13,5,1,1,0,0,40,33,0
30,4,166524,1,3,1,4,4,0,7645,1647,34,8,1
36,4,335602,11,4,3,0,4,1,0,0,45,39,0
20,4,137805,15,6,1,3,4,0,0,0,40,39,0
54,4,215550,9,0,4,4,4,0,7333,783,40,39,1
41,4,387120,0,0,10,4,4,1,0,0,40,39,0
29,2,38576,9,0,13,1,4,1,14984,0,40,39,1
18,4,64462,5,0,10,1,4,0,0,0,4,39,0
50,4,177767,15,2,4,5,2,0,0,0,40,39,1
31,4,256365,5,4,3,4,1,1,0,0,40,1,0
21,4,416048,11,5,6,4,4,0,0,0,40,39,0
55,4,184522,15,0,10,1,1,0,0,0,40,6,0
26,4,182305,15,4,0,3,4,0,0,0,32,39,0
42,4,154836,12,2,3,0,4,1,0,0,40,39,1
44,6,146107,8,4,10,4,4,1,0,0,40,39,0
22,4,500151,6,0,1,1,4,1,0,0,40,39,0
53,4,134529,15,2,3,0,4,1,0,0,40,39,1
20,0,153632,12,4,11,1,4,0,0,0,45,39,0
24,4,198113,7,2,6,0,4,1,0,1980,40,39,1
39,4,361062,9,0,10,1,4,1,14261,0,40,39,1
23,4,319738,11,4,12,3,4,1,0,0,67,39,0
22,4,243482,0,4,1,4,4,0,3193,1508,40,16,0
28,4,356069,11,4,13,1,4,0,0,1883,36,39,0
29,4,180048,11,2,14,0,2,1,0,0,40,39,1
47,5,387406,7,2,4,0,4,0,26837,0,49,39,1
25,4,206735,1,4,12,3,4,0,0,0,17,39,0
52,5,126393,11,2,4,0,4,1,23623,0,40,39,1
47,4,170295,0,2,4,0,4,1,0,0,50,39,0
49,6,226637,11,2,10,0,4,1,0,0,45,39,1
49,5,226001,15,2,10,5,2,0,0,841,77,19,0
36,4,193339,11,2,4,0,2,1,0,0,34,39,0
60,4,73866,11,0,10,3,4,0,0,0,10,39,0
76,4,104488,15,0,1,1,4,1,0,0,36,39,0
33,4,168289,11,2,3,0,4,1,0,0,45,39,0
26,4,242979,2,4,3,1,4,0,0,1540,40,39,0
59,1,345000,12,0,1,4,4,0,2596,0,33,39,0
61,4,169901,12,2,12,0,4,1,0,0,40,39,0
54,4,212036,14,2,5,0,4,1,0,0,50,39,0
33,4,212692,5,3,4,1,1,1,0,0,40,39,0
25,4,127023,11,4,13,3,2,0,0,0,40,39,0
27,2,203548,15,4,10,3,4,1,0,0,45,39,0
64,6,529816,9,0,10,1,4,1,0,0,40,39,0
24,4,205412,15,4,4,3,4,0,0,0,34,39,0
36,4,169640,11,2,14,0,4,1,3590,0,40,39,0
30,4,192882,11,2,7,2,2,1,0,0,40,39,0
25,4,158497,11,4,7,4,4,1,0,0,40,39,0
56,4,150427,11,2,1,5,4,0,0,0,40,39,1
59,4,584598,0,6,9,1,1,1,0,0,40,39,1
24,4,302758,9,4,10,3,4,0,0,0,28,39,0
31,4,473723,11,2,12,0,4,1,0,0,45,39,0
27,4,133788,4,2,4,5,2,1,0,0,40,10,0
54,6,321968,12,2,3,0,4,1,0,0,40,39,1
81,4,108860,11,2,6,0,4,1,0,0,40,39,1
32,4,101213,9,0,4,1,4,1,14366,0,49,39,1
21,4,209639,9,4,13,1,4,0,0,0,5,33,0
23,4,194527,11,4,8,1,4,1,0,2303,40,39,0
35,4,99119,9,0,10,1,4,1,7677,0,30,39,1
19,4,421130,1,4,12,3,4,0,0,0,14,39,0
48,4,197724,9,0,11,3,4,0,0,0,29,39,0
32,4,106658,11,4,1,1,4,0,0,0,40,39,0
51,6,253233,15,2,10,0,4,1,7040,0,40,39,1
28,4,35225,8,4,8,3,1,1,0,0,28,39,0
25,4,348637,4,5,8,4,2,0,0,1884,33,23,0
49,4,268094,14,2,14,0,4,1,0,0,40,39,1
32,4,216608,13,2,12,0,4,1,0,0,54,39,0
44,4,153417,15,2,4,0,1,1,0,0,60,39,1
45,4,194352,12,2,11,5,1,1,0,0,40,39,0
25,4,132775,11,0,8,4,1,1,0,0,34,39,0
44,6,129052,15,2,10,0,4,1,0,0,60,5,1
63,4,124557,4,2,10,0,4,1,0,0,40,39,1
28,4,216267,11,2,8,0,4,1,0,0,40,39,0
22,4,210586,9,4,13,3,4,0,0,0,26,39,0
29,4,104151,12,2,7,5,4,0,0,0,25,39,0
29,4,91362,12,2,14,0,4,1,0,0,40,39,1
20,4,380883,5,5,8,4,4,0,3384,0,40,39,0
28,6,106902,10,4,13,4,2,0,0,0,27,39,0
44,6,134974,6,0,13,3,2,0,0,0,40,39,0
49,4,437449,9,0,8,1,4,1,0,0,40,39,0
29,4,68080,8,2,12,0,4,1,14079,0,44,35,1
27,1,178943,11,5,13,3,4,0,0,0,40,39,0
28,4,127929,11,3,10,1,4,1,0,0,40,39,0
34,4,166907,9,0,10,1,4,1,0,0,59,39,1
25,4,186598,0,0,6,1,4,1,0,0,45,26,0
26,4,340252,15,4,8,3,4,0,0,0,60,39,0
41,4,195942,15,2,3,0,4,1,0,0,40,39,0
46,7,142711,12,2,1,0,4,1,97935,1522,45,39,1
40,2,236569,15,2,12,0,4,1,0,1887,40,39,0
21,4,270696,11,4,3,3,4,0,0,0,40,39,0
35,4,217646,5,0,8,1,4,1,0,0,40,39,1
26,4,235873,11,0,13,5,4,0,2849,1888,4,39,0
40,4,167858,11,0,3,3,4,1,0,0,40,39,0
40,4,124805,11,4,13,4,2,0,0,0,21,39,0
49,4,245241,9,4,3,3,4,1,3035,0,28,39,0
51,2,125963,14,2,10,0,4,1,7423,1889,40,0,1
29,4,211457,11,3,12,4,4,1,0,0,40,39,0
48,4,272615,11,4,1,4,4,0,0,0,40,39,0
48,4,351997,8,0,10,4,1,0,2905,0,40,11,1
43,4,135525,11,2,1,2,4,0,0,0,40,39,0
60,4,237826,8,0,1,4,4,1,0,0,21,39,0
41,4,179111,15,0,1,1,4,0,0,0,35,39,0
46,4,276834,15,2,5,0,4,1,0,0,40,39,0
41,4,176707,15,2,10,0,4,1,0,0,40,39,1
30,4,204000,9,4,10,2,4,1,0,0,40,33,1
23,4,41376,11,4,10,1,4,0,0,0,33,39,0
52,4,233866,8,2,5,0,4,1,0,0,40,39,0
30,7,188496,11,4,13,3,4,0,0,0,40,39,0
33,4,222391,12,2,14,0,4,1,3740,0,40,39,1
37,4,405279,15,2,5,0,4,1,0,0,40,39,0
41,4,250149,15,2,4,0,4,1,0,1575,34,7,0
36,4,266888,11,4,5,2,4,1,0,0,40,39,1
50,6,124561,14,2,12,5,2,1,0,0,40,13,0
34,2,216786,11,4,1,4,4,0,0,0,40,39,0
41,4,114131,3,0,1,4,1,0,0,0,40,10,0
36,4,295645,15,2,8,0,2,1,0,0,55,39,0
39,1,229360,15,0,4,4,4,1,0,0,40,39,1
52,3,86261,7,2,14,0,4,1,0,1993,12,39,0
28,4,206319,15,3,12,2,2,0,0,0,40,31,0
50,2,43495,2,5,11,2,2,1,0,0,40,39,0
22,0,322098,15,3,13,3,4,1,14455,0,32,39,0
31,4,162051,11,2,5,0,4,1,0,0,40,39,0
23,4,383454,0,4,13,4,4,1,0,0,40,39,0
25,4,102993,12,0,4,1,4,1,14174,0,44,39,1
27,4,343111,15,4,8,4,4,1,0,0,49,39,0
33,4,317904,9,6,1,1,4,0,0,0,40,39,0
57,5,266770,8,2,4,0,4,1,0,0,40,39,0
55,6,127268,0,5,1,3,4,0,0,0,12,39,0
31,4,363281,11,4,7,4,2,0,0,0,20,39,0
58,5,348782,2,2,5,0,2,1,6735,0,60,39,1
34,4,373596,11,0,7,4,4,0,0,0,35,39,0
62,6,178284,11,2,13,4,4,1,0,0,40,39,0
59,4,377081,11,2,3,4,4,1,0,0,40,39,0
63,4,109733,12,2,12,0,4,1,2823,0,50,39,0
29,4,325467,11,4,5,1,4,0,7509,0,48,39,0
75,4,208856,2,2,4,0,4,1,26873,0,40,30,0
57,1,281199,12,2,10,0,4,1,0,0,60,39,1
54,5,374318,11,3,12,1,1,1,3465,0,40,0,0
50,5,51970,9,2,5,0,4,1,0,0,40,39,1
28,4,241374,2,2,14,0,4,1,0,0,49,39,0
45,7,174387,15,0,1,4,4,0,0,0,50,39,1
45,2,179333,8,3,7,2,4,0,7280,0,34,39,0
55,4,363853,9,2,10,0,4,1,7102,0,40,39,1
39,4,164075,5,0,12,1,2,1,0,0,50,30,0
56,4,141819,0,2,5,0,4,1,0,0,60,39,0
48,6,131499,15,2,5,0,4,1,0,1979,45,39,1
49,4,198814,12,2,12,0,4,0,0,1994,82,39,1
35,2,149571,12,2,10,0,4,1,14283,1612,40,39,1
51,4,200131,7,2,7,0,4,1,0,0,85,39,0
45,6,92560,11,2,12,0,4,1,0,0,40,39,1
57,2,172069,0,0,7,1,4,0,0,0,45,39,0
25,4,192170,11,2,6,0,4,0,0,0,40,39,0
47,4,180776,9,0,13,1,4,1,0,0,38,39,0
48,4,316398,12,2,10,0,1,1,14751,0,40,29,1
20,4,55043,7,4,7,0,4,1,6742,0,45,39,0
42,4,201877,0,2,8,0,4,1,0,0,40,39,1
25,4,327757,5,4,13,1,4,0,0,0,8,39,0
44,4,252765,0,4,3,1,4,1,0,0,40,39,0
40,5,176533,11,2,1,0,4,1,0,0,40,39,0
77,4,52326,13,0,3,1,4,1,0,0,40,39,1
61,4,227356,7,2,1,4,4,0,0,0,45,39,1
39,4,223565,12,2,4,0,4,0,0,0,50,39,0
24,4,328243,11,4,1,1,4,1,0,0,40,39,0
48,4,51325,11,0,3,1,4,1,0,0,37,39,0
50,4,185839,12,2,4,0,2,1,0,1881,40,38,0
34,4,203272,11,4,8,0,4,1,0,0,40,39,0
23,4,128194,1,6,8,4,1,0,0,0,40,29,0
19,4,355881,14,4,12,3,4,0,0,0,19,28,0
34,4,658249,11,2,12,0,4,1,0,0,40,39,1
23,4,176275,6,4,13,3,2,0,0,0,40,39,0
52,7,90282,8,6,7,4,1,0,0,0,40,2,0
40,4,197199,15,0,3,3,4,0,0,0,31,39,0
38,4,180770,11,2,8,5,2,0,0,0,36,39,0
24,4,230536,15,2,7,0,4,1,0,0,60,39,1
52,4,171745,8,2,10,0,4,1,0,0,40,39,1
26,4,405915,9,6,8,3,4,1,0,0,66,39,0
31,4,210682,11,2,3,0,4,1,0,0,40,39,0
55,4,269634,9,0,8,1,1,0,0,0,40,9,1
50,5,122613,15,2,10,0,4,1,0,0,40,39,1
60,4,394434,12,2,11,5,4,0,0,1625,40,39,1
66,4,192190,11,5,1,4,4,0,0,0,40,39,1
33,4,204655,11,0,12,1,4,1,0,0,40,39,0
30,4,274042,11,2,3,0,4,1,0,0,50,39,0
50,4,205457,5,0,1,4,4,0,0,0,40,39,0
62,8,32337,8,0,10,4,4,0,3138,0,33,39,0
25,4,240681,15,4,3,3,4,1,0,0,40,39,0
51,6,183304,7,2,10,0,4,1,14594,0,22,39,1
37,4,197365,15,4,10,4,1,1,0,0,40,30,0
52,6,180444,14,2,5,0,4,1,97841,0,40,38,1
30,4,167811,12,2,11,5,4,1,3860,0,29,39,1
44,1,89943,13,2,5,0,2,1,0,0,40,39,0
30,5,211493,11,2,10,0,4,1,0,0,40,39,1
22,4,93183,9,2,7,0,4,1,2537,0,49,39,1
72,1,135574,11,2,11,0,4,1,0,0,36,39,0
54,2,193433,5,2,12,0,4,1,6539,0,60,39,0
24,4,80604,7,4,8,1,4,0,2852,0,30,39,0
34,4,207029,11,5,10,1,4,0,0,0,40,39,0
38,4,195817,5,2,7,0,4,1,0,0,56,39,0
18,4,263009,15,2,4,5,4,0,0,0,14,39,0
44,2,211822,0,0,1,1,4,0,0,0,40,39,0
23,4,270358,11,4,13,1,4,1,0,0,40,22,0
45,4,210895,11,5,12,1,4,1,0,0,40,39,0
49,6,204646,10,2,3,0,2,1,0,0,40,39,0
50,5,101470,14,2,4,0,4,1,0,0,45,39,1
54,6,237635,9,2,4,0,4,1,0,0,50,39,1
28,4,134753,11,4,10,1,4,1,3591,0,45,39,0
27,4,296746,11,4,1,1,4,0,0,0,44,39,1
21,4,120137,1,4,13,2,4,1,0,0,40,39,0
46,4,325089,5,2,3,0,4,1,0,0,49,39,0
40,7,130860,11,4,3,2,4,1,0,0,40,26,0
60,4,237965,9,2,4,0,4,1,0,0,40,39,0
37,4,215323,15,2,10,0,4,1,2360,0,68,32,1
21,4,111288,1,4,1,4,4,0,0,0,27,39,0
40,4,381884,6,2,12,4,4,0,0,0,40,39,0
71,4,303163,15,2,10,0,4,1,0,0,45,39,1
24,4,148855,10,2,5,0,4,1,94313,0,40,39,0
25,4,144529,2,4,6,3,4,1,0,0,40,39,0
21,4,78825,2,4,12,2,4,1,0,0,60,39,0
39,1,247870,9,0,10,4,4,1,0,0,20,39,0
60,6,261852,15,2,10,0,4,1,0,0,50,39,1
39,4,232909,14,0,3,1,4,1,0,0,40,39,1
67,4,94609,15,2,7,0,4,1,0,1535,40,39,0
31,4,252290,11,2,1,0,4,1,3744,0,32,33,0
44,4,114089,0,3,8,1,1,0,0,0,19,25,0
39,4,213169,15,0,8,1,4,1,0,0,40,39,0
39,6,177726,15,2,10,5,1,0,0,0,35,3,1
29,2,364557,9,4,10,1,4,0,0,0,33,39,0
33,4,31414,11,2,3,0,4,1,0,0,45,39,1
45,5,193419,11,6,1,5,4,0,0,0,40,38,0
33,4,277448,8,2,4,0,4,1,21663,0,40,39,1
47,4,285550,4,2,3,0,4,1,0,0,79,39,1
34,4,151293,11,0,3,3,4,1,0,0,31,39,0
41,4,82323,12,3,1,4,4,0,0,0,40,39,0
50,5,242102,12,2,5,0,4,1,0,0,45,39,1
27,6,291594,11,2,7,0,4,1,0,0,40,39,0
34,3,186403,0,4,10,1,4,0,0,0,35,39,0
59,5,328760,12,2,6,0,4,1,0,0,40,0,1
67,4,409731,9,2,1,0,4,1,97623,0,29,39,1
21,4,42730,11,4,1,2,4,0,0,0,26,39,0
49,2,428980,8,0,10,1,4,1,0,0,40,39,1
27,4,244686,11,4,8,1,4,1,0,0,50,39,0
32,5,161337,11,2,3,0,4,1,0,0,40,39,0
30,5,157132,7,2,12,5,4,0,0,0,18,39,0
38,1,183817,14,4,10,4,4,0,0,0,40,39,0
24,4,178626,11,2,1,0,2,1,0,1568,40,39,0
41,7,167925,14,4,13,3,4,1,0,0,35,39,0
76,4,254321,9,2,10,5,1,0,0,0,40,41,1
48,4,179342,8,0,4,1,4,1,2985,0,40,39,0
24,2,253495,1,4,8,1,4,1,0,0,33,39,0
38,4,132581,8,4,11,3,4,1,0,0,40,39,1
32,4,192064,11,0,8,4,4,0,0,0,33,39,0
29,7,199102,11,4,3,3,2,0,0,0,40,39,0
37,0,113042,14,2,7,0,4,1,0,0,40,39,0
22,4,144679,2,4,13,3,4,0,0,0,45,39,0
25,4,243383,11,4,11,1,4,0,0,0,40,39,1
56,4,56270,9,0,1,1,4,0,0,0,35,39,0
23,2,79870,15,4,13,1,1,1,2987,0,40,7,0
30,4,219882,7,4,4,2,3,0,0,0,30,39,0
31,4,365315,11,0,3,4,2,0,0,0,35,39,0
32,1,347237,0,5,0,1,4,0,0,0,35,39,0
39,5,42780,8,4,3,4,1,1,0,0,40,39,0
68,4,193685,9,2,4,0,4,1,7070,1898,88,39,1
20,4,348280,11,4,7,3,4,1,0,0,24,39,0
32,1,112788,7,5,4,5,1,0,0,0,32,26,1
39,4,290835,11,2,1,0,4,1,0,0,82,39,1
31,4,206900,11,2,10,0,4,1,0,0,40,39,0
71,4,185639,11,2,3,0,4,1,0,0,40,39,0
57,4,177990,12,2,10,0,4,1,0,0,80,39,0
48,4,50550,2,2,10,0,4,1,0,0,50,39,1
26,4,250036,11,4,13,4,4,0,0,0,32,39,0
34,4,44756,11,2,14,0,4,1,14100,0,59,39,0
32,6,515876,11,2,12,0,4,1,0,0,33,39,0
25,2,35084,11,4,8,3,1,0,0,0,37,39,0
43,6,270886,15,2,8,0,4,1,0,0,40,39,1
75,4,36114,4,2,4,0,4,1,0,1615,40,30,1
31,7,392797,9,4,8,1,4,0,0,0,55,8,0
28,4,133449,0,2,13,0,4,1,0,0,40,39,0
28,2,135596,11,2,7,5,2,0,0,0,40,39,0
40,4,230239,9,6,1,1,4,0,0,0,40,39,0
78,4,228633,5,2,12,0,1,1,3252,0,40,32,0
23,5,216913,9,4,8,3,4,0,0,0,55,22,0
23,4,251298,0,4,4,1,4,1,0,0,23,39,1
19,4,300416,1,4,13,1,4,1,0,0,49,39,0
40,4,105271,7,2,7,0,2,1,0,1881,40,9,0
29,2,177761,0,4,12,1,2,1,0,0,45,8,0
43,4,27638,11,0,10,3,4,1,0,0,45,39,0
36,4,279815,15,5,0,3,4,0,0,1619,38,24,0
25,4,229370,15,4,10,3,4,0,0,0,40,39,0
53,4,205529,9,6,1,4,4,1,0,0,40,39,0
45,2,109085,11,0,1,4,1,1,0,0,40,2,0
64,4,267638,11,0,1,4,4,0,0,1588,45,39,0
46,6,46648,6,2,4,0,4,1,0,0,50,39,1
45,4,230157,11,2,14,0,4,1,0,0,21,39,0
34,4,183464,15,0,12,4,2,0,0,0,19,39,0
47,6,320181,0,2,10,0,4,1,0,0,50,39,0
57,4,122329,9,2,4,0,4,1,5957,0,49,12,1
42,4,93916,11,4,8,4,3,0,0,0,17,39,0
34,4,297212,15,2,4,0,4,1,0,0,34,39,1
59,4,339264,7,2,10,0,4,1,0,0,40,39,1
36,4,231828,15,2,6,0,4,1,0,0,55,39,0
26,6,184978,15,2,10,0,4,1,0,0,40,39,0
23,4,120247,5,2,7,2,4,1,0,0,40,0,0
47,4,57266,9,3,4,2,4,1,0,0,54,39,1
45,6,186981,12,2,12,0,4,1,7498,0,50,39,1
39,4,179980,15,2,14,0,4,1,98990,0,40,39,1
50,4,184157,7,5,1,1,4,1,0,0,20,39,0
30,4,75338,14,2,10,0,4,1,0,0,69,39,1
55,6,160592,12,2,10,0,4,1,0,0,40,39,0
32,4,246777,11,4,1,0,1,1,0,0,5,39,0
64,4,282257,15,2,10,5,4,0,0,1405,40,39,1
31,4,150694,11,0,13,3,4,0,0,0,34,39,0
29,4,225675,14,2,14,5,4,0,0,0,40,30,0
47,4,95561,8,4,4,1,4,1,0,0,34,39,0
33,7,58043,11,4,1,1,4,1,0,0,55,39,0
24,4,80568,15,2,3,0,4,1,0,0,49,39,0
65,2,149773,15,2,4,0,4,1,23273,0,18,39,1
44,6,202171,10,2,1,0,4,1,0,1886,50,39,0
48,5,151388,14,2,4,0,2,1,0,0,34,39,0
57,6,257387,2,5,12,4,4,0,0,0,40,39,1
38,4,50136,11,2,12,0,4,1,0,0,81,39,1
29,4,32061,2,2,7,0,4,1,0,0,40,39,0
55,2,40727,7,5,0,1,4,0,0,0,38,26,0
58,1,203057,11,0,13,2,4,1,5635,0,45,39,1
62,4,136763,7,2,1,0,4,1,0,0,50,39,1
33,4,53509,9,2,4,0,4,1,0,0,68,39,1
45,4,251174,11,0,10,4,4,0,8123,0,40,39,1
29,4,136060,11,4,4,1,1,1,0,1628,40,26,0
55,1,77932,1,2,4,0,4,1,0,0,54,39,0
26,4,216031,11,4,14,2,4,1,3628,0,40,39,1
56,6,409654,12,2,12,0,1,1,14633,0,68,39,1
22,4,112409,4,4,13,3,4,0,0,0,15,39,0
36,6,244892,11,2,3,0,4,1,0,0,36,39,0
47,5,422754,9,2,13,0,4,1,0,0,60,39,1
43,5,174202,12,2,13,0,4,1,0,0,40,39,0
39,4,104850,11,0,10,1,4,1,98461,0,55,39,0
35,4,140184,8,0,10,1,4,0,0,0,40,27,0
31,6,207510,1,4,13,3,4,0,3200,0,35,39,0
37,4,197373,0,4,12,3,4,0,0,0,33,39,0
41,4,201005,9,2,10,0,4,1,0,0,50,39,1
29,1,56951,11,4,10,4,4,0,0,0,45,39,1
36,6,178446,11,2,14,0,2,1,0,0,40,39,0
20,4,194841,1,4,12,3,1,1,0,0,40,4,0
55,2,316786,15,0,13,3,4,0,0,1622,40,39,0
43,4,411606,11,2,4,0,4,1,0,0,50,39,1
37,6,228358,6,2,3,0,4,1,0,0,45,39,0
70,4,81214,9,0,10,1,4,1,0,0,55,34,1
22,7,40488,13,4,7,3,4,0,0,0,34,39,0
19,4,174576,11,4,7,2,4,1,0,0,40,39,0
55,4,187370,11,2,9,0,4,1,0,0,40,3,1
25,4,39436,12,2,4,0,4,1,0,0,40,39,1
30,2,286726,11,4,12,1,4,1,0,0,40,39,0
39,4,138857,15,0,5,2,4,1,0,0,40,27,0
56,4,204792,6,2,3,0,4,1,3278,0,40,39,0
29,4,338395,6,4,14,3,4,1,0,0,45,39,0
70,4,243507,15,6,1,4,4,0,0,0,40,39,0
35,4,184230,0,0,10,1,4,0,0,0,40,39,1
30,4,137801,15,2,12,0,1,1,0,0,44,39,0
28,6,335723,9,6,8,4,4,0,0,0,40,39,0
37,4,171161,11,0,1,4,4,0,0,0,40,10,0
24,4,163963,1,4,14,3,4,0,0,0,6,25,0
51,4,284792,10,2,10,0,4,1,2801,0,45,39,1
41,4,163523,8,4,12,1,4,1,14739,0,45,39,0
20,4,113938,11,4,1,3,2,1,0,0,40,24,0
34,4,173889,11,6,12,4,4,0,0,0,40,39,0
26,4,327872,14,2,12,0,4,1,0,0,33,39,0
25,4,382337,15,4,13,1,4,1,0,0,40,39,0
24,4,231216,11,4,7,2,2,0,0,1620,40,39,0
47,4,246397,12,2,10,5,4,0,0,0,19,39,0
20,4,36437,2,4,1,3,4,0,0,0,28,39,0
70,2,255605,11,0,1,4,4,0,0,0,40,39,0
61,7,160389,6,2,13,0,2,1,0,0,40,29,1
25,4,193286,9,4,13,4,4,0,0,0,19,39,0
48,4,114407,3,2,3,0,4,1,0,0,40,39,0
46,1,221583,9,2,7,0,4,1,7548,0,60,39,1
42,7,44128,15,0,8,3,4,0,0,1986,40,39,0
22,4,115503,8,4,12,3,4,0,0,0,40,39,0
26,7,218319,11,4,7,3,4,0,0,0,9,39,0
37,4,226640,5,0,8,4,1,1,2431,0,40,30,0
68,4,209566,9,0,11,1,4,1,0,0,55,39,0
77,4,196812,15,0,10,1,4,0,0,0,40,39,1
25,4,227072,11,4,14,2,4,1,0,0,40,39,0
52,5,100743,9,0,7,1,4,1,0,0,40,39,0
77,4,329858,12,2,13,0,4,1,7102,0,40,39,1
27,4,227744,9,0,1,3,4,1,0,0,40,39,0
58,4,145304,11,5,4,1,4,0,0,0,19,39,1
40,4,214670,9,2,14,0,4,1,1729,0,60,39,1
56,6,154307,15,2,10,0,4,1,0,1605,40,39,1
42,0,317073,10,4,5,1,4,0,0,0,45,39,0
33,4,320614,8,4,3,1,4,1,2859,0,40,14,0
53,4,222144,11,2,13,5,4,1,0,0,20,39,0
44,4,215639,14,0,4,4,4,0,0,0,40,39,1
51,5,358658,7,2,10,0,4,1,0,806,45,39,1
61,4,128298,9,3,10,4,1,1,0,0,40,5,0
30,4,320837,11,2,3,0,4,1,0,0,40,39,0
38,4,187576,9,2,10,5,4,1,96940,1892,40,36,1
31,4,160003,11,4,12,0,4,1,2900,0,18,39,1
