0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
316,42,272,67,2,4,12,2,7,185,401,377,234,326,399,264,197,177,669,45,221,54,2,44,1108,1065,0
317,42,272,67,2,4,12,2,7,185,402,382,262,326,405,264,197,177,669,45,221,54,2,44,1089,1078,0
318,42,272,67,2,4,12,2,7,185,402,380,249,326,402,264,197,177,669,45,221,54,2,44,1084,1073,0
319,29,272,67,2,4,12,2,5,185,285,276,44,158,299,264,197,177,736,45,221,54,4,79,158,1217,0
320,29,272,67,2,4,12,2,5,185,283,277,102,158,298,264,197,177,736,45,221,54,4,79,159,1218,0
321,29,272,67,2,4,12,2,5,185,283,277,102,158,298,264,197,177,736,45,221,54,4,79,160,1219,0
322,29,272,67,2,4,12,2,5,185,282,276,102,158,299,264,197,177,737,45,221,54,4,79,161,1220,0
323,29,272,67,2,4,12,2,5,185,282,278,141,158,297,264,197,177,737,45,221,54,4,79,162,1221,0
324,29,272,67,2,4,12,2,5,185,283,278,121,158,299,264,197,177,736,45,221,54,4,79,157,1213,0
325,29,272,67,2,4,12,2,5,185,283,277,102,158,298,264,197,177,735,45,221,54,4,79,156,1212,0
326,29,272,67,2,4,12,2,5,185,287,278,44,161,301,264,197,177,756,45,221,54,4,79,165,1276,0
327,29,272,67,2,4,12,2,5,185,282,283,225,160,301,264,197,177,757,45,221,54,4,79,173,1288,0
328,29,272,67,2,4,12,2,5,185,284,282,174,160,301,264,197,177,757,45,221,54,4,79,174,1303,0
329,29,272,67,2,4,12,2,5,185,285,281,141,160,301,264,197,177,757,45,221,54,4,79,175,1304,0
330,29,272,67,2,4,12,2,5,185,285,281,141,160,301,264,197,177,756,45,221,54,4,79,166,1277,0
331,29,272,67,2,4,12,2,5,185,286,280,102,160,301,264,197,177,756,45,221,54,4,79,167,1278,0
332,29,272,67,2,4,12,2,5,185,288,278,17,159,301,264,197,177,756,45,221,54,4,79,168,1279,0
333,29,272,67,2,4,12,2,5,185,283,284,225,161,302,264,197,177,756,45,221,54,4,79,169,1280,0
334,29,272,67,2,4,12,2,5,185,283,284,225,161,302,264,197,177,756,45,221,54,4,79,170,1281,0
335,29,272,67,2,4,12,2,5,185,283,283,210,160,301,264,197,177,756,45,221,54,4,79,171,1282,0
336,29,272,67,2,4,12,2,5,185,283,283,210,160,301,264,197,177,757,45,221,54,4,79,172,1287,0
337,29,272,67,2,4,12,2,5,185,291,282,43,158,301,264,197,177,799,45,221,54,4,79,179,1377,0
338,29,272,67,2,4,12,2,5,185,290,281,43,158,301,264,197,177,799,45,221,54,4,79,180,1378,0
339,29,272,67,2,4,12,2,5,185,291,283,64,158,296,264,197,177,799,45,221,54,4,79,181,1379,0
340,29,272,67,2,4,12,2,5,185,289,282,79,158,296,264,197,177,799,45,221,54,4,79,182,1380,0
341,29,272,67,2,4,12,2,5,185,286,277,44,158,296,264,197,177,799,45,221,54,4,79,176,1373,0
342,29,272,67,2,4,12,2,5,185,287,276,549,158,296,264,197,177,799,45,221,54,4,79,178,1375,0
343,29,272,67,2,4,12,2,5,185,285,277,64,158,296,264,197,177,799,45,221,54,4,79,177,1374,0
344,29,272,67,2,4,12,2,5,185,286,277,44,158,296,264,197,177,799,45,221,54,4,79,2,1376,0
345,29,272,67,2,4,12,2,7,185,337,323,218,309,341,264,197,177,809,45,221,54,12,94,1415,1414,0
349,29,272,67,2,4,12,2,7,185,336,326,258,309,343,264,197,177,809,45,221,54,12,94,1407,1406,0
350,29,272,67,2,4,12,2,7,185,337,324,236,309,341,264,197,177,809,45,221,54,12,94,1416,1415,0
351,29,272,67,2,4,12,2,7,185,336,324,243,309,342,264,197,177,809,45,221,54,12,94,1409,1408,0
352,29,272,67,2,4,12,2,7,185,337,324,236,309,341,264,197,177,809,45,221,54,12,94,1414,1413,0
353,29,272,67,2,4,12,2,7,185,337,324,236,309,341,264,197,177,809,45,221,54,12,94,1404,1403,0
354,29,272,67,2,4,12,2,7,185,337,324,236,309,341,264,197,177,809,45,221,54,12,94,1413,1412,0
355,29,272,67,2,4,12,2,7,185,337,324,236,309,342,264,197,177,809,45,221,54,12,94,1411,1410,0
356,29,272,67,2,4,12,2,7,185,337,324,236,309,343,264,197,177,809,45,221,54,12,94,1408,1407,0
346,29,272,67,2,4,12,2,7,185,337,323,218,309,342,264,197,177,809,45,221,54,12,94,1410,1409,0
347,29,272,67,2,4,12,2,7,185,334,328,291,309,343,264,197,177,809,45,221,54,12,94,1406,1405,0
348,29,272,67,2,4,12,2,7,185,336,324,243,309,341,264,197,177,809,45,221,54,12,94,1412,1411,0
357,42,272,67,2,16,12,2,7,185,391,518,454,315,480,264,197,177,636,45,221,54,2,44,1021,987,0
293,24,244,35,6,16,20,1,8,410,242,189,59,2,148,148,45,65,197,41,168,28,19,56,320,290,0
1226,42,354,67,10,0,20,1,8,355,238,192,78,3,148,20,187,23,210,5,149,54,1,15,335,305,0
1229,42,354,67,10,0,20,1,8,122,228,204,156,5,146,20,187,23,225,5,149,54,1,37,353,323,0
1207,42,354,67,10,0,20,1,8,63,226,207,168,91,146,20,187,23,62,5,149,54,1,37,77,75,0
1214,42,354,67,10,0,20,1,8,67,205,225,311,1,149,20,187,23,125,5,149,54,1,15,225,195,0
1219,42,354,67,10,0,20,1,8,50,241,189,65,4,148,20,187,23,146,5,149,54,1,15,253,223,0
1197,42,354,67,10,0,20,1,8,120,251,174,0,0,146,20,187,23,23,5,149,54,1,15,24,22,0
1203,42,9,67,10,4,8,1,8,185,247,190,47,10,161,127,197,37,43,39,275,54,1,148,44,42,0
1215,42,9,67,10,4,8,1,8,106,270,239,13,124,99,127,197,37,134,33,275,54,1,148,233,203,0
1223,42,9,67,10,4,8,1,8,367,232,200,125,112,150,127,197,37,165,33,275,54,1,145,275,245,0
1235,42,9,67,10,4,8,1,8,193,217,214,242,46,148,127,197,37,238,33,207,54,1,145,367,337,0
358,43,96,76,6,4,12,2,7,185,449,428,261,327,462,92,197,94,417,39,242,44,0,44,630,600,0
359,43,96,76,6,4,12,2,7,185,383,368,262,316,389,182,197,94,636,39,242,44,2,44,1016,982,0
360,29,130,33,0,0,20,2,7,185,397,380,289,324,397,1,197,177,669,45,94,25,2,44,1105,1062,0
291,35,70,49,2,0,1,2,7,185,421,393,169,349,419,149,197,177,673,45,73,37,0,126,1124,1094,0
369,42,275,41,2,0,20,1,8,383,243,185,46,1,143,211,85,150,26,8,144,54,24,64,27,25,0
370,42,91,67,2,0,20,1,8,35,247,182,13,6,136,289,197,6,291,16,146,54,15,155,435,405,0
371,42,91,67,2,0,20,1,8,32,245,183,23,3,146,378,197,64,381,16,254,54,15,155,572,542,0
372,42,91,67,2,0,20,1,8,134,249,181,2,6,147,287,197,177,221,20,146,54,1,20,348,318,0
373,42,91,67,2,0,20,1,8,47,252,179,531,5,147,423,129,64,450,16,254,54,0,106,682,652,0
374,42,91,67,2,0,20,1,8,133,256,193,19,7,169,380,197,64,462,16,254,54,0,106,696,666,0
375,42,91,67,2,0,20,1,8,133,243,186,47,5,142,437,130,177,585,16,254,54,0,106,914,884,0
376,42,91,67,2,0,20,1,8,28,248,184,18,1,149,412,197,48,564,16,254,54,3,9,866,836,0
377,29,91,67,2,0,20,1,8,31,197,178,248,8,163,421,197,177,808,16,254,54,3,9,1396,1395,0
378,42,91,67,2,0,20,1,8,132,250,180,552,2,147,244,63,6,61,8,149,54,1,16,75,73,0
379,42,91,67,2,0,20,1,8,46,249,179,552,1,143,269,95,26,178,8,149,54,1,19,294,264,0
380,42,91,67,2,0,20,1,8,151,250,179,543,1,146,310,197,6,194,8,254,54,0,102,316,286,0
381,42,93,67,2,0,20,1,8,54,242,187,52,1,144,266,107,177,222,11,254,54,15,155,349,319,0
382,42,82,67,2,0,20,1,8,171,240,189,66,152,146,434,197,47,369,16,254,54,1,20,551,521,0
275,35,196,49,10,4,3,0,4,185,72,269,510,206,242,486,197,177,765,45,227,37,10,119,1323,1314,0
383,35,0,49,6,4,12,1,8,380,173,165,402,30,100,75,197,177,491,5,140,37,0,151,745,715,0
384,29,2,49,6,4,12,1,8,384,199,205,277,29,113,78,197,177,771,5,140,37,0,151,1328,1319,0
361,16,69,18,10,4,6,2,7,185,457,436,255,343,471,23,197,177,538,45,26,10,3,123,825,795,0
362,16,69,18,10,4,6,2,7,185,457,436,255,343,471,23,197,177,538,45,26,10,3,123,823,793,0
363,16,69,18,10,4,6,2,7,185,459,436,240,343,472,23,197,177,538,45,26,10,3,123,822,792,0
364,16,69,18,10,4,6,2,7,185,459,436,240,343,473,23,197,177,538,45,26,10,3,123,824,794,0
365,42,208,67,6,7,12,2,7,185,460,434,201,335,470,388,197,141,151,39,270,54,21,33,258,228,0
1166,42,89,70,6,4,4,2,7,185,476,449,541,342,480,330,197,73,124,40,143,54,21,16,223,193,0
109,42,124,67,6,4,4,2,7,185,476,449,541,342,480,176,197,100,249,39,272,54,21,33,383,353,0
76,42,207,73,6,4,4,2,7,185,475,450,35,342,480,173,117,101,185,40,178,58,21,32,303,273,0
366,29,139,33,13,4,12,2,7,185,308,297,195,311,366,128,197,177,153,40,120,25,17,139,261,231,0
367,29,139,33,13,4,12,2,7,185,343,324,100,301,345,228,197,158,297,5,120,25,17,139,446,416,0
1409,29,274,34,0,16,20,2,2,185,301,433,461,342,375,1,197,177,794,45,224,26,3,117,1374,1365,0
385,41,97,65,2,0,20,1,8,326,229,200,137,2,142,232,74,167,155,16,13,10,3,2,264,234,0
386,16,104,43,2,0,20,1,8,187,248,210,109,3,145,393,197,177,406,16,12,10,0,106,616,586,0
387,28,106,43,2,0,20,1,8,39,243,186,47,3,146,370,100,18,300,16,254,54,3,9,450,420,0
419,29,107,43,2,0,20,1,8,40,256,179,0,0,136,486,197,177,720,16,33,54,1,50,1207,1178,0
388,28,106,43,2,0,20,1,8,44,246,185,25,2,146,374,101,18,602,16,254,54,0,106,947,917,0
389,29,106,43,2,0,20,1,8,44,246,185,25,2,146,378,98,26,807,16,36,54,1,50,1394,1393,0
390,16,107,43,2,0,20,1,8,51,235,195,101,11,146,151,54,126,195,16,17,26,3,10,317,287,0
391,16,107,43,2,0,20,1,8,261,246,185,25,18,148,367,197,177,524,45,282,10,24,68,799,769,0
392,16,107,43,2,0,20,1,8,317,224,207,176,7,142,138,197,132,132,45,14,13,0,105,232,202,0
393,42,107,43,2,0,20,1,8,271,239,189,67,1,146,346,197,26,290,18,12,12,0,106,434,404,0
394,16,108,43,2,0,20,1,8,291,211,167,115,8,110,486,197,177,623,16,254,54,3,9,981,951,0
396,16,107,43,2,0,20,1,8,314,248,180,2,5,142,59,21,46,227,5,36,54,3,8,356,326,0
397,16,107,43,2,0,20,1,8,291,247,180,4,2,140,201,74,136,201,8,13,10,1,23,324,294,0
398,16,107,43,2,0,20,1,8,313,255,184,543,7,146,175,28,136,160,8,13,10,3,8,270,240,0
399,16,107,43,2,0,20,1,8,319,233,196,108,7,144,205,29,142,135,8,13,10,1,18,235,205,0
400,16,107,43,2,0,20,1,8,318,253,177,526,7,145,385,197,27,434,16,282,10,0,25,659,629,0
401,16,107,43,2,0,20,1,8,302,249,181,2,7,146,398,197,177,667,16,10,10,16,155,1080,1050,0
402,16,107,43,2,0,20,1,8,407,226,205,162,8,143,170,63,177,39,13,160,14,1,33,40,38,0
403,16,107,43,2,0,20,1,8,336,244,187,47,9,148,350,86,177,582,16,282,26,3,9,909,879,0
404,16,107,43,2,0,20,1,8,111,236,195,97,4,144,270,69,15,192,16,13,10,3,8,311,281,0
405,29,107,43,2,0,20,1,8,138,243,186,47,8,143,436,197,47,789,16,254,54,3,8,1366,1357,0
406,16,109,43,2,0,20,1,8,143,241,189,65,6,145,303,197,21,519,16,24,10,16,155,793,763,0
407,16,107,43,2,0,20,1,8,370,247,190,47,6,162,357,197,177,589,16,80,10,16,155,920,890,0
408,16,107,43,2,0,20,1,8,369,236,192,85,6,143,284,85,177,240,16,24,10,0,106,369,339,0
409,16,107,43,2,0,20,1,8,368,251,184,4,3,157,368,197,177,608,16,282,10,0,106,958,928,0
410,16,107,43,2,0,20,1,8,52,233,196,108,6,146,199,27,151,167,16,13,10,3,2,277,247,0
411,29,109,43,2,0,20,1,8,153,240,204,109,10,146,391,197,177,740,16,282,12,3,8,1248,1226,0
413,16,107,43,2,0,20,1,8,313,225,205,165,9,142,257,74,170,195,8,13,10,1,20,315,285,0
412,16,107,43,2,0,20,1,8,100,242,189,59,7,146,277,66,6,293,16,12,10,3,8,438,407,0
417,29,107,43,2,0,20,1,8,406,247,182,13,8,142,355,197,177,781,16,10,15,0,102,1356,1347,0
416,16,107,43,2,0,20,1,8,1,233,196,108,6,143,334,96,15,403,16,80,10,3,9,611,581,0
414,16,107,43,2,0,20,1,8,231,227,202,152,2,142,337,197,33,306,16,82,15,0,109,457,427,0
415,16,107,43,2,0,20,1,8,186,253,177,526,6,145,333,102,36,398,16,80,10,3,8,599,569,0
418,16,107,43,2,0,20,1,8,406,208,221,294,13,137,415,127,15,489,16,80,15,0,102,742,712,0
1410,9,388,9,2,0,1,2,7,185,528,522,238,364,13,3,197,177,566,45,265,60,0,127,871,841,0
1411,9,388,9,2,0,1,2,7,185,422,438,395,342,458,22,13,177,514,45,258,54,2,46,787,757,0
1412,29,388,9,2,0,1,2,3,185,426,401,269,198,432,404,163,177,751,45,248,3,14,82,1287,1266,0
420,35,288,51,2,0,20,1,8,347,248,180,2,2,142,145,197,142,236,8,186,39,0,105,365,335,0
421,29,285,49,2,0,20,1,8,318,258,185,529,10,146,151,197,177,775,16,10,15,0,106,1350,1341,0
422,35,287,49,2,0,20,1,8,233,241,188,59,2,146,145,197,142,189,34,186,37,0,105,307,277,0
423,35,287,49,2,0,20,1,8,248,252,178,529,4,146,142,197,142,267,8,186,39,0,105,406,376,0
424,35,287,49,2,0,20,1,8,191,244,185,36,9,146,145,197,109,275,8,186,39,0,105,414,384,0
425,35,287,49,2,0,20,1,8,420,249,181,2,5,146,145,197,177,362,8,187,39,0,106,544,514,0
426,35,287,49,2,0,20,1,8,33,272,248,554,11,183,141,197,177,403,8,187,39,0,106,609,579,0
427,35,287,49,2,0,20,1,8,241,174,243,420,8,104,220,197,177,644,16,212,37,0,106,1046,1016,0
428,35,287,49,2,0,20,1,8,346,170,260,482,32,179,218,11,33,694,16,104,37,0,106,1166,1136,0
429,35,287,49,2,0,20,1,8,324,244,186,46,1,146,389,197,55,722,16,10,15,0,106,1212,1183,0
430,35,287,49,2,0,20,1,8,70,251,178,531,3,145,107,197,177,746,16,103,37,0,104,1257,1235,0
431,35,287,49,2,0,20,1,8,350,248,194,54,6,166,71,197,177,653,16,212,37,0,106,1056,1026,0
432,35,287,49,2,0,20,1,8,241,187,161,259,10,103,46,197,177,653,16,212,37,0,106,1057,1027,0
434,42,355,67,12,16,20,2,5,185,361,339,15,119,366,302,197,177,327,45,296,54,1,20,488,456,0
1268,42,373,67,0,16,20,2,6,185,422,405,312,249,435,377,197,177,484,45,306,54,6,78,736,706,0
436,29,62,11,6,16,20,2,7,185,326,312,206,299,329,62,197,177,585,45,59,5,18,62,912,882,0
437,11,56,11,6,4,4,1,8,399,244,181,19,35,136,38,167,177,320,24,54,5,24,67,474,444,0
438,11,56,11,6,4,4,1,8,221,234,193,97,92,140,38,167,177,399,24,245,5,24,67,601,571,0
439,11,56,11,6,4,4,1,8,196,228,206,158,86,155,38,167,177,542,24,245,5,24,67,838,808,0
440,29,56,11,6,4,4,1,8,185,237,190,75,87,138,38,167,177,714,45,245,5,24,67,1196,1167,0
441,11,56,11,6,4,4,2,7,185,538,532,238,356,18,122,197,177,375,45,245,5,18,71,564,534,0
442,11,56,11,6,4,4,2,7,185,540,528,537,360,18,122,197,177,481,45,245,5,18,71,731,701,0
443,11,56,11,6,4,4,2,7,185,540,528,537,361,17,122,197,177,629,45,245,5,18,71,992,962,0
444,42,216,67,6,14,20,2,5,185,360,347,270,98,372,285,197,177,377,45,88,54,1,33,566,536,0
1264,42,239,67,10,4,18,2,5,185,19,15,89,69,53,486,197,177,472,45,196,54,21,20,714,684,0
1277,42,239,67,10,4,18,2,5,185,9,15,345,70,46,486,197,177,548,45,196,54,21,37,845,815,0
1289,29,239,67,10,4,18,2,5,185,8,5,235,70,44,486,197,177,640,45,196,54,21,20,1031,1001,0
1307,29,239,67,10,4,18,2,5,185,15,6,536,70,44,486,197,177,785,45,196,54,21,37,1360,1351,0
445,29,111,67,7,14,20,2,6,185,302,551,479,68,458,90,197,177,640,24,172,54,21,20,1032,1002,0
446,29,111,67,7,14,20,2,6,185,302,551,479,68,458,90,197,177,640,24,172,54,21,20,1033,1003,0
447,42,111,67,7,14,20,2,2,185,299,418,458,365,373,90,197,177,717,1,172,54,21,33,1199,1170,0
448,42,111,67,7,14,20,2,2,185,303,425,459,365,445,90,197,177,717,1,172,54,21,33,1200,1171,0
449,29,222,67,7,9,20,2,5,185,299,291,208,139,339,181,197,177,634,3,197,54,23,77,1004,973,0
1309,42,362,67,10,0,20,1,8,72,221,213,232,260,149,123,73,177,3,39,276,54,1,22,4,2,0
450,29,245,61,9,4,12,2,7,185,551,552,30,364,29,459,169,124,245,39,25,16,21,142,374,344,0
435,42,186,67,6,4,18,2,6,185,522,524,330,247,11,112,150,128,55,24,154,54,21,100,64,62,0
451,29,4,67,0,3,20,2,5,185,334,510,471,225,445,1,197,177,758,6,2,54,1,20,1303,1292,0
433,29,5,44,0,0,20,2,7,185,391,430,422,316,423,1,197,177,636,45,3,53,2,44,1012,994,0
472,29,251,54,0,9,20,2,3,185,355,342,278,74,367,181,197,177,772,45,200,42,14,96,1334,1325,0
473,42,267,67,2,0,20,1,8,126,252,185,4,5,147,294,115,8,96,13,36,54,3,2,224,194,0
474,42,267,67,2,0,20,1,8,55,242,186,50,5,143,74,180,177,213,16,219,54,3,8,339,309,0
475,42,269,72,2,0,20,1,8,61,248,180,2,1,143,272,113,166,228,16,36,54,16,154,357,327,0
476,42,267,67,2,0,20,1,8,59,243,185,46,1,143,105,197,116,279,16,219,54,0,128,418,388,0
477,42,267,67,2,0,20,1,8,65,243,185,46,6,143,96,197,116,283,16,219,54,3,8,422,392,0
478,42,267,67,2,0,20,1,8,182,242,188,54,1,146,308,197,6,302,16,254,54,16,155,453,423,0
479,42,156,67,2,0,20,1,8,168,241,189,65,2,146,277,197,172,333,16,282,12,3,9,502,472,0
480,42,156,67,2,0,20,1,8,56,241,188,59,2,146,309,197,177,373,16,254,54,16,155,559,529,0
481,42,156,67,2,0,20,1,8,179,243,186,47,5,146,314,197,177,389,16,254,54,16,155,586,556,0
482,42,157,67,2,0,20,1,8,172,238,191,75,3,144,230,197,177,47,11,254,54,0,105,50,48,0
483,42,156,67,2,0,20,1,8,164,242,188,54,1,146,376,197,47,274,12,254,54,16,155,413,383,0
484,42,268,67,2,0,20,1,8,175,251,178,531,1,147,331,119,55,190,16,36,54,16,155,308,278,0
485,29,98,14,2,11,20,4,5,185,74,148,492,147,279,456,172,177,682,8,217,19,3,130,1149,1119,0
486,29,98,14,2,11,20,4,5,185,149,139,7,196,287,454,197,177,800,8,217,19,3,130,1382,1381,0
487,29,98,14,2,11,20,4,5,185,151,143,187,196,289,454,197,177,800,8,217,19,3,130,1383,1382,0
488,29,98,14,2,11,20,4,5,185,40,147,493,146,239,456,172,177,682,8,217,19,3,130,1150,1120,0
489,29,98,14,2,11,20,4,5,185,152,145,227,178,291,454,197,177,725,8,217,19,3,130,1216,1187,0
490,29,98,14,2,11,20,4,5,185,150,142,111,184,288,454,197,177,725,8,217,19,3,130,1217,1188,0
491,29,98,14,2,11,20,4,5,185,145,138,80,195,284,454,197,177,744,8,217,19,3,130,1253,1231,0
492,29,98,14,2,11,20,4,5,185,146,137,68,195,281,454,197,177,744,8,217,19,3,130,1254,1232,0
493,29,98,14,2,11,20,4,5,185,153,146,248,175,292,454,197,177,773,8,217,19,3,130,1338,1329,0
494,29,98,14,2,11,20,4,5,185,154,144,58,174,290,454,197,177,773,8,217,19,3,130,1337,1328,0
495,29,98,14,5,11,20,4,5,185,148,141,244,168,286,450,197,34,527,8,26,20,3,127,806,776,0
496,29,98,14,2,11,20,4,5,185,147,140,245,169,285,450,197,34,527,8,26,20,3,127,805,775,0
497,29,98,14,2,11,20,4,5,185,143,136,68,191,283,450,197,34,578,8,80,20,3,127,900,870,0
498,29,98,14,2,11,20,4,5,185,144,135,20,190,282,450,197,34,578,8,80,20,3,127,901,871,0
499,11,309,11,6,4,12,2,7,185,426,405,296,334,437,4,197,177,605,32,245,5,5,63,952,922,0
500,29,309,11,6,4,12,2,7,185,414,393,248,329,407,4,197,177,681,32,245,5,18,70,1147,1117,0
501,29,52,11,6,4,12,1,8,423,258,186,531,34,146,303,197,177,776,43,56,5,24,68,1351,1342,0
502,29,309,11,6,4,12,2,7,185,322,307,139,295,323,4,197,177,733,32,245,5,18,70,1236,1207,0
503,29,52,11,6,4,12,2,7,185,412,415,362,328,435,4,197,177,746,32,245,5,5,63,1256,1234,0
245,35,196,49,10,0,20,1,8,387,249,180,555,9,146,346,197,177,516,45,103,37,0,106,789,759,0
276,29,196,49,10,0,20,1,8,423,250,195,52,0,146,346,197,177,770,45,103,37,0,106,1329,1320,0
504,21,21,30,2,0,20,1,8,220,241,191,67,44,152,283,107,33,128,8,149,54,0,102,228,198,0
452,29,126,13,2,16,20,2,7,185,390,520,457,315,482,342,197,177,636,45,92,9,2,44,1022,988,0
454,29,254,67,6,16,20,2,5,185,184,443,476,178,351,2,197,177,730,45,203,54,1,20,1229,1200,0
505,42,31,67,2,16,20,2,5,185,354,350,367,217,372,35,197,177,304,39,30,54,2,44,455,425,0
506,42,31,67,2,16,20,2,5,185,343,358,411,217,372,35,197,177,338,39,30,54,2,44,512,482,0
280,29,196,49,10,9,20,2,7,185,555,555,310,367,36,475,197,177,803,39,103,37,10,111,1389,1388,0
507,42,78,67,4,4,12,2,7,185,455,432,240,335,465,87,197,177,387,41,88,54,21,33,584,554,0
508,24,153,43,6,14,20,0,1,185,333,80,499,280,192,485,197,76,7,45,177,54,1,33,8,6,0
455,29,112,9,2,9,20,2,7,185,337,322,205,308,340,55,197,177,809,45,310,3,11,94,1400,1399,0
453,24,169,72,6,4,4,2,7,185,475,450,35,342,480,84,197,102,556,39,123,28,19,55,855,825,0
510,42,122,67,2,0,20,2,5,185,42,41,68,164,69,296,137,40,71,5,254,54,1,42,100,98,0
511,42,122,67,2,0,20,2,5,185,45,44,5,164,71,296,137,40,78,5,254,54,1,42,121,119,0
512,42,122,67,2,0,20,2,5,185,41,48,237,164,71,296,137,40,97,5,254,54,0,125,185,155,0
513,42,122,67,2,0,20,2,5,185,44,45,51,164,71,296,137,40,109,5,254,54,1,42,199,169,0
514,42,122,67,2,0,20,2,5,185,44,44,27,164,71,296,137,40,111,5,254,54,1,42,202,172,0
515,42,121,67,2,0,20,2,5,185,45,43,535,164,71,296,137,40,109,5,254,54,1,42,200,170,0
516,42,122,67,2,0,20,2,5,185,552,42,481,164,71,296,137,40,119,5,254,54,0,125,213,183,0
517,42,122,67,2,0,20,2,5,185,59,53,534,164,71,296,137,40,116,5,254,54,0,125,209,179,0
509,42,122,67,2,0,20,2,5,185,43,46,83,164,71,296,137,40,100,5,254,54,0,125,189,159,0
518,42,122,67,2,0,20,2,5,185,43,45,68,164,71,296,137,40,119,5,254,54,0,125,212,182,0
519,42,122,67,2,0,20,2,5,185,46,45,535,164,71,296,137,40,97,5,254,54,0,125,186,156,0
520,42,122,67,2,0,20,2,5,185,45,43,535,164,71,296,137,40,116,5,254,54,0,125,208,178,0
521,42,122,67,2,0,20,2,5,185,45,44,5,164,71,296,137,40,116,5,254,54,0,125,207,177,0
522,42,123,67,2,0,20,2,5,185,45,43,535,164,71,296,137,40,127,5,254,54,1,42,227,197,0
523,42,121,67,2,0,20,2,5,185,43,45,68,164,71,296,137,40,334,5,255,57,0,128,503,473,0
524,42,121,67,2,0,20,2,5,185,44,44,27,164,71,296,137,40,349,5,255,57,0,127,527,497,0
525,42,121,67,2,0,20,2,5,185,45,43,535,164,71,296,137,40,349,5,255,57,0,127,525,495,0
526,42,121,67,2,0,20,2,5,185,43,43,27,164,69,296,137,40,349,5,255,57,0,127,528,498,0
527,42,121,67,2,0,20,2,5,185,43,45,68,164,71,296,137,40,334,5,255,57,0,128,504,474,0
528,42,121,67,2,0,20,2,5,185,44,44,27,164,71,296,137,40,349,5,255,57,0,127,526,496,0
529,42,121,67,2,0,20,2,5,185,44,44,27,164,71,296,137,40,334,5,255,57,0,127,506,476,0
530,42,121,67,2,0,20,2,5,185,44,45,51,164,71,296,137,40,334,5,255,57,0,127,505,475,0
531,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,477,16,282,26,0,127,727,697,0
532,16,121,67,2,0,20,2,5,185,45,44,5,164,71,450,197,51,477,16,282,26,0,127,723,693,0
533,16,121,67,2,0,20,2,5,185,45,44,5,164,71,450,197,51,477,16,282,26,0,127,726,696,0
534,16,121,67,2,0,20,2,5,185,44,44,27,164,71,450,197,51,477,16,282,26,0,127,724,694,0
535,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,477,16,282,26,0,127,725,695,0
536,16,121,67,2,0,20,2,5,185,44,44,27,163,70,450,197,51,597,16,282,26,0,132,936,906,0
537,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,477,16,282,26,0,127,722,692,0
538,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,540,16,282,26,0,121,831,801,0
539,16,121,67,2,0,20,2,5,185,44,44,27,164,71,450,197,51,505,16,282,26,0,120,770,740,0
540,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,540,16,282,26,0,121,832,802,0
541,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,505,16,282,26,0,120,766,736,0
542,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,540,16,282,26,0,121,830,800,0
543,16,121,67,2,0,20,2,5,185,45,44,5,164,71,450,197,51,505,16,282,26,0,120,769,739,0
544,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,540,16,282,26,0,121,835,805,0
545,16,121,67,2,0,20,2,5,185,44,44,27,164,71,450,197,51,505,16,282,26,0,120,767,737,0
546,16,121,67,2,0,20,2,5,185,45,44,5,163,94,450,197,51,505,16,282,26,0,120,771,741,0
547,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,540,16,282,26,0,121,834,804,0
548,16,121,67,2,0,20,2,5,185,45,44,5,164,71,450,197,51,505,16,282,26,0,120,768,738,0
549,16,121,67,2,0,20,2,5,185,45,43,535,164,71,450,197,51,540,16,282,26,0,121,833,803,0
550,16,121,67,2,0,20,2,5,185,44,44,27,162,67,450,197,51,597,16,282,26,0,132,933,903,0
551,16,121,67,2,0,20,2,5,185,45,43,535,163,33,450,197,51,597,16,282,26,0,132,934,904,0
552,16,121,67,2,0,20,2,5,185,45,43,535,162,70,450,197,51,597,16,282,26,0,132,937,907,0
553,16,121,67,2,0,20,2,5,185,45,43,535,165,34,450,197,51,597,16,282,26,0,132,935,905,0
554,16,121,67,2,0,20,2,5,185,38,40,268,165,68,450,197,51,597,16,282,26,0,132,932,902,0
244,35,196,49,13,11,20,4,5,185,88,81,140,224,222,479,197,51,493,5,103,37,10,115,748,718,0
267,35,196,49,13,11,20,4,5,185,85,90,280,230,227,479,197,51,703,5,103,37,10,122,1178,1149,0
215,35,196,49,13,11,20,4,5,185,89,74,9,227,215,54,197,46,289,41,103,37,0,105,433,403,0
216,35,196,49,13,11,20,4,5,185,94,76,0,227,221,54,197,46,324,41,103,37,0,105,482,452,0
