fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,label
-1.2539356,0.16337308,-1.4199673,0.28905904,1.2838894,-0.56474286,0.37557486,-1.4502691,1.5820444,-0.288497,0
0.47643876,-0.99781156,0.67190063,-1.0731307,-0.053023957,0.056107916,-0.3281426,0.67247134,0.32486525,1.8331364,0
-0.34869838,0.63185644,-1.0457021,0.067190014,-0.838219,0.94461304,-0.659813,-0.32270208,1.8442278,1.4412862,0
-0.120661415,-0.691994,0.38485047,0.9913958,0.16388121,-0.6966105,-1.3330112,2.2077608,0.32224953,-0.29254967,0
1.0569565,-1.5368186,-0.12296995,1.9172801,1.3300755,-0.086585134,0.68526304,0.6773578,0.56611764,-0.44428498,0
1.1019509,1.4927995,-0.3341442,0.20030208,1.4024775,0.42266583,-0.405327,0.8012832,0.7924135,0.2343045,0
0.706071,0.032260917,0.74831635,-0.54899776,0.26076382,-0.97194564,0.88093907,-1.7077157,1.9908258,-1.1136477,0
-0.51961565,-0.473105,-0.07567625,-0.11263657,1.19502,0.051004566,-0.5454864,0.08543609,-1.7644583,-0.5633225,0
0.24858579,0.749612,-1.703842,-1.0895212,1.0958755,-1.1701328,-0.9739694,0.32094455,-0.8440891,-0.90749484,0
1.7961121,-1.1138693,-0.33487603,0.70111537,0.008466277,0.5130875,0.74432766,0.51052934,-0.11522734,0.055000097,0
-1.0469,-0.73776656,0.7066398,-0.92063063,1.3425156,-0.058954,1.1610591,1.5103587,-0.102053925,-1.5468422,0
1.2416785,0.74578184,-1.203111,-0.0628575,-0.74162155,0.89992225,-0.7253069,-1.9719325,1.744582,-0.68894154,0
-0.6837571,1.0743217,-0.2079171,0.025238099,1.1059692,-0.39077514,-0.9908276,0.014129525,-1.161848,0.6594493,0
0.015838997,-0.44408354,-0.15663677,0.5659093,0.15397245,-0.17700666,0.6614386,-0.5153937,-1.318776,-0.33781138,0
-0.9784521,-1.1869143,0.55008465,-0.7436288,-1.0479906,-0.017023623,-1.8126945,-0.4699723,-0.36595437,-0.94545674,0
0.32772258,-1.007879,0.5820857,-0.6032347,0.030850584,-1.8008717,0.5870336,0.69431716,1.2016072,0.0919969,0
-0.315182,-0.27357608,0.19913095,-0.44265878,0.59182245,0.17410709,-0.3390211,1.4317113,0.94447154,0.4693796,0
0.96458066,0.037830096,1.1094422,-1.5550257,0.8758278,-0.39186233,-0.93269455,0.4533093,-0.34179455,-0.38923585,0
1.1394596,1.0785965,-0.6304439,0.5450693,0.041558273,0.21330674,1.0501031,1.0277722,-0.48136583,-0.83652556,0
-1.7197033,-0.0025091134,0.17605579,0.6149697,0.6963685,-0.6728813,0.07309624,-0.31588897,0.20220554,0.74714905,0
-0.22321966,0.15904266,-0.21593612,1.2531666,0.08172725,0.41003203,-0.3894671,-0.9349311,0.2959772,-1.5385364,0
-1.859009,0.3972094,0.8060853,-0.60764784,0.50908995,-0.4488377,-0.4490388,-0.70300686,-0.7642497,0.4345594,0
1.616227,0.11860796,-1.8039465,0.8247839,1.0776347,1.3202456,0.3551953,0.8372081,0.59111863,0.52208436,0
0.37231782,0.89462876,0.028345305,-0.25212407,1.0325946,0.49638748,-0.55695605,0.30522957,-0.49184406,2.2931538,0
0.035035055,-0.26226994,-0.054790944,-0.13700496,-1.2619536,0.35852838,0.5218242,0.58303946,-0.7259348,1.1268587,0
0.062566645,-0.4264957,0.40088373,-1.0346951,-0.3057872,-1.9890864,0.21494877,-0.7258667,-1.4403167,-0.0040640924,0
-0.36370954,0.25676712,0.8571436,2.1122632,1.0732924,-0.8948435,-0.72191626,0.6881405,0.014314864,0.4503722,0
-0.1907981,0.10359708,-0.6303759,0.27950528,-0.30972946,0.45621532,-1.9390845,1.0060744,0.96710956,-0.8956686,0
-0.4937394,0.7966013,-0.7245237,-1.1234974,-0.7326206,0.60744447,-0.78046083,0.15990818,0.855026,0.8189188,0
1.0369604,0.99325275,1.0765171,0.3531996,0.60832614,-0.23181023,0.26840585,1.6702577,0.17801517,-0.45953783,0
-0.18767248,0.15512952,0.2892217,-1.3906811,-0.5052225,0.18540217,-0.4209631,0.44333947,0.6523617,1.50533,0
-0.91786754,-1.4063737,1.3262602,0.7255858,-0.17324908,0.82152164,-1.3914891,1.6701627,0.73881155,1.34288,0
-0.16935648,-0.3994579,0.09030229,-0.94803596,-2.2728193,-0.32521552,0.76008517,-2.2768984,0.2918436,-1.287777,0
-1.1239113,-0.32153475,-1.7664701,0.4749842,0.6286078,1.3487909,0.91055286,0.024432724,0.6022491,-0.28068414,0
0.4603301,0.6289615,1.3851987,0.3905265,1.1319004,0.54667544,0.49001992,-0.7896066,2.0134828,0.20357867,0
1.5231447,0.66465056,0.74410796,0.037793234,1.0196902,-1.4099613,-1.2505227,0.15362084,-0.40723026,2.3988628,0
-1.7971262,-0.5236103,-0.29318315,-0.8599677,0.7455689,-0.7834184,-0.7077069,-0.14241947,0.14713848,-0.33809724,0
-0.82006735,-0.9059834,0.71103495,0.9947514,-0.51706696,-0.6954342,0.5166971,-0.8728724,-0.38578445,-1.0886867,0
0.29431534,0.42613262,1.3461461,1.8328897,-0.29910326,0.51373667,-1.0893348,-1.6036289,-0.5095362,-0.053633973,0
1.1730782,0.32284307,0.3955159,-0.08538642,-0.3930878,-0.86603814,-1.143825,0.69927704,-0.10042575,0.31560668,0
1.7058961,0.25554824,0.81030107,-0.2354893,0.13831744,0.5367266,2.0380735,-1.376455,1.292069,0.6442786,0
-1.4851525,0.3478503,0.52245545,0.03131212,1.303326,-0.35744476,1.635042,0.32066905,-0.068523854,-0.467779,0
0.15138727,-0.044300303,-1.0133791,1.393202,-0.4779775,-0.19448403,-0.11654956,-0.9620564,1.0146444,-0.38167098,0
-1.9769441,0.13356593,-1.7430158,0.41793162,0.65777016,-0.095705286,0.42521766,-0.18352968,-1.6553521,0.05931993,0
-0.6200964,0.033789895,-1.2530185,-0.92208034,1.5093485,0.8728007,-0.31456527,-1.4613731,-1.5475653,0.64298326,0
0.7609029,-0.15466857,-0.59173965,-1.4883635,0.48101145,0.06443666,-1.5175501,0.5327309,-0.3683488,1.3328085,0
-0.80167806,0.39061102,1.2831511,0.0054357164,0.8696294,-0.91296893,0.5852786,-0.5164384,-0.43901318,0.97215843,0
0.034114193,-2.056385,-0.6972793,0.9232822,-1.4112223,0.15098067,-0.8003453,0.60712993,0.7863171,1.0887128,0
-0.92089736,1.4553616,-0.19502413,-0.26440594,0.8060172,0.22212228,-1.7657562,-0.48771927,-1.3154347,-0.60448354,0
-0.20785117,-0.8963792,1.0618098,-1.4821434,-0.31417954,-1.8312263,0.19001013,-0.8513526,0.5277592,-0.09231968,0
1.0183895,-1.1201999,0.31938648,-1.2450762,-0.25996244,0.58597064,2.09736,0.25249547,-1.9580705,0.04301563,0
-0.59501326,-1.1143621,-0.4358084,-0.8066629,-1.4352874,-0.84713787,0.26606485,-1.6382854,0.28932184,-0.019649252,0
-1.5391549,0.73416525,0.5662255,-0.8113702,-0.070663735,0.3146671,0.79520565,0.10765167,0.4982196,-0.18933226,0
-0.1822868,-0.34704745,-1.0546114,0.16157262,1.3841848,0.32356858,0.655671,0.46299222,-2.1795943,1.3250053,0
-0.27935174,-1.2670727,1.0225546,-0.119937696,0.3179422,0.04643799,1.4185097,1.2725291,-0.4107046,0.7153724,0
1.9791347,0.8501655,-0.07921051,-1.6104394,-0.17644203,1.8203845,-1.6567276,2.2327511,-0.68762034,-0.43946448,0
-0.84134203,1.7044746,-0.54757255,-0.059170604,-0.6414376,-0.6552166,0.31884983,-0.6441145,0.67901796,-0.36408567,0
-0.041121222,1.3165067,-1.153285,-1.1016736,1.3415592,-0.5910488,1.4368597,-0.81110954,-0.5752482,1.0770862,0
0.3500596,-1.3574805,-0.4052477,1.5028883,-0.19522084,-0.89740264,-0.36637154,0.89953154,-0.4574496,1.7121474,0
0.92539525,-0.14471367,-0.4437182,-1.1339415,-1.4258901,-0.83801854,0.59986234,-0.80259013,-1.0155923,0.13768825,0
0.17555925,-0.7044696,-0.94560367,0.24503884,0.40841556,0.6191054,-0.442491,-1.4624361,0.18139124,0.82131475,0
-1.281066,1.386031,0.03803421,-0.20119357,0.84484565,-0.30515724,1.3603072,-0.16548622,-1.0212331,0.39273256,0
-1.6634451,-0.2211642,-0.8874938,1.9188452,-0.3599283,-0.32792085,0.026883269,-0.037950147,-0.9940527,0.663448,0
-0.78858614,1.1634231,0.001291126,-1.0205184,1.1616569,-0.22022225,-0.18686113,-0.102403305,-0.4664958,-1.3731867,0
-0.48675588,0.23123583,0.032091603,-1.8957205,-0.3118189,0.27674592,0.18410304,1.3046514,0.5045316,0.3849957,0
1.2861812,-0.080854625,0.15228578,0.28698483,-1.3498626,-0.90143305,-1.3791714,-0.5898775,-1.1030719,0.95967615,0
0.32570505,0.013738159,0.45702428,0.8095318,-0.52817655,-1.6378165,0.3874191,-2.5474195,-0.07459912,1.2404063,0
-0.22618203,-0.39538798,0.829937,0.018168788,1.5880156,0.8153151,-0.33908302,-1.8408659,-1.1558232,0.9251649,0
-0.123060994,-0.4209521,-1.4283557,0.8388505,-2.097865,0.0341212,0.30781302,0.057001002,-0.02377497,-0.31578624,0
-0.2574135,-0.84997904,1.3198589,-1.0148113,-1.3114425,-0.5007637,-0.0666814,0.7755535,0.24487495,0.019702008,0
1.6173286,-0.952627,0.5677663,1.4860528,-0.17067105,1.2154895,-2.1498313,-1.1930456,-0.4894949,1.1764145,0
-0.85709184,-0.40616396,1.1709948,-0.8650397,0.6235215,0.4796154,-0.06306197,0.8408651,0.7044272,-0.5453452,0
1.2045398,0.46739435,-0.100000404,-1.0027521,0.81522083,-0.53690183,0.16886541,1.1801388,0.97546625,1.2036743,0
-0.28130332,-0.81473327,0.26711836,0.3426004,1.1723495,-0.31860632,1.7445389,0.6785654,-0.30027255,0.927338,0
0.72854793,-0.4193649,-1.223124,0.33860055,-0.022366509,1.4157438,0.4481998,-1.30952,0.6968129,0.9720372,0
-2.268545,0.063610114,-0.23744592,0.19134957,1.4949712,-0.23584168,0.054781534,0.8630345,1.1183833,0.33559263,0
-1.008205,-0.31697607,-0.6656784,-0.3276482,0.57976514,-0.15031762,0.55125886,0.09644165,1.7818956,-0.66622293,0
-0.7486343,-0.16618085,-0.8289623,-0.07065746,0.1920906,-0.04970043,-0.045704715,2.6185467,-0.13646135,0.28106764,0
0.2983223,-0.03709027,1.2246385,-0.029063134,-0.37553197,0.207686,-0.03342472,-0.42840362,-1.0457075,0.6967603,0
1.9513491,0.9518162,0.32458028,0.822749,1.0874097,-2.0649796,-0.65163827,-1.8280153,-0.06758555,1.835763,0
0.8435293,1.1075741,-1.1062205,-0.38394243,-0.49922293,-0.38733488,-0.8252684,-0.28369936,-0.50488067,1.6472023,0
0.8230153,-1.8139256,0.20972842,1.6697199,0.21460867,0.3435397,-0.80594313,-0.8201,0.6435968,-0.43579423,0
-1.5391389,-0.62365705,0.14882642,0.8510811,1.3741612,-0.41992086,-0.49627888,-0.35395053,0.97767556,0.039502703,0
0.2946006,1.2002282,-0.28949502,0.24773186,0.26653892,-1.3588547,1.0788469,0.04308226,0.3928689,0.99967515,0
1.3779825,-1.4407667,-0.601339,0.10441337,0.26540098,-0.039516322,0.592706,0.15487891,-1.3937835,-1.6032195,0
0.21353967,-0.37402764,1.2517532,0.3852081,0.7437567,0.7515131,1.1167861,0.035774738,0.014226932,0.25413656,0
0.9782668,0.30215344,-0.06055329,-0.9387778,0.435219,-0.6245509,2.075529,-1.306264,-0.21475789,1.9708792,0
1.3851506,0.8911618,-0.55882466,0.86851597,0.10722216,-0.84810287,0.76121014,-1.6464796,-0.41771036,-1.4928442,0
-0.48364654,-0.23228383,0.22225785,1.4284319,0.09537789,-1.1324408,0.86282253,-0.50094676,0.23052776,-1.1749147,0
0.25450578,0.38467753,-1.0780917,1.9931306,0.50043535,-0.8112965,1.6299694,-0.060753144,-0.3111771,-0.20819208,0
0.60074556,-0.6345324,1.0078062,-1.2732142,0.62680215,0.060325846,0.31209797,-1.1410077,-1.7426,-1.2151717,0
-0.0058437623,-0.7469839,-0.61604345,0.7588931,-1.7273343,-0.9459041,1.1627283,0.9195896,0.9346351,0.57380486,0
-0.9034401,0.20633319,0.501187,0.8599572,0.40293807,0.038503654,0.79280263,0.43243077,-1.1709503,0.5180316,0
-1.4281572,-0.39196593,0.630257,0.3805993,-1.0877255,-1.0677304,-0.4749838,-1.0666939,-0.045070846,-1.0429318,0
1.1678993,-1.1352637,0.05861296,-0.31698582,-0.32174796,2.2538126,0.5374505,-1.0360144,-0.28392115,-0.24609326,0
-1.1911469,-1.0500915,0.231229,1.2529314,-1.0328983,0.711128,-0.60941786,-1.0985684,-0.53761846,1.1611404,0
0.19193345,-1.5987281,0.4093098,1.1835885,0.12016858,-0.45871574,0.7790111,0.24817306,0.20944753,-0.09048178,0
0.43624514,-1.403874,0.8561259,-0.079708055,-0.9140033,-0.09158854,-0.7541182,0.7084813,-0.14317833,0.8467262,0
-0.25602126,0.4243203,0.4545436,0.39092878,1.5960987,-1.1179389,-0.22037974,0.31700101,0.39479455,1.5041503,0
2.0298767,-0.11387563,1.1367952,-0.6268197,-0.6833513,0.42206937,0.4545757,-0.012581241,-1.5728519,0.58415407,0
-0.05688925,0.102308325,1.6261219,0.10885829,-0.14601292,-0.12841262,0.35830972,0.913312,1.9451516,-1.8410823,0
0.3996461,-0.40186688,1.1223347,-1.2268759,0.28764543,-0.7024383,-1.7585719,-0.9278076,0.7696423,1.7588749,0
-0.43020397,0.6059602,-1.5753487,-0.0426282,-1.3628238,-0.30170363,0.53553355,-0.5475725,-0.72365946,1.0905522,0
-1.8933437,0.12836409,0.6020108,0.42379445,0.090666115,-0.5595997,0.33960518,1.9148116,-1.0165186,0.3196114,0
-1.3204591,-0.24840203,-0.7243576,-1.2879612,1.049611,0.7965002,-0.23611599,-0.5930218,2.4616852,0.56958055,0
-0.99596965,1.0565778,-0.09928342,-1.5778176,0.105533406,-0.040427387,-1.4180719,-0.007850574,1.0391221,0.14926893,0
-1.843332,0.0035547465,0.7833279,0.529142,-1.192424,0.14425558,-0.5781724,0.68874586,0.26594704,0.9412504,0
0.18019068,0.5427492,1.5187571,1.1737512,0.6722652,-0.7258372,-0.2773359,-0.77554876,-0.21963662,0.8484711,0
1.0271629,0.32062194,-1.1316937,0.49590904,-1.2981123,-0.10139166,-0.02876892,1.4917021,0.9780371,0.16531718,0
0.28071332,0.16658461,0.67111814,0.859579,-0.99594235,-0.8966816,-1.4916573,0.68719816,1.151183,0.77425873,0
1.0189459,-0.9429923,0.09468168,0.16906084,0.33375293,-0.77978224,-0.86343503,0.67995065,0.84313905,-2.4220989,0
0.3206577,-0.7845003,-0.28735664,0.80825657,-0.16361223,1.423131,-0.6150862,0.11899916,-0.11125922,0.07216937,0
0.04224792,-0.16358897,-0.33775085,0.8760883,-0.07705347,-0.1609604,-1.4236363,-1.4112914,1.6155837,-1.0463723,0
0.118637025,-1.3356539,-1.6265494,-0.12311337,0.5977753,-0.70987797,0.03439091,0.43592408,0.6100278,1.7608922,0
2.1041143,-1.5141326,-0.18469918,-0.0013057292,-0.52613664,-0.31732976,-0.47396034,-0.6292903,-0.6882483,-1.5567747,0
-0.4273716,-0.11709546,-2.0891726,-1.4270332,-0.43362588,0.077408105,-0.13797712,-0.61914253,0.5063516,-0.30046406,0
-0.082760066,1.1417845,0.4750621,1.2466466,1.2482265,0.60012484,0.89596885,0.016698541,-1.0866024,0.017905122,0
-0.18102825,-0.8246559,0.88211167,-2.1166847,-0.35507005,-0.7821356,-0.3963215,-0.19850953,0.23045164,0.12458414,0
-1.040965,-0.08040482,-0.10504828,0.23008142,1.7459342,-0.7081307,0.022544118,-0.18885687,1.1245896,1.6600279,0
0.47639775,1.5369684,-1.1461941,0.76169246,-0.8353943,-0.9971498,0.023537159,-0.11756789,-0.31819004,-0.5012786,0
-0.7455983,1.5552566,-0.53826964,-1.0834534,0.53367734,0.23497626,0.21367174,-1.1674545,1.0404427,-1.1157243,0
-1.7389323,1.6587133,0.27910966,-0.3150598,1.3979551,-1.9722128,-0.54002196,-0.7617989,0.122133076,0.5973269,0
0.24330299,-0.55646574,-0.089602254,0.7517877,0.17448194,-0.36808234,-0.17707896,0.7394757,0.020740654,-1.7952564,0
2.7527847,2.0428703,0.94020164,-0.17890507,1.1000881,-2.7954752,1.6279451,0.7349594,0.38924786,-0.54741025,0
0.28167534,-0.003989974,-1.3257066,1.1643802,-0.13894765,-1.5316569,0.84500825,0.9482831,0.3857405,2.07423,0
0.22339474,1.9636213,-0.0011263117,0.6704455,-0.14714994,1.7876371,0.14504921,-0.07423531,-0.18208064,0.34150153,0
0.46500683,0.40136442,0.17333966,-0.430548,0.71328616,-2.4787729,-1.259562,-1.8477291,0.14376396,1.6411208,0
-1.1671423,0.3399831,0.5069713,0.854954,-0.59288245,-0.0874127,1.1866753,0.4436672,-0.14778914,0.7663402,0
0.10065638,-1.0130637,2.0095963,0.76051754,0.60661453,-0.31036162,1.3262956,0.7338961,-0.169275,0.41966525,0
0.8533969,-0.6952195,-0.77266663,0.09708327,-1.7397665,-0.34284586,0.67440856,-1.2230363,0.69462955,-0.8212127,0
0.26171103,-0.30311826,-0.43538055,-0.0592568,-1.3188806,-1.2306688,-0.091394536,-2.097591,-0.9055885,-0.5212699,0
0.53048044,-1.5727457,-0.92530704,1.6095932,1.1374329,-0.3308761,0.4119313,1.4006397,0.6203344,-0.21868366,0
-0.56634265,2.331861,0.938917,-0.45760754,-1.5548086,-0.78048223,0.90243375,2.3148634,-0.63170254,-1.3979964,0
0.6090674,0.47222248,-2.1104267,-0.7402384,-1.0413308,1.1044097,-0.39549705,0.9713821,0.18757549,-0.5600685,0
1.175246,0.3997885,-0.90452576,-0.49598178,0.26382977,-0.22020565,-0.6056669,0.3295476,-0.71563506,-0.5287695,0
1.5867665,-0.18209115,-0.5890396,-0.38216716,-0.5039423,0.11352698,-1.0280676,0.4425335,-0.6341881,-1.8710014,0
1.2856935,0.82119256,-1.5119729,-0.043131337,-1.0644373,1.0670315,-0.20226648,0.96867204,0.29840818,0.9291925,0
-0.06313159,-1.7480339,-0.14370129,-0.092373885,0.5584795,-1.2522912,-1.085776,-1.3924417,-0.12212393,-0.06080831,0
-0.5858839,0.43362287,-1.7122278,-0.47808358,1.2189444,0.10405679,1.0610349,0.19683371,0.15189445,-2.0754492,0
-1.5317085,-0.13268855,1.3116926,-1.092646,1.3671561,-0.12912054,-0.01756711,0.07160021,-0.756582,-0.18969628,0
-0.22537935,1.1788442,0.46619064,0.7902807,-0.68109715,0.8471324,0.64658564,-0.23596555,-1.2069281,0.30320692,0
-0.0078041703,-0.4434573,-0.8432,-1.3348218,1.7818053,-0.4469831,-0.44089085,-0.77557766,-0.7569331,-0.76027226,0
1.866026,0.2521116,0.79804647,-0.18171588,0.10933226,1.2682265,2.0283818,0.08695103,1.8202915,-1.3423759,0
0.41659835,0.14687788,0.06471661,1.4185977,1.2860574,0.58020836,-1.1444111,-1.124548,-1.1135743,0.78201425,0
0.09891113,-0.47100434,1.3169862,-0.3851794,0.1486215,0.7943765,0.6949116,0.73988515,0.0506748,0.9953108,0
0.90538013,-0.03668704,0.28641373,-1.8855567,-0.5630574,-0.57735753,-0.61762804,0.51452065,-0.10852119,-1.2327702,0
0.904588,-1.206625,0.36066657,0.7523929,0.1224473,-0.25057292,-0.3138334,-0.3260905,-0.40124443,0.09075774,0
-0.5066373,-0.1482983,-0.04949929,-1.1629372,-0.9706882,0.41953808,0.17085028,0.82156754,-2.0161273,1.2875266,0
1.6953466,0.17480302,-0.015846066,-0.016792292,0.115913615,-0.31874323,-0.11405996,1.2448541,0.514963,-1.2311109,0
0.8759562,1.1943204,-1.6726774,0.38722092,-0.1601339,0.96464455,0.10488066,0.023436556,-0.3690703,-0.8742845,0
-0.9308296,1.6529031,-0.3996545,0.4399922,-0.21219562,0.25937325,0.8016642,0.069113515,1.5485803,0.96420777,0
-0.3227764,1.781954,1.8411875,-0.9393947,-0.12752296,1.3497751,0.278159,-1.1918602,-0.03749763,0.19944656,0
0.04355111,0.08704523,-1.1437649,0.024086535,-0.9993614,-1.1379918,-0.62728024,-0.054847047,-0.53506833,-1.5914319,0
0.2217485,-1.5238284,-0.15091646,0.54868996,0.87608314,-0.9549813,0.6897763,-0.060094304,0.2046879,-0.9688858,0
-0.57757014,-0.5090722,-0.8010741,1.5315422,0.917616,0.45176607,1.2434622,-0.1003473,-0.5259912,-1.3989475,0
0.47919756,0.18802461,1.2460508,1.1106915,1.1135141,-1.0392853,-1.0528932,-1.6113168,0.54966635,1.2886386,0
-0.4099518,0.44922772,-0.06523754,-0.7728267,0.9117864,0.6454912,0.12239938,-0.41237003,0.9306244,-0.6543879,0
-1.0389417,-0.086466014,-0.7271486,1.4839813,1.8454571,-1.5525367,0.42738137,0.40178484,0.24419728,-0.8479683,0
0.72309613,-0.2087957,-1.1957058,-0.7362899,-1.216061,-3.3063912,-0.16707116,-0.7080747,0.23507708,-1.3653415,0
1.382879,-0.12041796,0.29840845,-1.0405779,-0.20829667,0.5315812,-1.0687916,-1.0395423,0.20655286,-0.09760091,0
0.5288291,-1.1269319,1.0656916,-0.25844654,0.49377954,-1.5165671,0.8789253,0.8720493,0.50997216,-0.070957154,0
1.9320607,-0.07080105,-0.3588009,-1.252964,0.041501846,-1.3577114,-2.6810987,1.2245837,-0.4815055,-0.18737304,0
-1.020355,0.5245531,-0.30223447,0.07077037,-1.2176656,-1.4880489,-1.0923505,-0.012517451,0.07527414,1.6334556,0
0.011498221,0.9479081,-1.1667236,0.64440614,-0.69368035,-1.3235222,0.24358013,-1.4275458,-1.6564165,0.3525565,0
1.4927523,1.9788976,0.11241265,-1.3626848,-1.4788654,0.9657595,-1.245662,-0.6117138,-0.17084505,-1.4313998,0
-1.0420074,0.64535624,-0.62578684,-0.6831894,-0.866109,-0.24749465,-0.77032804,-0.17668311,0.26090005,-0.3908514,0
0.16655736,1.0535233,-0.52188104,0.43324107,-0.00829193,0.39949453,-0.98352665,0.19108365,1.9365919,-1.1253266,0
0.81253195,0.29420805,-0.30172408,-0.45989177,0.09889647,-0.012558736,0.6918326,0.7207468,-1.5174876,-0.86209506,0
-1.5714679,-0.34711438,1.1632962,0.7993287,1.4470803,-1.1218778,0.17129958,0.50052685,0.8580406,-0.64994264,0
-0.045765884,0.44268274,-0.67635405,1.4592814,-0.09841001,0.9483001,-0.21072242,-0.5245021,-1.0317233,-1.9555184,0
-0.44762895,1.5698149,-0.9945991,1.108688,-0.7782563,1.359134,0.8716225,-0.7161295,1.2202128,-0.95804167,0
0.73683536,0.70097977,1.6515795,-0.19744247,0.50822544,-2.5412514,0.2659175,-0.030248936,-0.013818631,0.9688484,0
-0.081946224,0.7220809,1.6615167,0.10640246,0.3870629,0.03248984,0.80051464,2.0641425,0.048624296,0.032153077,0
0.35729912,1.2983758,0.754665,1.0603431,1.7447548,-0.19289827,-0.034310244,0.03327722,-0.23930022,0.8103926,0
0.20310472,0.35972744,-0.92492396,-1.2474383,-0.4681139,1.6508325,0.32783303,0.56874245,-0.8332909,-0.17987166,0
1.1857401,1.0070952,0.57447046,-0.3488952,1.511317,1.5329092,0.96267784,0.3872141,-0.660751,0.72261477,0
-0.33232418,-0.34644517,-0.378883,0.38436648,0.9497777,-0.559067,-1.0780332,-0.29092592,-2.0464709,0.18119368,0
0.88253736,-0.2670242,-0.35095194,0.028340686,-1.0354625,-1.4374098,0.9642352,-0.31298512,0.9385117,1.9241384,0
1.5368894,-0.117694676,1.2072301,-1.5983778,-1.4658685,-0.13575369,-1.53787,0.58620256,-1.7455528,-0.8611786,0
0.3496269,0.49077645,1.3045583,-0.80660015,-1.1367894,0.551428,0.5911666,1.6916316,2.7414694,0.06956652,0
1.1972418,-1.2473661,0.6370939,-0.9798341,0.52624726,0.5886215,1.0958879,-0.01483814,0.82441777,-0.6113504,0
1.3099765,-0.4055542,-1.0001124,0.9402413,0.54287636,0.23683634,-0.16374683,0.00021833926,-0.949558,-0.5122695,0
1.747021,-0.7166568,0.45281893,-1.0924768,-1.2648613,-1.0558497,-0.99114615,0.6251065,0.08138071,3.0990694,0
-0.2543838,0.7966502,-1.7639539,-0.5464002,-1.0749716,1.2259068,-1.6350106,-0.72797894,-0.056341987,-1.5728414,0
-0.31034675,-0.22749761,-0.3481428,0.7185665,1.1685197,-0.5658008,-0.49062288,-0.56356704,-0.33086818,0.40790218,0
0.86565405,-0.99464583,-0.3008835,-0.8358985,0.6203577,2.0776691,-0.48329782,0.12348878,0.6216127,-1.2046036,0
-0.6582353,-0.04304201,0.40686116,-0.82995343,0.23753373,-0.45120078,-0.788802,0.27157822,-1.4976066,1.4895382,0
0.8572768,-0.3909699,-1.3749838,-0.44678667,1.1537571,-0.15328228,-0.028448153,0.7767225,-1.4160948,-1.2312543,0
-1.7345836,0.6032901,-0.21809393,-0.36615607,-1.2431983,-1.6375593,0.14310369,-1.1026741,0.06418958,0.9565628,0
-1.0920657,1.4026518,-0.6548284,0.8264662,-0.23819478,0.90622514,-0.20552257,0.8024338,-1.2528154,-0.9929224,0
-0.23153056,0.47772357,0.17723796,-0.29080334,-1.6382974,0.43568754,0.08805001,1.211546,0.35724825,0.15055029,0
0.6102162,-0.83414674,0.24920574,1.01142,-1.7855576,-0.9315498,0.15102743,1.2298459,-0.82483745,-0.31092802,0
-0.793323,0.49649277,-0.38715395,1.9158596,-0.48444772,1.8859308,-1.0152153,0.60724425,0.09796488,0.039054506,0
-0.4030267,-0.47449544,-0.46127746,0.3878978,0.55372524,-1.9361237,-0.17047566,-0.8706083,-1.7943796,-1.4211407,0
0.5847657,-1.314797,-1.8999665,0.21882032,-0.6218964,0.10411529,-1.0362707,-0.753605,-0.9900699,-1.557747,0
0.6529471,-0.66276896,-1.7941452,-0.2555367,0.52899534,-0.19338739,1.5711942,-0.1313117,-0.8779851,-0.41711912,0
1.8062241,-0.574425,-0.028946072,-0.690328,-0.2706973,-0.41881967,0.46775624,0.17901883,0.47566038,-0.09804804,0
0.37514833,0.72352004,-0.54417205,-0.46525276,1.3413492,1.3461993,-0.06754852,-0.75437474,0.7409026,0.30379558,0
0.76410365,-0.18337786,-0.33394918,0.100332245,-0.19596668,1.2149141,0.45509472,0.788931,0.8963389,-0.5211878,0
-0.8092566,0.45246986,-0.8872889,0.2643714,0.45071208,0.5005702,-0.32691282,0.11793011,0.90397465,-1.1569943,0
-0.0878115,1.916418,-0.16635537,0.2146936,0.054337624,-0.5163275,-0.55981725,-0.5145339,-1.0035326,0.5559624,0
0.077824056,0.12720823,3.1443145,-0.95433635,-0.4205504,0.5295873,-0.3659013,-0.07188839,0.91393983,-0.8630447,0
-0.0141513515,-1.8258352,0.6806284,-0.242873,-1.5455768,0.42914158,0.8847553,1.0977392,-0.93175095,1.4549582,0
0.77554464,-0.6866549,0.3474753,-2.2045686,0.86382496,-0.501419,-1.079276,-0.9421201,-0.4199739,0.9474287,0
-0.030214278,-0.42191714,0.28710222,0.6999227,-0.11583154,0.41570395,-0.0686762,-0.045615323,-1.0115318,-1.6846565,0
0.44354534,-1.426951,-0.8539982,-1.6486233,-0.70916605,0.34012127,0.427011,0.74698764,-0.16543862,-0.45966798,0
-0.56615067,0.71517473,0.01376605,1.9267048,-0.36580116,-0.04926815,-1.6502122,-0.84312963,0.09861606,-0.6338152,0
0.33927783,0.7989645,-0.09481678,-1.6538349,-0.8598013,0.48482674,0.5018439,0.8526972,0.9065745,-1.5501282,0
-0.28561822,0.015042804,-2.3604643,0.42613626,1.0308706,1.5186359,0.5779567,1.5232276,-0.022735551,0.77712005,0
