 parents,has_nurs,form,children,housing,finance,social,health,label
-0.5236292,-1.9037995,-0.43573225,-0.6526408,-0.48410028,-0.31603125,0.9085324,1.669585,0
1.9769667,0.33508614,-1.1154432,0.74834627,0.042534493,-1.157214,0.59080595,0.15004726,1
-1.02557,-0.5745132,-0.7900174,-0.5624977,-1.2045413,0.20044167,0.43752524,0.34336227,1
-1.2668754,-0.58170086,0.44802743,-0.4153059,-0.41128403,0.747685,-0.0055984035,-1.2401587,0
-1.0461998,-0.00889378,0.6239389,1.2046058,-0.47014785,1.2497332,1.3468416,-1.1934583,1
0.4448825,-1.3184477,-0.71517116,0.29064676,-1.3000685,-0.7172192,0.19360295,-0.6254448,1
0.25660384,-0.22023779,1.3554901,-2.1109133,-0.20032492,0.5902454,-0.010688312,1.3162858,0
0.43040514,-0.4390709,-0.5242399,-1.0921159,-0.4060739,-1.1753564,-0.77830386,0.89060277,1
-1.1888533,-0.96169925,-0.32383388,0.0016582813,-0.5039519,1.1045979,0.56382716,-0.9997025,1
-0.0993347,1.7335833,-0.43235648,0.72131306,-0.32121027,-0.54395413,1.0946351,0.40189385,0
0.49095243,0.054429956,1.0454909,0.9933854,-0.8861953,-0.20723152,1.5387496,-0.47734863,1
0.8686885,-0.9426409,-0.2563764,0.20739698,1.2056531,0.971827,0.8753038,0.9538593,1
-1.1658916,-2.0477953,0.8869598,-0.4681704,-1.3362001,0.29516506,-0.9636825,0.20288397,0
1.4157718,-0.7912626,0.21966484,1.0269445,0.5792644,1.073639,1.2966857,0.32363176,1
-0.22388734,-1.5768833,1.090216,0.29358473,-0.32354364,-0.81489456,-0.029700823,1.4891775,1
0.9637628,0.41167313,1.3368142,0.46472853,1.071478,-0.48624507,0.3907543,-0.89767057,0
-1.3491737,0.74215144,1.9124796,1.0268782,0.68279755,-0.44184145,0.7146715,-0.2970128,1
0.090020075,0.7950749,1.3305011,1.4736588,-0.33676106,-0.9609924,-1.4892673,0.78252435,1
-0.7245974,0.861287,-0.8456838,-0.9261965,2.2176037,0.7296329,-0.7483443,-0.519777,0
0.4306361,-0.46219537,0.2901094,-0.7796926,-0.23796946,-1.2484525,0.24938399,0.68500155,1
0.3954969,0.5208979,-0.9481363,0.262124,1.9951527,0.1444776,0.36745286,1.5243875,1
0.47228813,-0.26383516,0.6352776,1.3982354,0.1178708,-1.0894678,-0.8303386,0.22583227,0
0.8022749,0.83385843,0.3975302,0.31104887,0.6814628,-0.16295306,0.8152847,-0.98529446,1
1.1370981,1.0076972,1.9775503,0.72736174,-0.7463799,-0.012202537,-0.39832264,-0.09340666,1
-1.1573586,-0.87862605,-0.09112473,-0.08268302,0.16943604,0.56794924,-0.8341659,-0.4360413,0
-0.10382624,-0.8637298,-1.6249994,-0.24761407,1.6224618,-0.30541193,0.026740067,-0.21316479,1
1.2512661,0.11157314,0.07257193,1.7636608,-0.96964103,-0.15713121,-1.3434238,0.14707534,1
-0.99220055,0.20787743,0.032741845,0.22556277,-1.2739679,-0.8504029,0.83666134,0.2915632,0
-0.2796588,1.2137094,-0.98476255,1.1699917,1.3245705,0.46819857,-0.39195737,1.5041034,1
0.5527923,-0.59416467,0.6294174,-0.27576393,-0.45953998,-0.74331796,1.2361805,0.41430354,1
0.6944197,-0.55634147,-0.94923294,-1.3798095,0.25731343,0.42693096,-0.95504,0.27528077,0
0.6726426,-0.48775896,1.1786035,-0.79392475,-1.5659494,0.25177708,-1.2376533,-0.33936083,1
0.17414051,-1.5663972,-0.16044022,1.1297672,0.50314057,1.2504698,0.23624477,0.20970418,1
-1.1478108,0.1715891,-0.93985224,-0.30076796,-0.47432497,0.20260341,-0.20940223,0.21719302,0
-0.7601829,1.127304,0.75510085,-1.8273021,-1.246656,0.656697,-0.79731655,1.4710623,1
-0.24466725,-0.5247208,-1.1655402,-0.8692773,-0.5919173,-1.0336225,-1.6201034,0.35340118,1
0.8750837,-0.5702231,0.6356256,0.7983996,-0.34016615,-0.9168796,0.31463975,1.4918623,0
0.6180669,-2.252747,0.4661398,0.023325121,-0.17842874,-0.5613357,-0.031417884,1.0340937,1
-0.0025597364,0.3294535,1.1278497,-0.74353045,-0.13697684,0.34450433,0.9167737,0.37207198,1
0.11956674,-0.7196405,-1.5268745,0.13743292,0.8435795,0.33033904,0.14421928,-1.3545656,0
-0.023736402,-1.2476397,-0.27214295,-0.1730621,0.41591945,0.3726074,0.87079185,-0.79961336,1
1.6095818,0.9037262,-1.1490511,-1.2704371,0.31544822,0.43016383,0.6624009,0.8162673,1
-1.2179471,1.0095577,-1.1332093,-0.023417855,-0.103084184,0.66744035,0.68254095,-0.85922235,0
0.6480335,0.82832646,0.9957224,0.65523976,0.8287892,0.08380717,0.9980837,0.20554201,1
0.88291955,0.63423836,0.5468837,-1.3129212,0.39377904,-0.6036191,-0.020925738,0.58275354,1
1.8075209,1.5579296,0.37508637,-0.15976577,0.5388932,0.9866523,-0.28864193,1.4060969,0
1.452292,0.01587949,0.8358638,-0.23020016,1.180121,-0.11105227,1.4109882,0.66035223,1
0.22593738,0.5821423,0.6710343,0.38868466,-0.20827541,1.5990576,-0.10342609,0.9714539,1
0.28618115,-1.600097,0.13179539,1.6528958,0.027827732,0.29024777,-0.20416489,0.6556766,0
-0.8445217,0.018614776,0.58533114,-1.2834543,-1.366179,0.57056755,-1.3626149,-0.90633667,4
1.9891886,-0.0882886,1.8982549,-0.9589038,-0.21254665,-0.25836125,0.41472286,0.2688694,1
0.7307002,0.8752619,-1.1073701,-0.3263862,1.3895985,0.115856536,0.65261716,1.5389574,0
-0.8743824,-0.168527,-0.17362706,-0.60234886,-1.4567968,-0.024463793,-0.4274909,-0.36885726,4
-1.0625464,-0.039804243,-0.12956326,-0.50241286,-0.7489565,-1.4179419,1.3925829,-0.45624,1
-0.3653161,0.8905719,-1.4994634,-0.9158805,-0.053952392,0.72821754,2.0994396,-0.13584532,0
-0.32031983,-0.6176331,-0.89623034,-0.111928485,0.29002953,-0.99018544,-1.1857939,1.2413388,1
0.8088714,-0.30858877,-0.2695564,-0.22213356,-0.18354955,1.7907445,0.5809048,0.12994741,1
0.50205964,0.31124955,0.2216356,1.8731407,0.5320117,-1.233964,0.7423532,1.3308977,0
-2.2295136,0.17155507,0.026215114,0.9790765,0.039734475,1.2701712,-0.6812635,0.16299771,1
-2.1653368,-0.3904597,-1.3817518,-0.5580953,-0.6699468,0.33667293,-0.8104205,0.4990716,1
-0.35233796,-1.8120689,0.4048528,2.0805805,-0.32047325,0.267504,-0.056249894,-0.89868057,0
-0.745804,-0.7077457,0.65483487,1.1566015,0.6598787,1.6405902,-0.27331448,-0.2696644,1
0.45794064,0.34598848,-1.5193206,-0.08412256,-0.09198583,-0.4853423,-0.8366174,0.5682858,1
-1.130104,1.9783208,1.3820369,-0.14784808,-0.25089958,0.8913886,0.48535088,0.7631409,0
-0.91980463,-0.6018192,-0.43777955,-0.88531667,0.5349197,1.1812106,-1.7032732,1.3561298,1
0.12653252,-0.759542,0.6914755,-0.057548784,0.8910027,0.7879693,1.3728583,0.07613523,1
0.538431,-0.7536145,-0.42530036,1.3968534,-0.2090573,-1.2285476,0.2682711,-0.95699406,0
-1.2202506,-0.70501494,-1.283483,0.38755456,-0.86313164,-0.26024753,-1.3291144,-0.68707746,1
-0.14349847,0.17363298,-2.001508,-0.6736307,-0.13297178,0.12991641,1.4018865,-0.37761223,1
0.6085307,-1.1177961,1.7784082,-0.86393505,1.2738491,-0.4104754,0.952042,0.90920156,0
-0.22377552,-1.4249077,1.0757138,-0.037791446,0.027679108,-0.3170288,0.65516937,-0.87601066,1
0.11156137,-1.567026,-1.7482605,-0.21942647,0.36346722,0.26964584,-0.110435195,-0.9125962,1
0.3869906,-1.4124854,-1.1036005,-1.6695698,1.3275689,-0.6695324,0.6684339,1.3814163,0
-0.5511125,-1.225457,-0.66198564,-0.20463575,-0.6867494,-1.0066712,1.0769045,-0.08368109,1
1.6811929,-0.41187137,-0.2529933,-0.17192891,-1.0945426,-0.18241322,1.1580172,0.39530492,1
-0.11325987,-0.12829408,-0.36351544,1.6296831,1.424529,-0.65521187,-1.6460998,0.26537913,0
0.20631675,-0.9890872,0.7339728,1.619846,1.341664,-0.44069317,-0.23610628,-1.3082706,1
1.2500685,-1.3384594,0.36262685,1.189974,0.23133636,1.1818058,-0.1474584,0.88117373,1
-0.1938111,0.28545722,0.1137557,-1.0811365,1.3117272,-0.2728687,0.26396844,-0.4377482,0
1.5609335,-0.6408727,-0.27291554,0.6726026,0.6488706,0.9398933,1.3064425,0.9785942,1
-1.649008,-0.5577282,0.45698142,-0.5641225,-1.3901954,0.77938306,0.52572376,0.7306511,1
-1.5064714,-1.0819803,-1.1396226,-0.4011521,0.00756263,0.87930703,0.054329775,-0.34749025,0
-0.99515957,-1.9940438,-0.8056462,0.9082621,-0.3857984,0.020737542,1.0230371,0.40147263,1
0.37838703,0.77414465,-0.45741183,0.5913113,0.181263,-0.831457,-0.4330627,0.9473361,1
1.033339,0.08945138,1.8779252,-0.9524728,-0.9608788,-0.38692898,-0.2717128,-1.5892247,0
1.6080097,-0.4479489,0.49490333,-1.8514646,-0.686864,1.1144409,-0.4279917,-0.17134252,1
-0.3100465,-0.08237072,-0.9004078,0.7074104,-0.24047336,-0.8426665,-1.3074968,-1.5784733,1
-0.77988726,-0.7362782,1.3502903,0.45734382,0.06409412,-0.18580118,-0.9296825,0.50382763,0
0.36964262,-0.6038663,-1.5199116,0.23340093,-1.4226929,-0.9030042,1.3511982,-0.9967723,1
1.6120464,0.28252622,-0.2663098,-0.775193,-0.71549034,-0.08471193,-0.40700418,-0.16843517,1
-1.5211562,-0.5018487,0.48601192,-1.3264481,-1.0728916,-1.2373548,0.87116957,-0.7197414,0
-0.19398896,0.2861691,1.1675432,-1.0492468,1.4085941,1.1188159,0.38100225,-0.008382097,1
-0.1083657,0.12773567,1.0065701,1.2391949,-0.39232123,-0.9070752,0.2813786,1.4742026,1
0.5201305,-0.31158727,-0.6219726,-1.4608573,-0.9337044,0.52339405,1.0283054,0.48891097,0
-0.38600045,-0.72309315,-2.1532807,-0.595655,-0.6467232,0.7293009,0.84994054,0.75591844,1
-1.2597977,-1.7529107,-1.2359184,-0.8448232,0.7166065,-0.04021497,-1.2888553,0.4761287,1
-0.5404143,-1.0109569,-0.31058753,-0.62097186,-0.39887834,-0.32019347,1.2424957,-0.67160875,0
-0.13972448,-1.0813057,0.49512452,-0.6257212,0.79584104,-0.57340056,0.55569005,1.2718859,1
0.4105925,-0.6312027,-0.9059377,-1.3126498,-1.0066106,-0.36923197,1.5276766,-0.54453534,1
-1.1193082,1.3800653,0.14501883,0.09634968,0.6721492,1.1832026,-0.18067807,-1.8138658,0
0.8317014,-1.1493555,-0.97479796,1.0185508,1.2772874,1.1522657,1.0094261,-0.20753556,1
-0.37016374,-1.1175804,0.42369127,0.26847032,1.1672007,0.11943466,-0.6647939,0.79365206,1
-0.66884494,-0.02897317,-0.74673045,-0.28307426,-0.4535573,1.4801216,1.5072603,0.08490895,0
0.90378934,0.37049878,0.16348389,1.2959446,0.93186,1.291112,-0.62322456,0.74102837,4
1.0461429,-2.1588354,1.3868111,-0.11167879,0.4322781,0.34582654,0.14349529,-1.2131182,1
0.13437064,0.66095674,-0.3041765,-0.07061235,0.60825455,-1.8402271,-0.22704065,-0.24708585,0
0.58219045,-1.0844113,0.8483192,-0.66560423,1.7115996,-0.7887684,-0.5908679,0.49432212,4
-0.88928103,0.80112463,-0.18779866,-0.038229108,-1.5630457,-0.40777162,0.031943493,-1.0729728,1
0.518244,-1.4053026,0.95450056,-1.5768492,-0.88871986,-0.51270264,0.39239064,-0.4646839,0
-0.5542991,-1.1095387,-0.32066953,0.51311535,1.4989946,-0.58203834,0.45319626,1.5039778,1
1.0115279,-0.120540835,-0.18157996,-0.42590058,0.7495586,0.9787856,1.5307095,-0.82824606,1
0.5074272,-0.73606336,-0.8712615,-0.5362673,1.2080644,1.3290576,-1.2968407,-0.8699833,0
0.66125697,-0.5224201,-0.10367039,0.6167788,-1.0943959,0.80682355,-1.2620988,-0.37319297,4
-0.41350627,0.2478432,0.16922736,1.2113539,-1.2222247,-0.48317435,0.002558343,0.8275445,1
0.94359034,-0.11245603,-0.54865867,-1.7450958,-1.2242196,0.31202894,0.5755707,0.9393089,0
0.96108717,0.7349068,-0.6930604,-0.6554157,0.4173867,1.1391146,1.184381,0.108971044,4
1.5545837,-0.8591701,-0.13674074,-0.5547979,1.6499637,0.4439246,-0.7566813,0.05913423,1
-0.55679864,-0.80036247,0.5009354,-0.28991875,-0.012869038,-0.017034447,1.45262,-1.6135156,0
-0.42623597,0.49676463,-0.43715268,-0.70648474,0.54260886,-0.23573841,1.1536888,1.5370992,1
-0.16947417,0.5206574,0.6046556,0.1353971,0.6607793,-0.62166876,0.9653144,0.98225164,1
-1.7816347,-0.5696707,0.16469237,0.533142,-0.98596114,0.55281967,-0.26780552,-1.4011772,0
-0.5197596,0.9929328,1.3383001,-0.58795196,0.25064564,0.13781214,0.20107955,-0.4653576,4
0.6706704,-1.2357634,0.040937297,-0.5135853,0.17473623,-0.6854208,0.781111,-0.849768,1
2.2632563,0.46090034,-0.49809474,0.55633795,-0.19329646,-0.6727054,-0.051722474,0.009318784,0
-0.75836,0.23842591,-0.9983864,-1.4810358,0.035049997,-0.10630608,-1.6762776,-0.8231877,4
0.60832137,0.8147449,1.5312636,-0.054444022,-0.26704696,-0.27818927,0.28745067,2.1361723,1
-0.8369865,1.2824898,-0.7150693,0.255857,0.22088817,0.43062744,-0.1781404,-1.6677026,0
-0.29574424,-1.9070505,-0.2707221,-1.3987806,0.56844574,0.7065982,-0.48310164,0.049011797,1
0.27580613,-0.013322793,0.23864107,-0.10151903,0.06973439,0.26617327,1.537286,0.022066548,1
-1.0512556,-0.5011605,1.3198229,-0.008243823,-0.7394607,-0.5338369,-0.5160083,-1.684331,0
-0.013771296,0.52082753,0.23925173,-0.70867455,1.2828468,0.6274467,-2.2479296,0.68089825,4
0.7170063,-1.3326623,-1.4200585,-0.8842341,1.4838169,0.46185514,-0.39148027,0.8175885,1
-0.07965407,0.74912244,-0.060895294,-0.7344592,-1.6297803,-0.074807994,-0.4733338,-0.18805991,0
-0.8059419,-1.0026737,-0.7571731,-1.0938765,0.30183703,0.6358869,-1.1156365,1.8515232,4
-0.54250056,-1.1159661,1.1823777,0.5066847,-0.2137186,-0.7064889,-0.72464556,-0.2415389,1
-0.5055588,0.46785662,0.50807405,1.9329599,1.131223,0.37630954,-0.8391962,1.0724907,0
1.0605191,-0.8721361,-1.4821424,0.582345,0.62276566,1.1933796,0.32161945,-1.0290596,1
-0.5426006,0.718619,1.1472393,-0.82349294,0.6467783,-0.8712333,-0.37246254,0.28443807,1
-0.51720315,-0.9070857,1.2119613,-0.94371873,-0.121418394,-0.74531883,-0.9236507,-0.557379,0
0.38188696,0.12177954,1.2959049,-1.0508331,-0.9724358,0.6781092,0.23686743,0.11255209,1
-1.6659906,0.7270019,-1.0578349,0.4767709,-1.2410679,-0.425245,0.23913452,0.04953094,1
0.39238524,-1.2896254,0.27684802,-0.07801544,0.17195463,-1.4832096,0.16618991,-0.82753944,0
0.5511526,-0.25643346,0.8242693,1.0769058,0.018106185,-0.054910295,-1.5942707,1.4129436,1
0.2664265,-1.0647777,-0.13031937,0.80314004,0.72025913,-0.25874576,1.5700567,0.42632633,1
0.11987187,0.18628359,1.4291469,-0.51688105,-1.5003555,-1.400682,-0.3952948,-0.7378409,0
0.52562755,-1.6710589,-0.4351902,-0.4269866,1.1477007,-0.35244066,1.419634,-0.16735347,1
-1.269526,-0.07124405,-0.58700544,-0.6667377,-0.36579812,-0.4774603,0.30001363,-1.0696467,1
-0.13623078,-0.23517251,0.2190075,0.939955,1.2412493,-0.99008566,-0.28045171,0.093946025,0
-0.737972,0.18089187,0.26066816,-0.8207759,1.4586183,0.48108104,0.050224863,0.47804618,1
-0.73913765,0.61937493,0.20824441,0.29602212,-0.58451045,-0.43926555,0.49024191,0.27862722,1
-1.1982766,0.5800266,1.0104154,-1.107819,1.0837245,0.17205171,-1.3153102,-0.48558056,0
-0.3886481,0.925873,0.59148157,0.90552616,-0.45777833,0.993871,-1.7799709,0.18553422,1
1.6050388,-0.18953815,0.18754385,0.38669935,-1.6603941,0.51273936,-0.4003294,0.22397004,1
0.54749334,0.4481637,1.2490375,0.9898617,-1.0655369,-0.07181858,-0.48669162,0.10477848,0
-0.53600943,1.2976006,0.7271116,-0.055727698,-0.42842424,-0.6725156,0.7351352,-0.7083557,1
-0.5283963,0.69936985,0.25631803,-0.7910524,-1.7725313,0.38814655,-0.52515984,0.9543741,1
-0.5933921,-0.9698814,-2.226409,-0.56542295,-0.068922825,0.9725588,0.10989741,-0.3404774,0
-0.34984684,0.54803246,0.8627367,-0.447837,-0.73890543,-1.6072836,-0.26602182,-0.9096905,4
0.2542286,-0.25629777,-0.72740364,-1.4903451,-0.91341037,-1.0698667,0.62870264,-0.31059825,1
0.3408953,-1.2811546,1.8531742,-0.053458415,-0.7426304,0.0042139534,-0.21561894,-0.40338087,0
-0.8237782,-1.468614,-1.231139,0.12702146,1.7770627,-0.10184341,1.1261868,-0.6053739,4
1.5884056,-1.6247395,-1.1989417,-0.95954454,0.37993678,0.13685344,-0.4607145,-1.17836,1
0.00872317,1.4850205,-0.20130543,-1.6836665,0.93776757,0.20306687,-0.23669496,0.3273452,0
0.53641826,0.0896221,-0.96462023,-1.1402551,-0.866184,0.9871788,0.108021416,-0.26017207,1
0.36342925,-1.3059994,-0.31710696,1.0965589,0.20565578,-0.6266863,1.1607656,-0.9849068,1
1.2626802,-1.4686655,0.99996704,0.63386965,0.08591444,0.55956906,-0.8923123,1.0773442,0
0.9111174,-1.531462,0.6407565,-0.1291473,0.91832536,1.4070606,-0.2739927,-0.54820865,4
-0.13540947,-0.12928906,0.15951596,-0.35374838,0.66523683,-0.18159778,0.49457005,-0.119163916,1
0.47745007,0.5027449,-0.60913235,0.39393649,1.2714026,-0.09136176,0.77632934,0.36074442,0
-0.37079608,-0.84232473,-0.13382185,-0.57892346,-0.20804101,-0.22565968,1.0364292,-0.16943602,4
-0.009539038,-0.5629392,0.88313705,-0.3967111,-1.1519002,-0.29453152,-0.20461774,-0.21476556,1
-0.9508118,0.73438317,0.8167138,-0.060541563,0.8236524,0.17160518,0.19952628,1.4423777,0
0.014162675,0.6424422,0.6352599,-0.1261819,0.64833605,-0.42135754,0.5185728,0.3665287,1
0.8653977,-0.8827627,-0.18494858,0.46354705,-1.4050977,-0.63500446,-0.7366922,-0.09831071,1
2.2051685,0.4194933,0.47689348,0.4627334,-0.3358009,0.009573365,-0.32864666,0.107043475,0
0.312541,0.16535214,-0.6060941,0.8075207,-0.40121624,-0.5456152,1.2666395,0.34868348,4
1.1963414,-0.33589184,-0.60295033,-0.15338363,-0.86466247,0.05573251,1.0438845,0.627966,1
0.057358645,-0.5938764,-0.942971,-1.2639805,1.7767022,-0.7893532,0.27305076,-0.9641661,0
0.17188045,-1.530378,1.0749272,-0.53158367,1.3405101,-0.32710275,0.45804736,-1.2324929,4
0.6959643,0.46190193,0.76529104,0.5255603,0.37974775,-0.39663878,0.038189612,2.5741608,1
-0.0783561,0.3338748,-1.1306101,1.1765895,1.4194791,0.9425817,0.060387574,0.24230067,0
-0.8101093,-0.5148468,-0.5898383,0.15685911,-1.0406681,0.90434194,-0.6726381,1.3700602,1
1.6425668,0.051870912,-0.59961313,-1.0409275,-0.411146,0.5350128,-0.6416449,1.3806032,1
0.9044775,-0.0035024807,-1.5499794,1.6063462,1.2150306,-0.34544554,0.16678587,0.75135136,0
0.5293551,-0.22803223,0.092958555,-0.7837316,-0.30269912,-1.086612,-0.78257877,0.18426923,4
0.01631771,0.5412286,0.47069997,0.45806152,1.3204747,-0.6569924,0.7071074,-0.70178366,1
1.0813146,0.8714794,-0.08571209,-0.5271935,0.44705373,0.90699905,-0.6321457,1.989718,0
-1.8522031,-0.20650095,-0.03475055,0.4981917,0.09245791,0.53101856,-0.48486117,-0.45388383,4
0.19551973,0.992131,0.038837604,-0.088310726,-1.2104733,-0.6237594,-0.79306656,-0.049754187,1
0.91400427,0.18933931,0.09509598,1.4673246,0.28410584,-0.62376165,0.7724129,0.63865393,0
1.0336255,-0.9380981,-0.29462504,-1.2527392,-0.75791067,-0.10905614,1.0063046,-0.30705434,1
0.09658109,0.50095874,-0.84410375,0.01609766,-0.25944796,-0.028001657,-1.6061523,0.9503788,1
-0.48594737,0.49145338,-0.8677026,-0.72414726,1.9124451,0.3257667,0.0890783,-0.20707364,0
1.0688348,-0.6930698,-1.0353698,-0.29780337,0.21677524,0.45885852,0.21909657,0.44625497,1
0.06296413,1.1307225,0.90292287,0.98438627,0.002110742,-0.4893078,0.4305204,1.1749581,1
-1.0055693,-0.6046816,0.039142586,0.04335618,0.44115275,-0.21553482,-0.8175986,-1.0654489,0
0.36705148,-0.026241146,-0.054126546,-0.2720138,-0.17549625,-0.131183,1.7885517,-0.92088044,1
1.2545859,-0.5018218,-1.2053484,0.1893142,-1.0940908,0.6935956,-0.47019106,0.3242786,1
-1.7518457,-0.033014916,1.4599255,0.01823548,-0.5079793,-0.9301887,-0.7392704,-0.6784467,0
0.81636447,-0.659226,0.4776764,-1.1724316,-0.010363258,-0.6991103,-1.0911654,-0.45058405,1
-1.0437318,0.8647835,0.55899304,0.29089567,-0.84172356,-0.71594775,-0.4636633,0.60423785,1
0.9233087,-1.2112627,-0.26676625,-1.0204343,-1.0347483,-0.50929725,0.61651856,-0.30550063,0
0.7345838,-0.4977089,0.24331707,-1.0815437,0.4761703,-1.1603348,-0.957121,0.7042928,1
0.9113799,0.019085921,-1.1537004,-0.39124724,-0.7453981,0.8848362,-0.020910256,1.5529878,1
0.4119686,-0.1133958,-1.3082198,0.55721027,0.85637385,-0.31002155,0.3407044,-0.12400134,0
-0.62762296,1.5955124,-1.2958682,0.043084733,-0.042140283,0.25198653,0.87316906,1.3022457,1
0.05982463,0.8252245,-0.6532459,-0.6371247,-0.48161054,0.7807819,0.66623485,1.6422771,1
0.9568779,-0.95035815,0.24461256,0.44370082,-0.26349294,-0.8576642,-1.0878227,1.2720858,0
-1.0395254,0.6858178,0.35555136,0.6527464,0.04759828,0.5206322,0.26371136,0.25011498,1
0.16698292,-0.61616516,1.5306901,-0.20855175,0.23256823,1.1167405,0.014126666,0.008979633,1
-0.6017107,-0.26949546,-0.46705562,0.22745703,0.56782377,-0.7694525,0.576631,-0.18606834,0
-1.372152,0.7024646,0.50454926,-1.0653592,0.6912115,0.29216906,-0.2190946,0.08417089,4
0.37175292,0.09569203,-1.2508035,0.14390624,1.4390106,0.5041185,0.2675255,1.8683915,1
1.5158777,-0.24975291,1.4609808,-0.24987103,0.9792332,-0.634405,0.90663964,-1.0334554,0
1.1402727,0.7321998,-0.62530243,-0.41814345,-1.1484025,-1.4318342,-1.3829534,0.66170603,4
-1.1990656,1.0232275,-0.051279977,-0.7110903,-0.2580692,-0.57201767,0.14218274,-0.85334736,1
-0.92079574,0.02620507,1.716181,0.987196,0.44509298,-0.86718494,-2.0490294,0.021691084,0
-0.35604072,0.6501434,1.3349903,-0.19637035,0.62156355,-0.04355208,0.83250904,0.4394846,1
0.6478169,0.55302465,1.8025004,-0.08306739,-0.8004785,0.24774681,1.1741257,0.92904186,1
1.1760827,1.2221096,-2.0180898,-0.1430396,-0.10047705,-0.017643368,0.46052364,-0.7477727,0
0.40577763,-0.88435376,-0.31408435,-0.35032123,-1.586693,-0.11861498,0.19534296,-0.33016366,1
-1.2192744,-1.1102712,-0.31468785,-0.349254,0.56259936,0.8250231,-0.18823367,-0.3346972,1
0.65523356,-0.033808105,2.3251324,-0.34832802,1.4294809,0.7961563,-0.45128593,0.1748894,0
0.12120435,0.85079986,-0.5910233,-0.038911045,-1.1570723,-0.7196965,0.34781298,-0.66451055,1
-0.5810002,0.8062742,-0.75721645,-0.54697275,-0.55049866,0.34483546,-0.21992409,-0.42594123,1
0.29835075,-0.13976568,2.1025908,0.25380626,-0.23817357,0.36098838,0.5056709,0.8188956,0
-0.9188646,-0.9982928,0.14865693,0.9464488,0.0046587214,0.13848433,-0.83921367,0.62459886,1
0.21949984,-0.6794818,-0.40573913,-0.36343998,-1.0318934,-0.8455057,-0.05430253,-1.5388105,1
-0.73109245,1.7474732,0.73480105,0.47897193,-0.34887516,0.5231143,0.5386534,-0.48227763,0
0.37973803,0.28705502,-1.2511718,-0.32943496,-0.8006514,-1.2575232,-1.6752775,-0.42102855,1
-1.423961,-0.002879195,0.854144,-0.42796934,-0.29738137,-0.2712268,-0.60690325,0.25315994,1
1.0000398,-0.0018456504,1.8010981,0.77352285,0.28310722,-1.2296801,0.43036792,0.5890631,0
1.6636895,-1.4105961,-0.05842571,1.0411755,0.95897907,-0.38943323,0.8772936,0.16273431,1
-1.5706669,-0.5155641,0.8090685,0.23595074,1.3181316,-0.53175086,-0.68020815,0.33559304,1
1.7817165,0.17226344,-0.047762483,-0.6996592,-0.25457773,0.35817146,-0.24920225,-1.1954827,0
-0.0042530596,0.3960784,-0.58543605,-0.04234097,-0.05226957,0.8859037,0.030717202,-0.6280769,1
0.91200954,1.0616312,-2.0383143,-0.5843206,0.26740104,0.15867339,-0.41242418,-0.5308168,1
-1.9251834,0.49106404,-0.054194584,0.28584227,-0.7497092,0.22053649,-0.10769048,-0.9060814,0
0.54737717,0.2614042,-0.6393799,0.527767,-1.2832378,0.58799094,-0.59577686,0.46714306,1
-0.31396735,-0.6734695,-1.6120174,0.46632946,-0.4402165,0.27806878,-0.41903594,1.3651414,1
0.9042118,-1.378655,-0.19578288,0.393409,-0.63393193,-0.6984295,0.47642735,-0.38177872,0
0.033201024,0.40298536,-0.24535875,0.77920234,0.7898312,0.9490419,1.6178788,0.23175292,1
0.5668256,-1.2340641,0.17743063,-0.6479323,-0.4085049,-0.6734367,-1.0540308,-0.5964853,1
-1.0864109,1.0194077,1.0412189,-1.6473062,0.6378224,0.16160844,-1.0630006,0.6870176,0
0.7691788,0.065263756,-0.48289227,0.7805268,1.1323186,0.6169333,-0.19765505,0.25578642,1
-0.18742566,0.99353504,0.228584,0.78880817,1.1356453,-0.79719394,0.02475106,-0.79411846,1
-0.32539815,0.5959338,-0.15468192,0.83591634,0.514126,-0.6805517,0.97390234,-0.7672547,0
-0.18703517,-0.22239396,-0.55405295,-0.59491754,2.3578997,0.79782444,-0.47936332,0.054513082,1
1.146241,-0.09539955,0.35096252,0.047277443,0.32132044,-0.27297464,1.3503946,-1.0235728,1
-0.57728696,1.1201085,0.2874255,0.8381826,-0.3348528,-0.5839314,1.1802238,-1.6201817,0
0.95569116,-0.84867936,-0.43475723,-1.1542,1.2555078,-0.77533835,-0.53271693,1.0770499,1
1.2860585,-0.5164555,-1.2359397,0.42614263,0.21688399,0.2381564,0.07421165,-0.799315,1
-0.075037986,-0.38535926,-1.0003207,0.11397266,-0.6228008,-0.8480134,0.4696919,-2.1884868,0
-1.1094509,-0.3742595,0.39317697,1.0179864,-0.24626952,-0.7763229,1.1521723,0.12488215,1
0.13414013,0.66646767,-0.43757904,0.8098547,-1.4862407,-0.7974841,-0.84248674,0.74910074,1
0.6846451,-1.5595906,0.46013844,0.32087895,1.0175629,-0.34171578,-0.30905277,-1.3742995,0
-0.06513502,0.17566192,0.26740837,0.34463173,0.35306883,-0.4427214,-0.9044253,0.9046185,1
-0.11247298,-0.9210667,-0.35896367,0.46801096,-0.558996,-1.1621385,-0.5696025,-1.101477,1
-1.0234983,1.2711413,0.32745346,0.38944808,-0.45663452,0.95965797,-1.5821872,0.016049042,0
0.5942946,-0.549855,0.44485265,-0.9760507,1.43245,0.9420589,0.94747865,0.043021843,1
