class,region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vedge-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturatoin-mean,label
-1.1103172,0.8182464,0.09396883,-0.34620965,-0.1884788,2.8870816,-0.13319942,1.609222,-0.56840664,-0.19906871,0.0328889,-0.18844649,0.058727913,0.8295193,-0.61690843,-0.063655406,-0.09754607,-0.9768857,0.39303944,5
1.1000062,-0.3640779,0.04355146,0.13612592,-0.2878639,-0.044523213,0.44672504,-0.66483563,-0.49281085,0.30283237,-0.0055241957,0.3191439,0.32246897,-1.094515,0.39331943,0.64840084,0.23140696,-0.295894,-0.36094245,6
1.4018143,-1.8976576,-0.07831268,0.7495024,-0.26566765,-0.5868582,0.07198548,-0.031044202,-0.32812652,0.25438812,0.27009672,0.047113597,0.39484146,0.2498635,-0.8183418,1.0144886,0.09356475,-1.138334,0.53407854,4
-1.3438793,-2.209542,0.02126994,-0.4514007,-0.35180554,-0.7573134,-0.08490712,0.011922386,0.009493627,0.7284209,0.7004482,0.65610695,0.76279455,-0.31207123,0.27706933,-0.01567759,0.67840767,-0.72237587,-0.5176323,6
-0.014836289,-1.2664484,0.20099837,-0.53925836,-0.2776103,0.8947469,0.6704537,1.4801412,-0.4362099,0.056921244,0.09753378,-0.07445529,-0.05676855,-0.12487712,0.008227922,-0.00030323118,0.09160358,0.15582787,-0.097657956,6
-0.29341218,0.95012075,-0.039550137,-0.45339334,-0.21076462,0.99045384,0.02756819,-0.9190667,-0.25304276,0.2019418,0.2533432,0.32248792,0.24597996,-0.18957472,0.34538856,-0.5694289,0.33107576,-0.7683671,-0.40791076,1
0.7503663,0.07368467,0.010749146,-0.6188298,-0.1170273,-0.55733705,-0.043031786,0.38648814,0.14795014,-0.51621217,-0.4958666,-0.31684983,-0.43528748,0.045496013,-0.09091385,0.026599936,-0.38711107,-0.37063354,-0.6044033,4
0.08735181,-1.8471841,0.030277543,-0.300668,-0.28507018,-0.69697624,-0.23476908,2.0796378,0.3287025,0.7287436,0.7462955,0.8295552,0.9515381,-0.8996027,0.7832557,-0.48910493,0.9586149,-0.43752104,-0.5900888,1
-0.38535824,-1.4809506,0.2332997,-0.2860334,-0.3529879,0.4561939,-0.052223437,1.3429927,-0.18018562,0.26192418,0.2939072,0.10554521,0.58965135,-0.033111818,-1.3195462,1.7667352,0.36508724,-0.11628969,0.93878776,0
0.48392725,-0.025060166,0.021139853,-0.25045353,0.21309659,1.7960998,0.19622323,0.4655778,0.15742765,-0.70878977,-0.88290596,-0.50688547,-0.71458894,-0.599061,0.42486048,0.0869594,-0.5727531,1.1515685,-0.61339504,3
-0.19038585,0.7438786,0.019885525,-0.3421126,-0.2464971,-0.08051331,0.036377665,0.5406902,0.064830154,0.23427054,0.3519478,0.41523102,0.19729504,-0.5413282,0.90445775,-0.92081594,0.41761687,-0.42056033,-0.64300454,3
-0.8220864,-1.6228639,-0.034990683,-0.35763454,-0.35733566,-0.8088793,0.011614668,-0.56568,-0.31869686,0.9604494,0.8910375,0.9128556,1.1549314,-0.6951353,0.22371778,0.11530232,0.9010002,-0.91229403,-0.10663908,5
0.21908298,-1.8136574,0.047770098,-0.29261708,-0.13343859,-0.008082882,0.5644143,-0.69472533,-0.30724433,-0.26333258,-0.5405902,-0.24194904,-0.597021,-1.2838401,0.8685982,-0.1971538,-0.2662266,0.7409773,-0.7021633,6
-0.3206568,-0.3729041,0.014262453,-0.45483214,-0.12335953,0.35459962,0.0003293585,-0.23796734,-0.19740975,-0.22250463,-0.22498359,-0.12318852,-0.32049325,0.06529227,0.3424464,-0.5654822,-0.18838787,0.09123343,-0.31799746,0
-2.5084743,0.5577625,0.12249114,2.0292797,0.69737554,2.0583062,-0.113041185,2.0189364,-0.4374286,0.10623281,0.10036194,0.2610368,0.4829388,-0.7459409,-0.061870422,0.9363696,0.3381659,-0.21377821,0.2760831,5
-0.44767618,-0.43311056,-0.037484378,-0.28450668,0.07314728,0.67130363,0.08366567,-0.80541736,-0.34925488,-0.27572757,-0.34098646,-0.0024800422,-0.26171362,-0.5450869,0.9097489,-0.952549,-0.11223382,0.5192682,-0.40874124,6
1.2459902,-0.4755122,0.052142814,-0.07244563,-0.3234104,-0.21750805,0.19955355,-0.52699,-0.10375769,0.51128805,0.36316872,0.4114255,0.6801812,-0.6186823,0.01951822,0.6024398,0.59027267,-1.1893319,-0.30230254,5
1.2305319,1.8919381,0.11029432,0.13127138,0.17837313,0.31071165,0.45686415,-0.2753333,0.13987738,-0.61798817,-0.647602,-0.5380386,-0.5274493,0.1477201,-0.0012217686,0.6957554,-0.51234454,0.42359018,-0.1326155,6
0.5815447,0.33850715,0.043103784,-0.26671618,-0.043575734,-0.32356858,-0.068000555,0.2211858,0.50408053,-0.45817468,-0.6462656,-0.42527372,-0.5614637,-0.52002674,0.59711045,-0.20797315,-0.38223687,0.95861393,-0.8225878,6
2.0031855,-0.46510732,0.027109206,0.012428604,0.008300073,0.29714635,-0.042838857,-0.36325955,0.10566487,-0.891436,-0.8180494,-0.9370943,-0.9555013,0.9979809,-0.55055803,0.2510471,-0.8958049,0.343881,-0.5188257,5
1.7437037,-2.0879104,-0.039022043,0.9088748,-0.21626595,-0.107550874,0.22766593,-0.15183371,-0.07701514,0.2940364,0.28148425,-0.08636724,0.42374384,-0.014495008,-0.96162903,1.5342522,0.042678025,-0.7675905,0.7924282,0
0.165375,-0.9221999,0.041996367,-0.35010016,-0.00974714,0.1340975,-0.036549814,0.36352128,0.1124185,0.7969507,0.6039914,0.96585953,0.7346986,-1.9302216,1.860645,-1.0341812,0.9921364,-0.357185,-0.7112108,3
-0.3075943,-2.0896714,-0.07375354,2.9217503,-0.37892976,-0.36450636,0.33739698,-0.83374965,-0.74240774,-0.3917826,-0.4853397,-0.3744459,-0.481047,0.11129999,0.011973722,-0.15070501,-0.3291349,-0.15179186,-0.3278272,6
-0.17763266,-0.042765267,0.017052554,-0.119132176,-0.23858303,0.15437236,-0.09226701,1.2932068,0.51633716,-0.5096972,-0.62884444,-0.54444927,-0.6632409,-0.57276744,0.4311953,-0.07662423,-0.4383822,1.1170306,-0.884666,6
0.53679955,2.3515205,-0.06528104,0.122209065,-0.120085195,0.58179635,0.19552907,-0.7021487,-0.49836773,-0.25765145,-0.2043098,-0.3317964,0.020779334,0.19577271,-0.6896874,0.7866889,-0.3724388,-1.1188767,1.3908614,1
0.4899564,0.86919177,0.046009757,1.5036128,-0.21772239,-0.3846726,-0.22265333,-0.022383617,0.1372768,0.08840035,0.19154537,-0.008320705,0.031773776,0.9208222,-0.44351944,-0.46360806,-0.02045906,-1.160003,-0.045871474,5
-0.13048396,0.20231783,-0.008989584,-0.14035878,-0.20185941,-0.8870895,-0.011397177,0.035497874,0.04717225,-0.80046636,-0.8020878,-0.65823084,-0.8626379,0.3787976,-0.24764204,0.089453615,-0.6708563,0.8750917,-0.63675505,0
0.8047055,0.25688842,-0.084235094,0.5743394,-0.23447105,2.2603092,0.13019654,0.09518162,-0.08412836,-0.1467412,-0.11631259,-0.066285916,-0.26039854,0.14199668,0.4306818,-0.7019636,-0.15352018,0.02231022,-0.38734734,0
0.10380531,-1.2175109,0.11505165,-0.2722727,-0.41515318,0.05892224,-0.20202476,1.5568972,0.6466209,0.013840117,-0.034915436,-0.15171655,-0.024385836,0.48822322,-0.42912894,0.03978426,-0.12540807,-0.55834043,-0.55730546,0
0.8224211,1.2623737,-0.0815219,-0.04781829,-0.12054926,0.58006376,-0.0038021905,-0.7677811,-0.38237613,-0.15024483,0.016348626,-0.19186485,-0.008020394,0.8615578,-0.49613887,-0.2916481,-0.24954402,-1.3806263,-0.019007258,4
-1.7052835,1.1749805,0.039008267,1.1495305,0.067018345,1.912288,-0.15267262,2.0591435,-0.5510617,-0.03882094,0.1313386,-0.01098246,0.16849008,0.4300865,-0.5177771,-0.008665178,0.01623962,-0.9887588,0.5059299,6
2.4266298,0.13877207,0.014947921,0.6850071,0.30636436,-0.11356178,0.28423783,-0.67104036,-0.20065594,-0.80421233,-0.86261415,-0.8227943,-0.85565823,0.43766195,-0.26010144,0.28405368,-0.8222561,2.057764,-0.3793468,0
-0.8697334,-2.0855508,0.0625787,0.28283477,-0.60069454,-0.03701404,1.0782902,-0.061721236,-0.13736948,0.39495063,0.01909962,0.13128208,0.3344789,-1.2601289,0.16998266,0.9780497,0.10200578,0.20368499,-0.16198158,3
-1.3443333,-0.16355756,0.015609495,0.48702472,0.16340698,0.4391564,0.0708979,-0.5663108,-0.23378101,-0.2075292,-0.45237583,0.06532536,-0.18451628,-1.4186451,1.1835603,-0.57520384,-0.101621866,0.7243005,-0.71989304,6
1.522585,0.034692045,0.08826753,0.34875822,-0.021520004,1.4059607,1.3441647,-1.2772487,-0.5562264,-0.23353197,-0.4210896,-0.20627914,-0.22151726,-0.53071094,0.000848189,0.9130776,-0.1756324,-0.6923443,-0.22357488,4
-0.69621336,-0.52758163,0.050479338,2.1393106,-0.1011761,-0.50237185,-0.10400215,0.24684256,-0.00032275915,-0.1518093,-0.16404076,-0.21347278,-0.20833945,0.79037124,-0.03727513,-0.7591084,-0.124237776,-0.033074412,-0.17977113,6
-0.7961875,0.56625235,-0.072990425,-0.05914385,0.22834423,-0.034816522,-0.27038532,1.2076845,0.25636068,-0.07006484,-0.24195921,-0.0003898926,-0.2720777,-0.88499826,1.0409111,-0.7184591,0.0001511909,0.11472595,-0.8066332,0
0.9008284,-0.8457692,0.062884726,-0.020578697,-0.011230528,0.17607631,0.30057612,0.17036021,0.6644995,-0.58843946,-0.4222189,-0.6992839,-0.77127963,1.6831932,-0.49098527,-0.51294035,-0.74476725,0.16181004,-0.26249978,4
0.07861774,0.32983607,0.06660257,-0.6860284,-0.23418298,-0.4349676,-0.08776601,0.20215636,-0.09315903,-0.49581864,-0.28025183,-0.4895412,-0.4109817,1.2529943,-0.85833955,0.23774737,-0.55957067,-0.80221695,0.33909634,4
1.655536,-0.1933957,-0.063103214,-0.07642565,0.073768,-0.05347107,-0.15268546,-0.16377202,0.0034978613,-0.0035347417,0.09442116,-0.07600644,-0.13561854,0.62713313,0.12957707,-0.8042216,-0.14324369,-0.7214923,-0.34631142,0
1.5624695,0.7978117,-0.102997035,0.2580329,0.14556086,1.4130526,-0.06788086,-0.67182595,-0.1651479,-0.37312612,-0.3089539,-0.26041037,-0.4268524,0.3588965,0.17380929,-0.3424593,-0.313882,-0.4232757,-0.5264191,0
1.5534652,-0.20435655,-0.00821393,-0.4059409,-0.13752656,0.80039376,0.14645451,-0.51004326,-0.5326912,0.2643553,0.24326462,0.21810494,0.166435,0.046268295,0.06747417,-0.039255813,0.10876651,-0.40881956,-0.0023748502,1
-0.7325233,-0.75301206,-0.0032398887,-0.4769057,-0.27429512,1.4979002,0.12872088,0.06916948,0.012616742,-0.35498545,-0.5626716,-0.22181006,-0.3408825,-0.8858333,0.49268582,-0.028084192,-0.16634518,0.4689509,-0.68513983,4
1.1965573,-0.8446543,-0.06732318,-0.36082006,-0.2952082,1.8477193,-0.17267844,0.36599594,-0.18077049,0.21586294,0.23040214,0.0471041,0.18190914,0.66164273,-0.2489165,-0.24284452,0.15965521,-0.8497721,-0.31698096,6
-0.80447,-0.21149313,-0.023066524,0.9647467,0.0712256,-0.3849855,-0.21281207,-0.41708863,-0.09997433,-0.44520026,-0.37177604,-0.44088644,-0.52085215,0.7502579,-0.13928907,-0.60966164,-0.31069028,0.1176485,-0.32545057,6
0.95001936,-1.8180864,-0.0531207,0.097278856,0.11379597,0.41477013,0.3836516,-0.5318163,-0.42820588,-0.29180157,-0.40822715,-0.22880326,-0.4835385,-0.33111694,0.47587454,-0.33385035,-0.3735395,0.87306887,-0.28601384,4
-0.22130463,0.74879026,0.086043246,-0.18925439,-0.4108159,0.5469081,0.20460057,1.9689202,-0.47978604,-0.26058686,-0.032335892,-0.32995677,-0.1773173,0.6478526,-0.5804176,-0.020524256,-0.20403558,-0.6108042,0.5359539,4
1.4711446,-0.049988844,0.07849721,-0.21638532,0.064927384,1.3177111,0.12767649,1.813594,0.6978882,-0.27433905,-0.5406266,-0.13543963,-0.33732885,-1.3895688,1.1991956,-0.4250679,-0.08164807,0.9498234,-0.654606,0
-0.09201882,1.5254538,-0.0037425868,-0.17897151,0.0037804022,0.4133015,0.035646446,0.28690436,0.53812623,-0.67404634,-0.44950002,-0.6578277,-0.5617017,1.0140785,-0.5756618,0.16716215,-0.5159215,-0.39478046,-0.42562225,6
1.3738809,1.1331923,-0.05278603,0.081398,-0.1985777,1.4748635,0.29084402,0.30751118,-0.08631732,-0.3568962,-0.32998747,-0.43146226,-0.41893744,0.2386615,0.13342626,-0.10497918,-0.375145,0.32016975,-0.0774888,1
0.14952254,-0.68459105,0.07118892,1.0540384,0.49339715,-0.4813849,0.094008416,-1.1585718,-0.3502468,-0.68172616,-0.84034073,-0.4380911,-0.6918123,-0.9081528,0.7670157,-0.3798021,-0.3991969,1.3619314,-0.7614808,3
-0.41454569,-0.015124161,0.15621439,-0.4583664,2.2737336,0.09031276,1.0649309,-0.9496557,0.0121893175,-0.884644,-0.8487568,-0.872597,-0.90364903,0.5748772,-0.4977861,0.63828546,-0.81989217,1.6657907,-0.65097487,2
0.43381,0.39955363,0.068818174,-0.48240888,0.09893956,-0.0047541596,0.594617,-0.38484204,-0.62399596,0.31846896,-0.044297084,0.7093585,0.27106345,-2.157818,1.7633333,-0.89456326,0.3562893,0.23179601,-0.6516531,5
0.97028404,1.384104,0.053247623,-0.28112805,-0.23490253,0.4036071,0.39493102,0.44387668,0.26710102,-0.5170964,-0.5924792,-0.45953664,-0.4576908,-0.08939066,0.19282234,0.37646356,-0.41072834,0.92721987,-0.33429635,2
3.041006,1.00128,0.0353629,-0.043440558,-0.0932696,-0.24083018,-0.065775,0.8453907,0.102465205,0.47471908,0.32585365,0.51078206,0.26023653,-0.78573847,1.1500776,-1.0446624,0.437849,-0.32605317,-0.4023619,1
0.85505456,0.21932617,-0.011150476,0.39063114,-0.018161826,1.0358847,0.23345801,-0.35237548,-0.37351376,-0.13457862,-0.045219522,0.044997744,-0.20073968,-0.5283929,0.74039656,-0.58950496,8.543208e-05,0.4620487,-0.38376445,3
-1.0211146,0.5838292,0.0055120066,-0.17556089,-0.1840029,0.5370007,0.0056413836,-0.75591123,-0.303669,0.08853748,0.16253307,0.25627047,0.107449554,-0.31771827,0.63316214,-0.85721415,0.20872375,-0.25593042,-0.36169022,6
-0.853838,-0.28663662,0.12584206,0.33498776,-0.4530957,0.25990164,-0.07933825,0.39280757,-0.6740339,0.36101794,0.3142843,0.24458557,0.31373596,0.83173215,-0.7164692,-0.05435338,0.21823685,-1.2196692,0.7418212,5
0.035465688,-1.1049213,0.07140144,-0.5415549,-0.3312744,0.358692,0.07650307,1.1415849,-0.1313653,-0.30404222,-0.23178801,-0.2905202,-0.3211424,0.37801212,-0.29382035,0.005524166,-0.25522062,-0.30299205,-0.48051167,2
0.77886456,-1.6661247,-0.07732112,-0.0013883114,-0.33208078,0.74208975,0.20408788,0.060205244,-0.046738364,-0.04522452,-0.009203613,-0.07873921,-0.24026889,0.3722411,0.37226164,-0.77369726,-0.13034083,0.11732198,-0.14519319,5
1.8980709,-1.0773115,0.14914319,-0.17537282,-0.17435077,0.29849043,0.0723379,0.90123886,0.046673197,0.0231268,-0.14132679,-0.009382664,0.13743797,-0.36196527,-0.21212974,0.62845,0.12367877,-0.95451415,-0.66441804,1
-0.14419258,-1.9373636,0.019749902,-0.7119059,-0.1737622,0.08879219,0.5717266,-0.63073534,-0.021926954,-0.09118746,-0.054881554,-0.13934682,-0.18681924,0.66901773,-0.27969745,0.07359379,-0.22544196,-0.5362518,-0.24705198,1
0.05882098,0.10379482,0.11208717,-0.3331895,-0.017837845,0.13485382,0.6166842,-1.0147562,-0.22332859,-0.46281597,-0.67916137,-0.47398493,-0.5341468,0.11927361,-0.37387383,0.63321096,-0.4631075,-1.0231532,-0.37623385,0
0.61426604,-0.5726703,0.103761144,-0.08789633,-0.11441521,0.51102614,0.33766124,-0.14831582,-0.1825676,-0.70063937,-0.7661759,-0.63303363,-0.8156663,-0.12133504,-0.1142316,0.40331066,-0.7454967,1.8320426,-0.2479313,1
1.2976222,0.33000925,0.05140768,-0.23795484,-0.062309295,2.1160464,2.838924,-0.7925962,0.014916554,-0.59694576,-0.7436702,-0.6646546,-0.70979697,-0.03795071,-0.2962741,0.83536583,-0.7137654,0.9531694,-0.3564708,6
0.2928128,-1.6903648,0.020866364,-0.37860274,-0.22752368,0.10258959,0.022122933,-0.45043066,-0.27957952,0.17164744,0.0948274,0.08818428,0.014786698,0.85224855,-0.34324962,-0.25466275,-0.054729093,-0.7129303,-0.035979487,5
-1.060015,0.7969689,0.013023548,-0.7837223,-0.068164214,-0.4825482,-0.1721699,-0.09159548,-0.08493576,-0.43863004,-0.53798306,-0.247371,-0.33796322,0.0057039484,-0.25238395,0.18719172,-0.2914839,-1.0702215,-0.36853635,1
-0.84083724,-1.0225964,-0.060505368,-0.30701244,0.020207949,-1.1351217,-0.07578035,-0.68581724,-0.12925145,-0.021939877,0.008696515,0.23857553,0.02849941,-0.5541819,0.69779116,-0.7101025,0.30002,0.05665925,-0.57452863,2
-0.043164298,1.3785493,0.01864411,-0.124789655,-0.10754752,0.34996358,-0.17179966,0.67584914,-0.27193427,0.11501263,0.12772855,0.10747515,0.066895135,0.06396874,0.43531945,-0.8302122,0.066122666,-0.52704906,-0.29206675,2
1.625611,0.6384046,0.03807865,-0.04700669,-0.21435189,-0.18611439,-0.18975917,1.1640058,-0.033989437,0.09184431,0.14664426,0.16512662,0.1421938,-0.3154408,0.4249249,-0.4026846,0.20057027,-0.47900844,-0.6042113,4
-0.057837598,0.84117675,0.039678417,-0.28694427,-0.16580495,-0.29518947,-0.053416386,-0.65681183,0.09079772,-0.49794003,-0.413852,-0.33152887,-0.3757906,0.7611528,-0.23911282,-0.13255103,-0.382125,-0.10680044,-0.2856257,1
-0.109960206,0.29785112,0.09086525,0.32474405,0.3376177,0.41836432,0.28511825,0.10021322,-0.059363045,-0.47729167,-0.49344864,-0.50087065,-0.5300607,0.0025195405,0.40229794,-0.5028872,-0.3846943,1.6146324,-0.41442227,2
1.2197874,0.95888543,0.026120588,0.089325696,-0.4301767,0.113122,0.2703658,1.3279525,-0.20037076,0.09498057,0.17554387,0.11599129,0.064361565,-0.02004496,0.21559525,-0.25402293,0.10662821,-0.24875619,0.082944915,3
0.37891594,1.4386085,0.09233389,0.10238466,-0.22688457,0.72445893,0.12001454,1.0428946,-0.22361526,-0.26343447,-0.20413621,-0.13342677,-0.047808558,-0.47933784,0.15964416,0.3921001,-0.12750804,0.041563798,-0.12681341,1
0.4016576,0.86180764,-0.03628324,-0.18425368,-0.1641467,-0.15770921,-0.20987839,2.3071632,0.67780095,0.17861323,0.25142682,0.14463362,0.00014869124,0.30770844,0.25144392,-0.6842888,0.17325349,-0.9782926,-0.62841386,5
-1.5223234,-0.035514414,-0.048565466,-0.22507598,-0.08057764,2.004784,-0.13526344,0.24719745,-0.43820733,-0.42851964,-0.37604263,-0.3172307,-0.39741525,0.38153613,-0.005955972,-0.48148304,-0.36094984,0.0076551326,-0.28403047,5
-1.1437252,-0.7012011,-0.14520879,-0.22139262,0.1603042,1.6167549,-0.012586549,-1.2235725,-0.4981619,-0.38691258,-0.34753212,-0.16891472,-0.29606605,0.15604512,0.28094962,-0.41215608,-0.19205204,-0.3161839,-0.39405245,1
-0.311444,0.857113,0.15254718,-0.5602564,-0.055972636,-0.37695605,0.13450679,0.35709685,-0.074436896,-0.7387805,-0.6332961,-0.6273024,-0.64698577,0.5605047,-0.8345026,0.8170153,-0.7658188,-0.010339778,0.34568524,0
-1.1500233,0.9180038,0.034625404,1.2969793,0.016491823,0.36570057,-0.20713025,0.3686124,-0.062148735,0.6131703,0.69824845,0.5276547,0.44112667,0.38022634,0.22266372,-0.8476616,0.62996733,-1.0549363,-0.4244564,5
-0.7298647,-0.41484278,0.016763583,0.4733882,-0.042529047,-0.019697864,0.018459179,-1.1137009,-0.27764925,-0.7702248,-0.68419117,-0.740836,-0.7195123,1.1595916,-0.6727365,0.12049445,-0.75487286,1.2795612,-0.048586257,6
1.0246601,-1.3579098,0.059118293,1.261314,-0.032184675,-0.44986406,-0.0021138936,-0.16456386,-0.054441474,-0.2877065,-0.3082665,-0.34446767,-0.41806355,0.0415475,0.13995479,-0.07180876,-0.35736594,0.48474452,-0.19580123,5
-0.33677897,1.4633174,-0.019035041,0.045152854,-0.27093592,-0.2866117,-0.13900775,-0.3731331,-0.2316669,0.020191556,0.20468831,0.099307485,0.15912059,0.6947509,-0.3094233,-0.44447628,0.033324797,-1.0519305,-0.018819459,6
-0.57244915,0.97182024,0.032114364,0.17430364,-0.2091668,-0.4755251,-0.10398353,-0.2124739,-0.13044003,-0.1773673,-0.20619933,0.124291845,-0.08097529,-0.5573688,0.6584628,-0.5884818,0.022784349,0.030702256,-0.6074614,2
0.63969976,-0.17685378,0.029191837,-0.35239422,-0.18958929,0.44418916,0.025214123,0.49024317,0.14531355,0.06080415,0.113986745,0.1282624,0.027383469,-0.07681952,0.32848838,-0.55025315,0.12649661,-0.71094984,-0.63104343,2
-1.0410368,-0.25140026,0.07728159,-0.4747615,-0.1607889,0.43113828,-0.34141764,0.5338498,-0.2620106,-0.52078736,-0.4014676,-0.44473556,-0.23064569,0.93277764,-1.1417072,0.5872611,-0.52107227,-0.79329574,0.15173823,1
0.66451895,0.6424428,0.050780863,-0.0999195,-0.07838288,-0.3779846,0.114476375,-0.3374919,-0.18840146,-0.13977194,-0.103255324,0.025990408,-0.15826476,-0.037810184,0.380388,-0.5726958,-0.05405469,0.29562566,-0.3144577,2
-0.9888265,-0.083302036,0.019179225,-0.36978173,-0.2344324,-0.51765245,-0.12757525,1.6859376,0.51562655,0.3324856,0.2630097,0.33720374,0.14992839,-0.30111426,0.7092267,-0.78587806,0.35868782,-0.646175,-0.66666245,0
-0.25444472,-2.2272072,-0.031481847,-0.0048393384,0.053965554,-0.44698802,0.08434562,-0.74530506,-0.26630643,0.009141475,-0.14104839,-0.037698295,-0.19410744,-0.6770101,0.60910934,-0.3485613,-0.0500261,0.002027139,-0.47101212,5
0.06732183,-0.105044015,-0.08048223,0.15249118,-0.46059135,1.7547622,-0.14373982,2.2559688,1.0899618,0.18045777,0.3059284,0.089907184,-0.017026957,0.6414577,0.062125064,-0.71042836,0.20487165,-0.99630845,-0.79477626,0
-0.7492224,-1.6835659,0.016418211,0.042682998,-0.18583032,0.20672365,-0.26301098,1.2458098,0.44411117,-0.14037664,-0.12223258,-0.17515339,-0.27918032,-0.060894437,0.45408207,-0.8301888,-0.0513375,0.51040936,-0.6360801,0
1.0103215,-0.8760503,-0.028177682,0.5441031,0.10521826,1.3308971,-0.14950639,1.6566947,0.2204526,-0.29888287,-0.09594084,-0.45482746,-0.37898397,1.1439993,-0.6719026,-0.15916914,-0.4117317,-1.4062513,-0.4524011,1
-0.05791053,-0.40426847,0.027754083,-0.06513859,-0.07216616,-0.05883326,0.21415678,-0.32979295,-0.111792766,-0.5156207,-0.55277795,-0.5300293,-0.6677396,0.48874497,0.03693755,-0.3055228,-0.5721643,1.2463242,-0.14439583,1
0.080654554,0.5271302,-0.01814891,0.54805344,0.25763524,-0.014209032,0.25493875,-1.6856196,-0.59131205,0.09465751,0.20083815,0.4995838,0.2072021,-0.29767817,0.6101912,-0.91169614,0.36069217,-0.3180852,-0.4998994,0
1.7876843,-0.41999695,0.14609858,-0.45349836,-0.24243382,-0.40521815,-0.088744976,0.79084796,0.102719985,-0.60357416,-0.49117273,-0.52761346,-0.3151496,0.5846275,-1.1516992,1.0304887,-0.5743441,-0.63245034,0.6113438,4
1.2551115,-1.217237,-0.06578845,-0.22622062,-0.115884036,0.7903676,-0.032675985,-0.38225675,0.0039859973,-0.32429144,-0.5006517,-0.11269394,-0.40507382,-0.83185375,0.72694284,-0.33374473,-0.15349093,0.21720962,-0.73037213,3
1.8010566,0.909104,0.10744514,-0.23652585,2.5508316,0.0053170808,-0.18815956,0.9761373,0.13355368,0.5216509,0.5708168,0.574748,0.3745517,-0.6038321,1.2898432,-1.3862233,0.6311411,-0.34005547,-0.46460158,2
-0.018601716,1.3381004,-0.11523159,-0.53418636,-0.19751468,1.2071408,0.20369428,-0.8316626,-0.47153807,-0.14831203,0.04411311,-0.1676461,0.089963906,0.5176655,-0.5928368,0.21990198,-0.13604619,-1.3125585,0.20587096,0
0.19509,1.5225953,-0.017080907,0.54389715,-0.06403872,0.19684942,0.03805114,1.5919688,0.4871048,-0.08894344,-0.045049854,-0.078662954,-0.1573286,0.047658857,0.35985488,-0.41335154,0.020453464,-0.17167656,-0.5498794,1
-0.73933434,-0.1276682,0.16254252,-0.27939862,-0.24049228,0.1010499,0.33468226,-0.47413275,-0.30163425,-0.5950842,-0.62287116,-0.61714745,-0.64148206,0.54757357,-0.65330416,0.7333525,-0.7572662,0.50694275,0.28339532,4
1.084699,-0.275527,0.08607868,1.3597739,-0.5175991,0.022207571,0.07637651,1.0486058,-0.0008241646,0.7700103,0.711848,0.6506023,0.5789248,-0.033420824,0.37012967,-0.6135013,0.63690084,-0.70941335,-0.16194314,5
0.15521987,-0.6660171,0.037745558,-0.14748685,-0.2726276,0.9986712,0.2641916,-0.8519378,-0.20459267,-0.3279837,-0.49783695,-0.20272082,-0.5093542,-0.7123108,0.5261324,-0.027107127,-0.21305439,0.105937034,-0.7000392,2
0.6619392,-1.572588,-0.10926429,-0.012219749,0.069865204,-0.50939596,-0.106448255,-0.9031844,-0.24837065,-0.24573131,-0.139298,-0.23418878,-0.24187568,0.81210995,-0.2794329,-0.3405656,-0.20716426,-0.15565388,-0.21317863,6
-0.23022413,-2.1651373,-0.043655656,-0.5117979,0.54082,0.09437917,0.84487313,-1.009044,-0.14058372,-0.4491546,-0.34286866,-0.3835194,-0.55712605,0.326634,0.17050919,-0.47284147,-0.35800877,0.54125977,-0.44120213,3
0.40005484,-0.96219885,-0.06100203,-0.20864353,-0.05307199,1.2178543,0.18035734,-0.17952755,-0.46787345,-0.3127047,-0.541985,-0.029889092,-0.44495085,-0.9019719,0.74667656,-0.17840293,-0.27021274,-0.12262212,-0.63517636,1
0.48147467,0.85037225,-0.029354533,-0.047476955,0.22503223,0.11177157,-0.14539668,0.6440272,0.8623275,-0.34702712,-0.4167858,-0.38829145,-0.48209965,0.5040673,0.048829056,-0.3076338,-0.36080715,0.29898337,-0.58065116,1
-1.1918396,-0.36360946,0.06424172,-0.45532656,-0.20900741,0.07421319,0.19999671,-0.18708816,0.11547125,-0.7260135,-0.9496934,-0.683935,-0.86176986,-0.08561104,-0.38606912,0.69463223,-0.6783775,-0.18321617,-0.84587264,0
1.7660085,-0.055190116,0.12500203,-0.17679387,0.18689933,0.695148,1.6719917,-0.5814283,-0.03970013,-0.653735,-0.86407083,-0.6106026,-0.88009137,-0.29432082,0.04746843,0.36620292,-0.70724064,1.932282,-0.7084488,5
0.39022097,1.3635534,0.031339683,1.9202639,0.30863565,2.4421227,0.86918867,1.6574674,0.02723245,-0.2303312,-0.07597467,-0.02796955,-0.05272504,-0.7115793,0.79581183,-0.4524892,0.058802303,0.5390376,-0.2712308,3
1.5518705,0.63000536,0.06286081,0.4161827,-0.49677393,0.6157297,0.8680349,1.0345916,0.29220474,-0.37146512,-0.49291623,-0.32217968,-0.37335363,-0.9746046,0.6045025,0.2735963,-0.21700305,1.0342822,-0.5372241,6
