Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
0.9997536,0.9995967,0.9875932,-0.99619323,0.9986968
0.99278605,0.9911164,0.9205768,-0.9654602,0.97916675
0.99923843,0.99898875,0.97878486,-0.9931839,0.99702317
0.99900776,0.99877536,0.9767237,-0.9924682,0.99661857
0.9972341,0.99670863,0.96309835,-0.9844259,0.9911315
0.9973646,0.9959716,0.9505161,-0.9839414,0.9899359
0.99972624,0.9996145,0.986793,-0.995869,0.9986191
0.9894655,0.9889316,0.9097883,-0.96215487,0.9774404
0.99980825,0.99975955,0.9896203,-0.99800754,0.99917847
0.9903596,0.9900786,0.9162299,-0.96163404,0.9789583
0.99902016,0.9987459,0.9739178,-0.9913196,0.995514
0.9996924,0.9996069,0.98816496,-0.99673414,0.9986488
0.99980956,0.99976623,0.99118,-0.9981045,0.9991276
0.9991897,0.99919474,0.98340565,-0.99307525,0.99759203
0.99941385,0.9992445,0.9800865,-0.9950738,0.9973813
0.99845433,0.9981823,0.9690706,-0.98893404,0.9950723
0.99701786,0.99650687,0.9588799,-0.9810578,0.9912124
0.9977301,0.9975548,0.95747894,-0.98607355,0.9929984
0.99731624,0.9968765,0.95646197,-0.98313135,0.99181575
0.9979713,0.9976903,0.9629163,-0.98633003,0.9945656
0.99636275,0.99581283,0.9562928,-0.97924185,0.9899152
0.9986432,0.9982901,0.97112143,-0.98928905,0.9950424
0.999772,0.99964833,0.9883878,-0.9966861,0.9987047
0.9988656,0.99866986,0.9748392,-0.9913321,0.9960314
0.9988739,0.9985209,0.9739607,-0.9913615,0.995614
0.99897665,0.99898374,0.97837,-0.9925572,0.99685895
0.9993086,0.9991342,0.9790819,-0.9939869,0.9975285
0.9985664,0.9979837,0.96612585,-0.9875539,0.9943074
0.99834216,0.99795914,0.97031146,-0.99084914,0.99485487
0.9992891,0.9990951,0.98253137,-0.99332994,0.99727094
0.99851626,0.9983221,0.9711325,-0.98923963,0.9955323
0.9996114,0.99954486,0.9888527,-0.99598897,0.9983975
0.9981695,0.9978213,0.9670123,-0.9873988,0.99334216
0.99739003,0.99623835,0.9532737,-0.98186994,0.99116385
0.9995678,0.9994595,0.9867767,-0.9951654,0.9984613
0.9995242,0.99947774,0.9846693,-0.99516094,0.9983671
0.99745345,0.996992,0.958067,-0.9856577,0.99274826
0.99932677,0.9990985,0.9808846,-0.9934788,0.9975353
0.997693,0.9971824,0.96715385,-0.9821998,0.9927681
0.99812853,0.997865,0.96647286,-0.98677975,0.99339867
0.99971324,0.99955624,0.9878145,-0.99609554,0.99868137
0.9970195,0.99628776,0.9487942,-0.98117816,0.99172425
0.99812573,0.9978604,0.9665267,-0.9886684,0.9943518
0.9983298,0.9978807,0.96425265,-0.98998046,0.99422705
0.9988628,0.99877495,0.9741232,-0.9913513,0.9963734
0.9986328,0.99843794,0.97445035,-0.9891215,0.9963887
0.99531525,0.9946609,0.9442962,-0.97769004,0.988142
0.9989886,0.9987834,0.9731254,-0.99206346,0.99663633
0.9943831,0.9931004,0.9310017,-0.97040284,0.9840557
0.998621,0.9981395,0.96964,-0.9908269,0.99527055
0.9986691,0.9983718,0.9711213,-0.98924804,0.9957106
0.99825513,0.9977384,0.96353185,-0.9874187,0.994074
0.9964664,0.99563473,0.9482198,-0.9796817,0.9895979
0.99925023,0.9989966,0.98342353,-0.99317825,0.9971164
0.99954534,0.9994367,0.986927,-0.9956298,0.9982725
0.9999228,0.9998825,0.99452704,-0.9983891,0.9995326
0.9985544,0.9979315,0.96515316,-0.9893435,0.9943526
0.99842674,0.99803126,0.97041357,-0.9888168,0.99501497
0.9955268,0.9946711,0.9380902,-0.9760116,0.988173
0.99590653,0.99496394,0.9461799,-0.97748554,0.98869675
0.99647,0.9953116,0.9458325,-0.97654593,0.98933315
0.98977965,0.9882154,0.90871817,-0.958054,0.9744686
0.9973076,0.99690825,0.9586083,-0.98379886,0.9928065
0.9993664,0.99893844,0.9820509,-0.9935024,0.9973195
0.9994817,0.9993691,0.9840666,-0.9951848,0.9979317
0.99983543,0.99976325,0.99029076,-0.99735385,0.99919593
0.9861965,0.98533684,0.90469635,-0.949924,0.9721716
0.9992104,0.9989283,0.98069453,-0.9925004,0.997017
0.99308664,0.9906416,0.9252526,-0.9652948,0.9813534
0.9996667,0.99955434,0.98643535,-0.9953397,0.9982799
0.9991738,0.9991028,0.9799211,-0.9938791,0.99731725
0.99933773,0.9991516,0.9811719,-0.9941646,0.9971645
0.99821895,0.9981251,0.96945333,-0.9886522,0.99507934
0.99951786,0.9993738,0.9845552,-0.9957467,0.9982606
0.99925935,0.999143,0.97985774,-0.9923335,0.9974282
0.9968076,0.99667853,0.9550823,-0.98487145,0.9913111
0.9955888,0.9948403,0.93898034,-0.9768763,0.9876503
0.9995645,0.9995664,0.98584425,-0.99609655,0.9985499
0.99861264,0.99846154,0.9707603,-0.9891971,0.99553597
0.9975692,0.9971092,0.96414787,-0.9856267,0.992293
0.99898803,0.99873406,0.97239256,-0.991647,0.99632317
0.9995939,0.99951047,0.9869998,-0.9957059,0.99862105
0.99802905,0.9975594,0.9670278,-0.9880301,0.99432606
0.99916106,0.99888235,0.97873205,-0.9918906,0.9966244
0.999845,0.9997803,0.9907383,-0.9976208,0.99918324
0.99936795,0.9991036,0.9804955,-0.99436384,0.99744284
0.9971885,0.9967842,0.95509213,-0.98355603,0.9919358
0.99831283,0.9979735,0.96662605,-0.987829,0.99469405
0.99975544,0.99965954,0.98985976,-0.997021,0.99887764
0.9897452,0.98807675,0.9052201,-0.9630082,0.9758768
0.99922466,0.9990661,0.9788883,-0.99416065,0.99713075
0.99799144,0.9978252,0.9656551,-0.9885127,0.9937903
0.9997092,0.9995874,0.9878539,-0.9962845,0.99859565
0.99480325,0.99448836,0.93703675,-0.97822434,0.9884839
0.99892795,0.9989426,0.9778769,-0.99225074,0.99617875
0.9999138,0.9998663,0.99372256,-0.9984559,0.99943763
0.99931526,0.9992643,0.9814617,-0.9940413,0.99802655
0.9982266,0.9978964,0.9673904,-0.9867079,0.9940194
0.9984358,0.9982933,0.9711529,-0.9900377,0.99508375
0.9993622,0.99928045,0.9838729,-0.9950296,0.99793756
0.99915886,0.99892104,0.97646177,-0.9923143,0.9969851
0.9994638,0.9992867,0.9816523,-0.995292,0.9977743
0.99778366,0.99742126,0.9582998,-0.98561245,0.99372643
0.9981659,0.9976138,0.9611365,-0.9855893,0.99318117
0.9998318,0.9998301,0.9928975,-0.99787605,0.99935657
0.9988181,0.99851096,0.96939045,-0.99103796,0.9954803
0.999666,0.99961317,0.9887855,-0.9967752,0.99855274
0.99931675,0.9991733,0.98253626,-0.99369377,0.99757725
0.9922304,0.9916641,0.92778623,-0.9658524,0.9813748
0.9990208,0.998887,0.9757935,-0.992479,0.99696946
0.99673027,0.9963334,0.9570113,-0.9813821,0.9910626
0.99968976,0.9996764,0.9884502,-0.99653184,0.9988012
0.99913335,0.9987622,0.977362,-0.9920263,0.9966043
0.9935886,0.99199,0.9299158,-0.969735,0.9841949
0.9992895,0.9991623,0.98142874,-0.9936158,0.9975282
0.99892735,0.99856114,0.9755825,-0.99203724,0.9962796
0.9995203,0.9993672,0.9824223,-0.99497694,0.99776894
0.99951607,0.99940103,0.9848984,-0.9948796,0.9981395
0.99921477,0.9989846,0.97688293,-0.99391687,0.9970354
0.9972368,0.99621636,0.95229656,-0.9815755,0.9917473
0.99844515,0.9981906,0.9670028,-0.99026936,0.99479765
0.9998991,0.99986875,0.9936423,-0.99865454,0.9995177
0.9996913,0.9995426,0.98799056,-0.9960624,0.99858135
0.9999734,0.99995494,0.9973322,-0.99947655,0.9997911
0.9988237,0.9982705,0.9694775,-0.9892648,0.9947848
0.99725664,0.9963258,0.9505883,-0.9845862,0.99132776
0.99960893,0.99950296,0.9872164,-0.9957003,0.9984706
0.99752724,0.99680763,0.95773757,-0.98375577,0.99225205
0.9999221,0.99987644,0.99308467,-0.998413,0.9994734
0.9994831,0.9991699,0.9826384,-0.9940984,0.99771154
0.99869674,0.99846387,0.97311276,-0.9904256,0.99544084
0.9993939,0.9993476,0.9824961,-0.9950049,0.9978812
0.9970774,0.9970733,0.9558508,-0.98232687,0.99235106
0.99991673,0.9998406,0.99215233,-0.9987942,0.9993812
0.9996009,0.99947685,0.9859079,-0.99621886,0.99817723
0.9990491,0.9988005,0.9784765,-0.9927794,0.9967501
0.99905074,0.99891675,0.97836787,-0.99227256,0.99714494
0.99906677,0.9988153,0.9781011,-0.9908941,0.99637115
0.99989164,0.9998414,0.99274147,-0.99844337,0.99946934
0.99902296,0.9988051,0.9764418,-0.99331313,0.996927
0.99986345,0.9998464,0.9919323,-0.99824685,0.99942297
0.99894685,0.9987366,0.9763044,-0.99236834,0.9965626
0.9999257,0.99989825,0.9954427,-0.99863666,0.99952674
0.9967486,0.9961197,0.95323455,-0.9787544,0.9902663
0.99664885,0.99537253,0.95049274,-0.9790468,0.98925406
0.99721134,0.996965,0.9580238,-0.98318565,0.99289745
0.9995854,0.9993938,0.98521733,-0.9952961,0.99816364
0.9978821,0.9978073,0.9654996,-0.9875029,0.9941124
0.9998375,0.9997691,0.9916969,-0.9981361,0.99915224
0.9991155,0.9989798,0.9753023,-0.9933284,0.9967654
0.9991799,0.9988783,0.9752184,-0.9932122,0.9968592
0.9955618,0.99446124,0.9436515,-0.97285324,0.9873803
0.9955795,0.99497706,0.9462736,-0.9728391,0.98692536
0.99638456,0.9955851,0.94617456,-0.9825167,0.9903506
0.99458355,0.9933086,0.92928934,-0.9735084,0.98608387
0.9997673,0.9996741,0.98919445,-0.99706364,0.9989317
0.9975952,0.99721974,0.9623776,-0.98649436,0.9928346
0.9975665,0.9972514,0.9612212,-0.9861778,0.99299
0.99592805,0.9953028,0.9490095,-0.97830296,0.98822737
0.99965084,0.9995585,0.9864924,-0.99618626,0.99872875
0.99929225,0.9992059,0.979909,-0.9942758,0.9972453
0.9939956,0.99327415,0.9316723,-0.96956486,0.985064
0.9994226,0.99921054,0.9829184,-0.9941696,0.9975659
0.9993316,0.99911034,0.9807194,-0.99183893,0.99712074
0.9998088,0.9997532,0.9914722,-0.9976585,0.9991684
0.99876904,0.99861443,0.97500867,-0.99098563,0.9960147
0.99831486,0.9984329,0.9733445,-0.9896424,0.9956697
0.99978966,0.99969745,0.98985225,-0.99749744,0.99900585
0.99309593,0.99290836,0.9286538,-0.9669725,0.98462576
0.999281,0.99912554,0.97958916,-0.9943378,0.9972007
0.9985545,0.997826,0.96739346,-0.9886616,0.9940201
0.9947748,0.9934671,0.9258991,-0.972293,0.98522
0.9980723,0.99746305,0.96298283,-0.98769295,0.9940599
0.9976926,0.99717987,0.9595186,-0.9864731,0.9925626
0.999301,0.999054,0.9814202,-0.9927332,0.99715245
0.98971,0.9897608,0.9246458,-0.96206486,0.97868747
0.9997244,0.9996687,0.98877233,-0.9967176,0.9988842
0.99922764,0.99916726,0.9789256,-0.9933591,0.996924
0.99926615,0.99887323,0.97969645,-0.99262947,0.9966975
0.998769,0.9985609,0.97235787,-0.99138945,0.9953794
0.9956983,0.99485403,0.934429,-0.9783315,0.9881489
0.9998985,0.9998484,0.99286145,-0.9985238,0.99944556
0.9988738,0.99833906,0.9753641,-0.9913471,0.99579394
0.998483,0.99778473,0.9636928,-0.98806477,0.994661
0.99953955,0.9993673,0.98212147,-0.99462646,0.9982195
0.99936384,0.9994373,0.984949,-0.99463135,0.9980514
0.9989846,0.9986579,0.97491336,-0.9919518,0.9959878
0.9985571,0.9980847,0.96646,-0.988001,0.99442726
0.9996742,0.9995448,0.98649746,-0.9960112,0.9987017
0.9979608,0.9976386,0.96300864,-0.9862163,0.9939888
0.9983604,0.9980006,0.96413976,-0.9892132,0.99451333
0.9996649,0.9996437,0.9880539,-0.9967817,0.99875355
0.99985254,0.99982005,0.991718,-0.99773663,0.9992474
0.99957716,0.99951655,0.9859276,-0.9959063,0.9983236
0.9957707,0.9947448,0.9446294,-0.9784162,0.98769933
0.9974143,0.99634284,0.9512766,-0.9839308,0.9918017
0.99924785,0.999127,0.9802764,-0.9927644,0.9970004
0.9969901,0.99668205,0.9558426,-0.9812884,0.99046
0.999781,0.9997361,0.9907528,-0.9969859,0.99910784
0.9987751,0.998288,0.97344226,-0.99154127,0.9959485
0.9990565,0.9989919,0.9772962,-0.99298793,0.99645144
0.9979796,0.99747235,0.95755696,-0.9886509,0.993645
0.9999693,0.99995875,0.99674284,-0.9993508,0.9997755
0.9947485,0.9942246,0.94308573,-0.97578794,0.9877134
0.9981056,0.9977037,0.9627013,-0.9873746,0.9939921
0.99915904,0.99893403,0.9764236,-0.99062485,0.9963504
0.9988208,0.99848294,0.97554153,-0.9904609,0.99634045
0.99712497,0.99662125,0.95470345,-0.98247075,0.9918638
0.99720997,0.99652255,0.9560337,-0.981487,0.991493
0.99947315,0.99939513,0.9853675,-0.99442935,0.9981332
0.99309695,0.99117213,0.92813945,-0.9685446,0.98221564
0.99936587,0.9991479,0.97960246,-0.9939833,0.99740696
0.99839044,0.998314,0.9721035,-0.9885543,0.9952259
0.9988843,0.9988292,0.97576976,-0.9903691,0.996939
0.9998488,0.9998149,0.99207073,-0.997734,0.9993553
0.9993805,0.9992471,0.98241335,-0.9942058,0.9974178
0.99957734,0.999493,0.985194,-0.9958295,0.99840134
0.999598,0.99943024,0.9839152,-0.995926,0.9980384
0.9985076,0.99830645,0.97040474,-0.99023885,0.9951305
0.99798536,0.9974716,0.9635354,-0.9868138,0.9935404
0.99945474,0.99921525,0.9803428,-0.99492264,0.99793476
0.9995025,0.99944925,0.9858521,-0.9947523,0.99810046
0.9990811,0.9988038,0.9791265,-0.9926887,0.9965514
0.99829227,0.9977545,0.96446294,-0.98797846,0.9946059
0.99808306,0.9975057,0.9684692,-0.9864174,0.9932071
0.9989615,0.9987531,0.9756018,-0.9923849,0.9960442
0.99685854,0.9961464,0.9523543,-0.9829327,0.99098766
0.9968542,0.9959975,0.952162,-0.98152304,0.98994666
0.99884343,0.99855363,0.97420603,-0.99205196,0.99635535
0.99913687,0.998973,0.97675246,-0.9937656,0.99704236
0.99681556,0.99634016,0.9563495,-0.983478,0.99175364
0.9987023,0.99854714,0.9720446,-0.990906,0.9965231
0.99804807,0.9973272,0.96222603,-0.98691064,0.99319553
0.9965983,0.9958952,0.9473058,-0.9776017,0.98947895
0.99898165,0.9985693,0.9727885,-0.9919276,0.9961217
0.9982846,0.99763924,0.96296376,-0.9890416,0.99381286
0.999466,0.9993138,0.98133945,-0.99491227,0.9977598
0.9987292,0.9985069,0.97242045,-0.991333,0.99586904
0.99880224,0.9985215,0.97267395,-0.9920889,0.9959688
0.99456555,0.99322754,0.9335961,-0.97361934,0.98463905
0.99978995,0.9997553,0.9900299,-0.99746424,0.9991508
0.9991143,0.998896,0.9766725,-0.9928124,0.99687773
0.99920076,0.99918634,0.9772289,-0.9937319,0.9970981
0.9986878,0.99846476,0.9733031,-0.99066544,0.99566686
0.9988659,0.99886227,0.9738521,-0.99218225,0.99667054
0.99873835,0.9985789,0.9757897,-0.98968893,0.9955988
0.99879265,0.9986021,0.97466534,-0.9910076,0.99612504
0.9983265,0.9980525,0.96760833,-0.98722255,0.994596
0.99949336,0.99944764,0.9862543,-0.9949434,0.99811536
0.9956585,0.995222,0.951326,-0.97793466,0.9890189
0.99886584,0.9985962,0.9695575,-0.98893476,0.99598205
0.99876845,0.99839514,0.97260594,-0.9910863,0.9958018
0.99895793,0.9989425,0.9775341,-0.99300253,0.9971652
0.99831134,0.99798286,0.964258,-0.98938763,0.9935594
0.9990474,0.9987554,0.97446156,-0.9915195,0.99607
0.9994061,0.9992689,0.98408,-0.99508333,0.9979683
0.9992277,0.9991118,0.97885,-0.9937395,0.9975003
0.99855566,0.9982591,0.9688538,-0.9905168,0.9955169
0.9978643,0.99741787,0.96647316,-0.9848562,0.9937064
0.9993516,0.99927413,0.9810715,-0.9951034,0.9979354
0.99844414,0.9983063,0.9647919,-0.9888758,0.9945551
0.9978373,0.99754876,0.96406615,-0.986013,0.9936342
0.997116,0.99657124,0.95939356,-0.9851911,0.992517
0.99919116,0.9987622,0.97523063,-0.992289,0.9968674
0.9991989,0.99871314,0.97610754,-0.9926707,0.99669945
0.99982023,0.9997066,0.99126816,-0.9971031,0.99900097
0.99891734,0.99863994,0.97138816,-0.9924683,0.9959334
0.9991717,0.99904174,0.98163474,-0.9928385,0.9971929
0.9996465,0.99954796,0.98647314,-0.9958691,0.9984703
0.99924827,0.9987381,0.9747938,-0.992411,0.99634594
0.9997369,0.99970037,0.98993397,-0.9968935,0.99898005
0.9982792,0.99800354,0.9665843,-0.98675126,0.99408174
0.999473,0.99938023,0.9837611,-0.9947049,0.99790305
0.99592227,0.99500173,0.94491225,-0.97755134,0.9865648
0.99927104,0.99906844,0.9797045,-0.99349785,0.9972306
0.9969088,0.9960139,0.95673543,-0.98017424,0.99054
0.9994159,0.9992477,0.9812185,-0.9944445,0.9976111
0.997961,0.9973512,0.9618071,-0.98670495,0.9931222
0.9998777,0.9998533,0.99348193,-0.99821264,0.9994122
0.9994426,0.9992833,0.9807837,-0.99381995,0.99755347
0.99845684,0.99773,0.96713805,-0.9883725,0.9942779
0.9994315,0.9992738,0.982421,-0.99454236,0.99750954
0.9983967,0.99815196,0.97125196,-0.9903378,0.9944748
0.99886423,0.9986988,0.9716035,-0.9921827,0.996554
0.9992546,0.9989055,0.9769386,-0.9932302,0.9972913
0.99845034,0.9981518,0.9691638,-0.99028426,0.9953156
0.99848807,0.998178,0.968302,-0.9899398,0.9954808
0.99915737,0.9988839,0.9751298,-0.99262697,0.9962247
0.9989634,0.9985605,0.97631747,-0.9914028,0.99640954
0.99926186,0.9989741,0.974039,-0.99437046,0.996902
0.9979871,0.99740523,0.9609575,-0.98807967,0.99366564
0.9987859,0.99843496,0.97193325,-0.9900819,0.9956698
0.9957869,0.9949463,0.94514763,-0.97900987,0.98861015
0.9947099,0.9933907,0.9261946,-0.97191477,0.98529476
0.9994711,0.99941576,0.98520625,-0.9952298,0.99823403
0.99831825,0.99798197,0.9717869,-0.9880619,0.9946918
0.9997944,0.99978,0.9912729,-0.9978651,0.99913883
0.99775857,0.997508,0.96177727,-0.9875742,0.99343157
0.99982965,0.99975383,0.99108917,-0.99782854,0.9990945
0.9997528,0.9996353,0.98745537,-0.9969498,0.99844044
0.99966633,0.9995922,0.98763764,-0.9967132,0.9984878
0.99122834,0.9898542,0.9169438,-0.9634067,0.9774533
0.99838394,0.9983446,0.970816,-0.9900737,0.9958754
0.99961567,0.9994158,0.98323524,-0.9959268,0.9983526
0.99970365,0.9996005,0.98822826,-0.99646693,0.9986181
0.9969467,0.99685967,0.9521852,-0.9846361,0.9924895
0.99936545,0.99912745,0.97953707,-0.994087,0.9975323
0.99984276,0.9998131,0.9929013,-0.9981389,0.9992541
0.9999255,0.9998974,0.994228,-0.9986157,0.99955326
0.99763554,0.9970907,0.95696884,-0.98411745,0.992293
0.9945482,0.9937795,0.9393911,-0.9678087,0.9844775
0.9974329,0.9963096,0.9556596,-0.9841261,0.99164546
0.9994318,0.99918413,0.9811525,-0.99346966,0.99753267
0.998257,0.9978406,0.96798354,-0.989244,0.99546444
0.9987611,0.9986988,0.9732249,-0.9918828,0.99661076
0.99923444,0.9989904,0.98007685,-0.9940749,0.9970961
0.9962858,0.9952835,0.94168735,-0.97870004,0.98911643
0.99829584,0.99788886,0.9656176,-0.9892088,0.99431247
0.99409086,0.9932811,0.9368532,-0.9707926,0.9842804
0.99928254,0.99895966,0.9803623,-0.9921412,0.9970626
0.99926776,0.9991549,0.9806983,-0.9938087,0.9973935
0.99807966,0.9975589,0.960203,-0.9897997,0.9939512
0.99914354,0.9986826,0.97566336,-0.9932104,0.9967292
0.9992485,0.99918115,0.98304856,-0.99444914,0.99761975
0.9987983,0.99859226,0.97242004,-0.9903416,0.99582785
0.99936205,0.9993473,0.9826547,-0.9944186,0.9979296
0.9985428,0.9980743,0.9680526,-0.9880324,0.9948774
0.99865115,0.998114,0.9674394,-0.98935866,0.9946076
0.9970244,0.9967271,0.9550577,-0.9821319,0.99134815
0.9996607,0.9995917,0.98622274,-0.9961098,0.9986682
0.9990755,0.9989469,0.9793898,-0.9933414,0.99699336
0.99865437,0.9985607,0.97423446,-0.991295,0.99625707
0.99929184,0.9990444,0.9804932,-0.99280304,0.99723834
0.9986849,0.9984745,0.97596544,-0.99061835,0.99575055
0.99955237,0.99932045,0.9822519,-0.99445456,0.9974075
0.9992842,0.9989843,0.9790526,-0.9938566,0.99754024
0.9993597,0.9991628,0.98096645,-0.99451685,0.99748874
0.99992627,0.9998857,0.99376756,-0.9985984,0.9995282
0.999136,0.99868435,0.97660863,-0.9917565,0.9962135
0.99808323,0.99785125,0.9684956,-0.98821986,0.99484193
0.9990888,0.9988878,0.9739826,-0.99327946,0.99630475
0.99970615,0.99967694,0.9889191,-0.996362,0.99890405
0.9992814,0.9990133,0.97747886,-0.9925358,0.9968827
0.9963165,0.99557656,0.94921815,-0.9781072,0.98907495
0.99967426,0.9995831,0.9867604,-0.9963917,0.9988219
0.99939245,0.99922085,0.981693,-0.9942365,0.99774706
0.99316424,0.9919452,0.92847085,-0.9673799,0.9847604
0.99951696,0.999277,0.9805572,-0.99515116,0.99812305
0.99902433,0.9988427,0.97370964,-0.99297154,0.9962539
0.9989705,0.9988702,0.9747721,-0.99165154,0.9967396
0.99978423,0.9996978,0.9874259,-0.99692434,0.998955
0.9988807,0.9987225,0.9757958,-0.9916177,0.9964681
0.99705935,0.9965719,0.9582749,-0.98375744,0.9914938
0.9991175,0.99872786,0.9764005,-0.9920481,0.9966932
0.9998484,0.99975854,0.9909491,-0.9979025,0.99917585
0.99986935,0.9998175,0.99186486,-0.9980093,0.9992228
0.9992175,0.9989862,0.980772,-0.99336964,0.99686784
0.99906236,0.998595,0.97328997,-0.99194354,0.99601704
0.9990091,0.99890524,0.9788809,-0.9927574,0.9966886
0.99512595,0.99487436,0.9467562,-0.9801208,0.98811567
0.99971265,0.99965876,0.98889893,-0.9971315,0.9988408
0.9995578,0.99937576,0.9817568,-0.99491674,0.99793464
0.99293745,0.9919257,0.9308078,-0.96864414,0.98398936
0.9983192,0.9979488,0.9685799,-0.98769945,0.9947612
0.9988254,0.9985638,0.9729025,-0.9905962,0.99592376
0.9997233,0.9997209,0.98944145,-0.9972916,0.9989369
0.9948842,0.9940963,0.93518287,-0.9736685,0.986222
0.99864596,0.9982514,0.97072816,-0.98979634,0.9954818
0.9986011,0.9978668,0.96866053,-0.9887967,0.99424636
0.99631244,0.99507993,0.94670016,-0.97960454,0.98939973
0.99636453,0.9952583,0.94674975,-0.97992575,0.9901883
0.9978279,0.9972998,0.9623281,-0.9859561,0.99348617
0.9994005,0.9992533,0.98118764,-0.9949767,0.9975793
0.99950397,0.99927115,0.98269624,-0.9942636,0.99763757
0.9989134,0.99865144,0.97278047,-0.9911676,0.9957406
0.9953625,0.9942655,0.936428,-0.9762179,0.9864205
0.99900144,0.99879,0.9752809,-0.9916328,0.99631155
0.999648,0.9995305,0.98661494,-0.9960833,0.9984539
0.9997845,0.9997043,0.9897834,-0.99731255,0.9989476
0.9996645,0.99953264,0.9833434,-0.99615353,0.9982923
0.9957846,0.99463654,0.94784737,-0.97683465,0.9891239
0.99827355,0.99795693,0.9709194,-0.9873489,0.9941777
0.9994301,0.9992018,0.981161,-0.99377537,0.997623
0.99989945,0.9998385,0.9941486,-0.99812466,0.9994259
0.99913377,0.99899733,0.9788608,-0.9933087,0.9969386
0.9992712,0.9989707,0.9776788,-0.9930337,0.99712837
0.9994594,0.9994748,0.9838427,-0.99472517,0.9980247
0.99857855,0.99812955,0.9710328,-0.9891714,0.9956129
0.9983832,0.9982032,0.9693479,-0.98924524,0.9950737
0.9966576,0.9963748,0.9514053,-0.9814585,0.9905756
0.99983007,0.9997611,0.9906336,-0.99793005,0.9992674
0.99464405,0.9939796,0.94428855,-0.9742041,0.98718816
0.9971829,0.996908,0.9640194,-0.98144704,0.9925108
0.99918,0.99905545,0.9788302,-0.99375814,0.9972895
0.99994224,0.99993366,0.9959933,-0.99899346,0.99969447
0.9984098,0.9979492,0.9654705,-0.98891383,0.99470365
0.99865234,0.9985786,0.9721355,-0.9909185,0.99570775
0.9985602,0.9981792,0.97135097,-0.98846585,0.9953667
0.9976064,0.9971114,0.9564318,-0.9865852,0.9918451
0.99897075,0.998835,0.9773013,-0.99173415,0.9968822
0.9996692,0.9996434,0.9871747,-0.9965229,0.9987887
0.99981505,0.9997689,0.9915244,-0.99733245,0.9990835
0.9977081,0.9975545,0.9629095,-0.98784524,0.99401665
0.99881834,0.9982676,0.96631515,-0.98891425,0.99498487
0.9965436,0.99598396,0.9524159,-0.98082477,0.9898043
0.9981616,0.997602,0.9644954,-0.98601454,0.9937266
0.99841994,0.99813145,0.9659995,-0.98867226,0.9947571
0.9999404,0.99991703,0.9949818,-0.99895734,0.99960077
0.99934644,0.9991979,0.9821248,-0.9945654,0.9976881
0.9990905,0.998869,0.9752951,-0.99145865,0.99669456
0.99988896,0.99985474,0.9938342,-0.99831766,0.9994074
0.9983166,0.99787104,0.9635557,-0.98817086,0.9942674
0.99992436,0.9998982,0.9944758,-0.99867153,0.9996031
0.99989223,0.9998514,0.99331474,-0.9985701,0.9995076
0.99223024,0.9914469,0.91969573,-0.9696028,0.98252195
0.99894124,0.9988283,0.9778171,-0.9933342,0.9965609
0.9997436,0.99967515,0.9890414,-0.9968756,0.99875975
0.9967861,0.9962058,0.95056754,-0.9826786,0.99082804
0.99945045,0.9991596,0.98274,-0.99447757,0.99735737
0.99905276,0.9988679,0.97839415,-0.9931517,0.99615926
0.9969486,0.9962303,0.9568199,-0.9832954,0.99075794
0.99584013,0.9952004,0.9523571,-0.9782929,0.9896518
0.99844223,0.9981021,0.9719988,-0.9898146,0.9955012
0.9998405,0.99978983,0.99141073,-0.99761945,0.99928147
0.99976665,0.99968266,0.9887897,-0.9971446,0.9989734
0.99957097,0.9994742,0.98625803,-0.9959349,0.9982495
0.9979906,0.99764365,0.9653393,-0.9860086,0.9934073
0.9996113,0.9994751,0.9865475,-0.9954782,0.99835926
0.99895144,0.9988445,0.9767913,-0.99185675,0.99664295
0.99762887,0.99720067,0.9588461,-0.98755866,0.9934076
0.998422,0.99786645,0.9715233,-0.9882102,0.9949343
0.99748194,0.99665374,0.9570134,-0.98489547,0.99213165
0.9992437,0.99902976,0.9785201,-0.99435204,0.9973159
0.9992325,0.99899673,0.9748306,-0.9938468,0.99713326
0.99897736,0.9987411,0.9734447,-0.9916323,0.9962387
0.99916244,0.99903476,0.9782296,-0.99353933,0.9970157
0.99106014,0.99022615,0.92234594,-0.960798,0.98005766
0.99890494,0.99843454,0.9726308,-0.99120307,0.99560106
0.9986855,0.9984565,0.97625643,-0.9880926,0.99594265
0.99898255,0.9987176,0.97350484,-0.99105734,0.9962924
0.99849313,0.99815613,0.9667837,-0.9904935,0.99544233
0.9994313,0.9992592,0.9827845,-0.99373645,0.99735487
0.99975026,0.99960166,0.98828185,-0.9967244,0.9986135
0.9994312,0.99926937,0.980698,-0.9941627,0.9975987
0.99474573,0.9938968,0.9371222,-0.97311723,0.9853345
0.99962497,0.9995365,0.98593575,-0.99627405,0.99863863
0.99932957,0.99920803,0.98474145,-0.99362993,0.9970777
0.9985103,0.99812615,0.97138226,-0.98867434,0.99540746
0.9993069,0.99889237,0.9779089,-0.99177325,0.9968795
0.9983199,0.9979748,0.96596086,-0.9886711,0.9942584
0.9995097,0.99929714,0.98384637,-0.9945024,0.9978123
0.99860317,0.9982655,0.9698683,-0.9900759,0.9955306
0.9998635,0.9998202,0.99255013,-0.99768186,0.99934477
0.99818707,0.9976169,0.96551013,-0.9867369,0.99335057
