,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
5836,3,7,0,2,5,2,2,1,4,1,10,15,4,26,0
5837,8,5,0,8,1,1,4,3,2,0,18,10,0,17,1
5838,3,3,0,1,3,0,8,3,3,0,4,0,1,29,0
5839,1,7,0,8,1,0,8,4,0,1,6,19,3,31,0
5840,2,3,0,5,0,0,4,1,3,1,0,11,5,8,0
5841,6,1,0,3,1,0,4,2,4,1,18,10,3,7,1
5842,1,7,0,8,5,6,2,1,1,1,10,15,0,18,0
5843,0,2,0,3,6,6,9,2,3,1,12,19,0,39,0
5844,6,7,0,9,2,3,6,0,2,1,2,6,0,38,0
5845,5,7,0,10,4,5,11,3,0,0,2,10,0,26,0
5846,1,2,0,13,2,2,12,3,2,0,17,15,5,6,0
5847,7,1,0,4,4,3,0,1,1,1,18,5,1,31,1
5848,2,1,0,4,3,5,5,5,0,0,17,15,1,8,0
5849,0,6,0,3,0,2,11,3,1,0,4,14,3,29,0
5850,3,2,0,11,5,5,12,1,1,0,6,6,4,1,0
5851,9,3,0,6,6,3,9,0,2,0,4,2,2,29,0
5852,3,6,0,2,5,5,14,0,1,0,13,4,0,3,0
5853,0,6,0,5,5,1,13,3,1,0,10,18,0,34,0
5854,9,8,0,11,5,3,0,0,4,0,0,4,0,40,0
5855,5,1,0,15,6,4,10,4,1,0,17,17,1,0,0
5856,6,6,0,13,2,0,13,2,2,1,13,15,2,36,0
5857,4,3,0,7,1,0,4,3,4,0,13,9,0,33,0
5858,0,2,0,5,0,2,3,2,2,0,2,5,4,7,0
5859,0,5,0,11,0,0,9,4,0,0,6,12,1,30,0
5860,1,2,0,3,6,5,1,1,1,1,17,16,4,12,0
5861,7,2,0,5,6,4,9,5,0,1,4,18,4,28,1
5862,2,8,0,4,2,5,10,0,0,0,15,0,3,38,0
5863,0,7,0,11,6,3,2,1,2,1,1,9,0,25,0
5864,6,0,0,11,0,3,4,0,3,0,16,9,1,9,0
5865,5,1,0,2,2,6,9,1,0,1,0,0,1,25,1
5866,9,6,0,1,5,5,2,2,1,1,17,15,1,38,0
5867,10,2,0,5,5,6,10,1,4,0,13,13,0,33,0
5868,9,1,0,12,3,4,5,5,1,1,14,19,5,22,1
5869,2,5,0,0,3,5,8,0,0,0,13,2,1,9,0
5870,10,5,0,15,5,4,10,4,2,0,13,6,0,3,0
5871,10,2,0,5,6,6,1,3,3,0,17,2,2,22,0
5872,9,6,0,5,4,1,4,5,0,1,16,8,3,22,1
5873,5,4,0,10,4,0,0,3,4,0,6,6,5,30,0
5874,9,8,0,9,6,4,13,1,2,1,18,9,5,4,1
5875,1,2,0,10,3,5,13,4,2,1,4,15,1,30,0
5876,2,7,0,15,3,2,1,2,2,0,0,0,1,12,0
5877,0,6,0,3,0,1,9,3,0,0,5,11,1,10,0
5878,4,6,0,12,0,3,5,1,4,1,8,15,3,41,0
5879,9,2,0,13,1,6,6,4,1,1,13,11,1,39,0
5880,7,5,0,11,1,2,9,1,3,1,13,4,1,37,0
5881,3,4,0,13,0,6,0,3,2,0,11,16,4,35,0
5882,5,2,0,4,4,1,8,4,4,1,2,0,4,14,0
5883,1,5,0,2,6,4,14,2,1,0,5,2,2,30,0
5884,9,4,0,13,5,4,8,2,2,1,0,2,4,9,0
5885,8,7,0,6,0,0,8,5,3,0,8,5,1,30,0
5886,4,6,0,14,6,1,9,4,4,1,3,10,2,4,1
5887,2,6,0,0,6,0,5,4,0,0,4,20,0,8,0
5888,5,4,0,13,0,4,4,1,2,0,12,12,5,38,0
5889,8,7,0,11,3,2,7,3,2,0,7,11,1,14,0
5890,0,8,0,11,2,0,9,2,4,0,8,3,1,21,0
5891,10,0,0,6,1,4,4,3,4,1,0,19,1,4,0
5892,5,5,0,12,0,0,6,1,2,1,13,18,3,28,0
5893,1,7,0,5,6,5,6,3,4,1,10,16,4,26,0
5894,10,4,0,9,0,1,7,4,1,0,0,13,4,10,0
5895,3,8,0,2,3,3,6,1,0,0,6,0,2,3,0
5896,2,7,0,5,1,1,11,1,2,0,4,6,5,8,0
5897,3,7,0,3,5,1,3,4,4,0,13,18,3,2,0
5898,2,1,0,13,1,3,10,3,3,1,6,6,4,3,0
5899,3,3,0,14,5,6,13,5,3,0,9,10,4,6,1
5900,1,6,0,5,0,4,0,3,0,0,13,6,1,2,0
5901,0,7,0,1,6,1,3,0,0,1,13,6,4,27,0
5902,6,5,0,0,5,4,9,2,2,0,10,2,4,14,0
5903,4,5,0,6,4,6,14,5,3,1,18,7,5,19,1
5904,0,2,0,14,0,2,4,0,0,0,8,16,3,16,0
5905,4,5,0,11,5,2,0,2,1,1,13,18,3,10,0
5906,1,7,0,1,1,3,12,1,3,1,13,2,0,22,0
5907,4,7,0,8,4,3,5,4,3,0,4,6,5,8,0
5908,4,1,0,13,3,0,10,5,4,0,15,1,1,41,1
5909,2,5,0,2,0,3,10,3,1,0,8,11,1,13,0
5910,0,2,0,13,0,5,8,3,3,1,10,11,5,22,0
5911,9,4,0,15,2,5,3,0,4,0,2,19,0,16,0
5912,1,4,0,3,5,1,0,1,1,0,17,6,0,34,0
5913,4,2,0,5,2,3,5,1,1,0,13,19,0,40,0
5914,2,3,0,9,4,4,1,1,2,0,16,2,2,2,0
5915,3,6,0,1,6,0,2,0,1,1,1,11,1,6,0
5916,1,0,0,10,4,2,13,2,1,0,2,2,5,22,0
5917,8,4,0,5,5,3,5,0,0,0,2,11,0,6,0
5918,2,8,0,13,4,6,3,3,2,0,13,11,0,9,0
5919,0,7,0,15,2,3,5,2,2,0,17,11,5,7,0
5920,1,0,0,12,2,5,6,0,4,0,17,18,5,23,0
5921,10,4,0,14,4,6,13,3,2,1,10,11,1,32,0
5922,0,3,0,3,3,4,14,2,2,0,16,2,2,25,0
5923,7,7,0,3,3,6,6,5,3,0,1,9,5,26,1
5924,0,7,0,5,0,5,10,1,0,0,6,0,0,33,0
5925,8,1,0,9,2,2,1,1,2,1,13,0,1,27,0
5926,3,2,0,3,1,1,6,3,1,0,8,3,5,40,0
5927,8,0,0,1,4,5,1,1,3,1,5,10,1,12,1
5928,1,2,0,15,0,0,8,3,2,1,15,17,2,0,0
5929,2,8,0,3,6,1,8,0,0,0,2,4,4,5,0
5930,5,6,0,11,6,4,6,4,1,0,6,11,1,12,0
5931,8,4,0,7,3,2,13,0,2,1,16,8,5,19,1
5932,9,8,0,6,0,1,0,3,3,0,2,11,3,16,0
5933,0,5,0,4,6,0,5,0,0,0,17,4,1,37,0
5934,8,7,0,3,0,4,2,0,2,0,13,19,0,41,0
5935,1,6,0,9,0,5,11,1,1,1,15,13,4,6,0
5936,1,7,0,1,6,5,7,3,1,0,2,2,2,20,0
5937,6,6,0,15,5,6,9,1,1,0,9,0,0,11,0
5938,0,3,0,6,6,3,9,0,0,1,2,11,4,31,0
5939,4,3,0,3,5,4,12,2,0,0,13,20,2,12,0
5940,2,6,0,11,0,4,13,2,3,0,13,11,3,16,0
5941,3,2,0,3,0,0,8,3,3,0,0,11,0,13,0
5942,0,7,0,2,5,5,14,5,4,0,2,2,1,30,0
5943,0,6,0,1,6,5,2,4,1,0,13,6,3,23,0
5944,0,8,0,3,5,6,11,1,3,0,8,0,3,25,0
5945,0,8,0,6,6,6,13,2,2,1,0,4,5,29,0
5946,7,5,0,0,5,5,12,1,1,0,13,10,0,4,0
5947,8,2,0,11,3,5,11,3,2,1,6,16,0,32,0
5948,5,5,0,13,6,5,12,2,2,1,4,15,4,9,0
5949,4,6,0,13,6,1,12,2,0,0,0,11,1,25,0
5950,2,4,0,11,1,0,12,4,2,1,2,3,2,5,0
5951,8,6,0,3,6,5,0,4,2,1,2,11,5,4,0
5952,6,3,0,8,3,0,6,0,0,0,15,0,5,4,0
5953,10,3,0,12,1,4,10,1,4,1,6,11,0,17,0
5954,6,2,0,8,1,0,10,1,2,0,10,6,4,18,0
5955,3,7,0,9,0,1,13,4,2,0,5,0,2,8,1
5956,1,3,0,0,0,5,1,4,3,0,4,18,1,30,0
5957,3,0,0,12,2,2,9,2,0,0,13,6,0,11,0
5958,3,5,0,7,6,3,11,5,1,1,16,1,4,34,1
5959,5,3,0,3,6,2,9,0,0,1,13,9,1,3,0
5960,5,5,0,3,4,2,14,1,4,1,1,4,4,1,1
5961,0,8,0,5,6,5,11,4,0,0,17,8,2,26,0
5962,1,7,0,13,0,3,9,4,4,1,4,20,3,14,0
5963,2,0,0,13,1,5,12,2,2,0,8,11,5,5,0
5964,1,4,0,7,1,1,11,2,0,0,17,2,2,10,0
5965,3,2,0,2,3,4,5,1,2,1,2,2,2,33,0
5966,7,6,0,3,0,0,5,2,3,0,13,12,3,24,0
5967,4,7,0,11,5,6,5,4,2,0,2,15,0,24,0
5968,0,6,0,9,0,0,1,4,3,1,5,9,4,19,0
5969,7,7,0,0,6,6,10,1,1,0,13,18,1,5,0
5970,0,6,0,8,0,5,6,5,2,1,13,13,2,12,0
5971,0,8,0,14,2,5,4,3,1,0,13,15,0,17,0
5972,10,0,0,8,6,4,14,1,0,0,8,6,4,4,0
5973,6,1,0,2,5,2,11,4,2,1,18,4,4,32,1
5974,0,0,0,7,1,3,3,2,2,1,13,6,3,6,0
5975,0,2,0,8,4,0,9,2,3,0,17,0,4,22,0
5976,3,0,0,15,0,6,14,2,4,1,11,3,3,38,1
5977,9,7,0,0,2,4,5,2,3,1,4,13,2,17,0
5978,0,6,0,14,1,0,0,5,3,1,13,2,5,14,0
5979,2,1,0,3,6,5,8,3,0,1,17,4,2,9,0
5980,0,4,0,8,1,0,9,3,0,0,13,11,0,6,0
5981,9,4,0,2,6,6,6,4,4,0,2,20,5,22,0
5982,7,7,0,11,3,1,2,1,4,0,2,12,2,33,0
5983,1,3,0,7,6,3,12,1,0,1,1,2,1,4,0
5984,6,1,0,11,2,3,11,3,0,1,3,7,1,29,1
5985,0,0,0,3,1,4,6,4,3,1,11,0,3,32,0
5986,10,0,0,10,4,0,6,0,4,0,18,14,4,28,1
5987,2,7,0,4,5,6,3,3,1,0,0,3,3,8,0
5988,6,8,0,10,1,0,12,3,0,1,2,2,3,3,0
5989,7,4,0,9,0,5,14,5,0,1,3,12,3,22,0
5990,7,3,0,8,0,6,13,2,4,0,8,11,2,5,0
5991,0,2,0,1,0,5,11,0,3,1,2,6,2,0,0
5992,9,4,0,12,5,6,3,5,2,1,17,13,3,6,0
5993,9,7,0,4,5,0,3,3,0,0,11,6,4,34,0
5994,1,3,0,14,5,3,2,3,3,0,10,2,3,27,0
5995,6,4,0,11,0,4,6,1,0,0,0,9,5,22,0
5996,1,7,0,9,1,5,8,4,4,0,12,20,4,4,0
5997,8,0,0,6,5,4,11,4,2,0,5,9,3,17,0
5998,0,5,0,5,5,5,3,0,3,0,13,9,0,18,0
5999,8,0,0,8,4,6,3,5,2,0,5,7,1,9,1
6000,8,6,0,0,3,4,8,2,1,0,11,11,1,21,0
6001,7,0,0,8,2,0,1,2,0,0,5,11,4,30,0
6002,9,7,0,10,5,0,8,3,1,1,12,11,2,12,0
6003,3,2,0,8,6,5,8,1,2,0,0,2,1,13,0
6004,1,8,0,15,2,4,6,4,2,0,15,15,2,39,0
6005,2,6,0,9,6,6,4,5,3,0,9,7,3,2,1
6006,6,0,0,5,6,3,0,1,3,0,13,13,2,27,0
6007,10,7,0,5,0,2,14,2,2,1,8,15,5,33,0
6008,2,2,0,12,4,1,8,3,2,1,10,5,5,24,1
6009,0,8,0,11,0,5,14,4,2,0,13,15,3,8,0
6010,2,3,0,5,6,3,1,1,1,0,2,4,2,8,0
6011,2,6,0,14,0,5,6,3,0,0,2,2,5,19,0
6012,0,5,0,10,0,0,4,1,3,0,17,6,3,34,0
6013,2,0,0,5,5,6,0,1,1,0,16,16,3,5,0
6014,2,5,0,11,1,6,7,4,3,0,8,9,4,27,0
6015,5,8,0,9,6,3,8,4,0,0,13,8,2,35,0
6016,2,4,0,15,1,1,10,2,3,0,15,10,3,28,1
6017,3,6,0,9,1,0,12,2,0,1,3,2,0,8,0
6018,0,3,0,5,0,5,9,4,1,1,5,0,2,6,0
6019,2,5,0,11,4,5,7,1,0,0,13,18,0,37,0
6020,8,4,0,10,4,4,9,5,3,1,9,7,0,2,1
6021,1,5,0,4,4,6,0,3,0,0,11,2,0,8,0
6022,0,5,0,1,5,5,2,3,4,0,6,2,4,12,0
6023,5,6,0,0,4,6,1,1,0,1,10,15,5,38,0
6024,2,2,0,14,6,5,2,3,4,0,0,6,5,33,0
6025,2,8,0,8,1,4,3,3,4,0,4,18,1,33,0
6026,1,5,0,5,2,6,9,3,2,0,5,7,4,41,1
6027,5,6,0,8,1,2,9,1,0,0,10,0,4,40,0
6028,3,6,0,5,3,4,12,4,0,0,13,19,2,8,0
6029,10,8,0,0,6,3,3,2,0,0,13,11,5,16,0
6030,9,3,0,4,3,1,8,0,1,1,8,11,3,22,0
6031,0,8,0,8,0,3,3,5,2,0,13,3,2,38,0
6032,3,4,0,14,2,0,14,5,2,0,18,3,4,20,1
6033,6,3,0,4,5,2,6,5,4,0,5,7,5,11,1
6034,8,4,0,3,1,4,8,1,1,1,12,19,3,8,1
6035,4,4,0,0,3,5,3,4,1,1,6,17,1,25,0
6036,5,0,0,12,1,3,8,3,3,0,13,15,4,14,0
6037,7,5,0,15,1,2,6,4,2,1,8,10,4,7,0
6038,1,3,0,12,2,6,7,4,0,1,18,1,5,9,1
6039,7,5,0,5,0,3,6,4,3,1,8,0,5,3,0
6040,9,1,0,0,3,5,11,5,2,0,1,8,3,25,1
6041,5,1,0,7,4,2,12,5,4,0,18,8,2,2,1
6042,8,8,0,3,3,0,14,1,3,1,8,15,0,12,0
6043,2,6,0,4,3,5,1,3,0,0,2,2,0,38,0
6044,4,4,0,6,0,6,5,1,2,1,10,14,1,3,0
6045,1,0,0,8,3,1,3,2,0,1,11,13,4,8,0
6046,3,5,0,4,6,5,14,2,0,1,13,6,3,2,0
6047,10,8,0,7,5,3,8,3,1,1,2,15,5,41,0
6048,9,5,0,6,5,3,10,3,4,1,15,17,1,41,1
6049,2,8,0,3,5,5,11,4,1,0,13,9,5,8,0
6050,5,7,0,4,1,4,2,1,4,1,4,9,3,13,0
6051,8,6,0,12,6,2,8,0,3,0,15,4,5,29,0
6052,1,4,0,10,2,6,8,4,3,0,12,3,5,41,0
6053,8,5,0,12,2,2,13,5,3,1,18,8,3,9,1
6054,5,6,0,0,4,4,7,4,2,0,4,2,0,19,0
6055,5,2,0,3,2,6,6,2,4,0,12,12,4,21,0
6056,10,6,0,13,6,5,4,0,2,0,10,2,0,40,0
6057,1,5,0,9,5,0,1,0,1,0,0,10,0,22,1
6058,8,7,0,3,3,1,1,5,0,1,9,7,1,37,1
6059,1,4,0,5,0,6,2,2,0,1,2,18,2,2,0
6060,7,7,0,15,4,3,1,2,2,0,16,2,3,11,0
6061,8,2,0,5,5,5,13,2,0,1,8,0,2,21,0
6062,9,5,0,12,0,0,13,5,3,1,9,11,5,35,1
6063,3,8,0,3,4,0,13,3,1,0,2,9,1,35,0
6064,2,5,0,6,1,4,8,1,2,0,9,7,2,16,0
6065,1,7,0,0,5,1,3,2,0,0,2,1,0,14,0
6066,4,0,0,12,1,5,2,0,4,1,17,1,2,39,0
6067,9,8,0,11,4,1,6,4,1,1,11,8,1,22,1
6068,1,2,0,5,6,6,6,2,2,0,2,13,1,21,0
6069,3,8,0,3,5,2,11,0,4,0,14,2,0,10,0
6070,6,8,0,1,4,1,8,4,4,1,18,8,0,21,1
6071,2,1,0,13,5,0,8,2,0,0,6,4,5,29,0
6072,5,8,0,12,3,4,0,0,1,1,6,17,4,8,0
6073,6,3,0,8,2,0,9,0,0,0,8,11,0,33,0
6074,7,0,0,1,1,4,4,0,2,0,14,8,5,36,1
6075,8,3,0,8,5,2,11,3,0,1,18,5,2,23,1
6076,1,0,0,7,6,5,0,1,3,0,13,13,4,17,0
6077,1,2,0,2,0,5,5,5,3,1,4,9,0,28,0
6078,4,1,0,13,2,5,10,3,0,0,15,14,4,6,0
6079,2,5,0,0,5,4,7,3,2,1,1,7,1,0,1
6080,0,5,0,7,1,4,5,4,0,0,2,2,4,1,0
6081,7,4,0,10,2,5,4,4,0,0,8,9,5,16,0
6082,8,1,0,1,6,3,3,2,3,0,13,18,3,11,0
6083,9,7,0,10,6,6,11,3,2,0,8,2,5,10,0
6084,2,5,0,3,4,2,14,5,0,0,5,7,1,23,1
6085,0,7,0,15,6,1,4,2,4,0,16,12,0,23,0
6086,1,8,0,11,0,0,12,2,2,0,2,15,2,19,0
6087,3,7,0,8,2,1,9,0,1,0,4,0,3,8,0
6088,10,2,0,2,2,5,5,4,2,0,13,11,1,18,0
6089,1,6,0,15,1,6,8,4,4,0,8,6,1,6,0
6090,6,2,0,1,4,5,5,4,0,1,13,2,2,6,0
6091,2,4,0,1,4,4,0,0,3,1,6,6,5,14,0
6092,8,1,0,14,4,3,1,4,2,1,9,10,3,11,1
6093,0,5,0,14,1,3,0,4,3,1,8,15,3,36,0
6094,9,4,0,5,1,1,10,4,3,0,4,13,5,39,0
6095,7,7,0,0,3,2,7,5,0,0,4,10,2,38,1
6096,2,2,0,11,6,1,11,3,2,1,6,2,3,12,0
6097,6,0,0,9,6,1,11,2,3,0,12,15,1,17,0
6098,6,4,0,2,0,4,12,4,4,0,15,11,3,41,0
6099,7,7,0,6,2,5,8,5,0,1,1,7,5,29,1
6100,3,0,0,6,6,5,9,2,0,0,6,0,1,10,0
6101,10,7,0,10,3,1,0,5,1,1,16,7,5,29,1
6102,6,5,0,7,3,3,5,2,0,0,2,2,1,19,0
6103,7,6,0,5,4,1,8,2,2,0,8,2,1,38,0
6104,9,6,0,12,6,6,13,5,3,0,18,7,4,41,1
6105,7,8,0,12,0,6,14,0,2,0,13,8,0,33,1
6106,1,1,0,13,3,0,7,2,4,1,17,2,1,39,0
6107,3,2,0,13,5,3,9,2,2,0,15,20,0,3,0
6108,3,5,0,0,5,5,11,2,1,1,18,11,2,33,1
6109,3,4,0,13,4,4,2,0,4,0,10,0,1,25,0
6110,1,5,0,13,1,4,2,1,2,0,2,2,0,30,0
6111,4,6,0,6,6,0,8,1,0,0,13,0,3,18,0
6112,8,5,0,7,4,6,6,4,2,1,7,7,1,11,1
6113,5,3,0,0,4,2,13,5,0,1,5,8,5,32,1
6114,0,3,0,15,0,0,2,5,0,0,2,3,5,38,0
6115,0,7,0,3,0,0,13,0,0,0,2,2,5,33,0
6116,8,5,0,2,3,1,4,5,4,0,18,1,1,26,1
6117,0,6,0,1,4,4,5,0,0,0,6,15,1,13,0
6118,10,2,0,9,3,4,4,5,1,1,1,17,5,2,1
6119,6,5,0,14,1,5,4,0,0,1,3,5,2,20,1
6120,9,4,0,13,0,5,9,1,2,0,12,9,5,7,0
6121,9,4,0,1,0,4,10,4,0,1,8,9,3,16,0
6122,2,0,0,1,1,0,6,4,2,1,10,0,5,16,0
6123,1,6,0,5,0,0,9,1,3,1,2,11,1,17,0
6124,1,0,0,4,0,0,14,0,3,0,2,17,3,16,0
6125,2,3,0,1,3,0,9,5,4,0,14,3,1,26,0
6126,6,3,0,1,5,3,11,1,1,1,4,14,3,38,0
6127,8,4,0,1,1,5,5,2,3,1,8,13,2,29,0
6128,5,4,0,9,5,3,11,2,1,0,16,5,5,34,1
6129,0,2,0,5,2,6,1,3,0,0,13,4,1,13,0
6130,0,3,0,1,4,4,10,0,4,0,8,2,3,14,0
6131,2,7,0,14,1,0,2,2,4,0,6,11,0,11,0
6132,2,6,0,14,0,4,4,3,3,0,3,0,5,40,0
6133,8,4,0,6,6,1,13,3,3,1,7,8,5,36,1
6134,1,2,0,2,3,3,3,3,2,0,4,2,5,16,0
6135,1,4,0,4,3,0,7,3,1,1,2,2,1,26,0
6136,1,4,0,4,0,3,8,3,3,0,4,20,1,10,0
6137,3,2,0,11,3,2,6,1,1,1,2,19,2,17,1
6138,5,0,0,10,2,0,10,4,0,1,6,11,3,38,0
6139,0,3,0,12,5,5,14,0,3,1,13,6,1,7,0
6140,9,3,0,11,4,3,0,0,4,0,8,9,0,25,0
6141,2,6,0,8,1,3,4,5,0,1,10,3,4,1,0
6142,3,0,0,9,0,1,8,2,2,0,17,11,0,11,0
6143,3,2,0,0,0,0,0,0,1,0,10,11,1,7,0
6144,2,3,0,5,5,5,6,0,0,0,4,2,0,36,0
6145,7,0,0,10,4,5,2,0,0,0,9,8,0,14,1
6146,0,8,0,8,6,4,7,4,0,1,6,2,5,14,0
6147,3,4,0,12,4,2,2,5,1,0,7,13,0,29,1
6148,2,7,0,4,1,5,13,4,2,0,6,4,2,24,0
6149,9,1,0,8,0,5,2,1,1,0,9,13,1,4,0
6150,0,8,0,0,4,0,2,3,1,1,13,11,1,3,0
6151,0,6,0,10,0,0,7,3,3,1,12,15,1,4,0
6152,9,5,0,5,2,2,7,0,0,1,18,7,2,7,1
6153,1,1,0,3,2,0,1,2,4,1,9,1,4,10,1
6154,0,3,0,9,3,5,13,3,0,0,8,20,2,4,0
6155,0,3,0,7,1,3,14,0,0,0,15,11,4,34,0
6156,10,6,0,2,0,0,14,0,2,0,8,13,1,36,0
6157,1,5,0,0,5,0,2,0,1,0,1,10,2,14,1
6158,4,1,0,7,0,1,7,2,0,1,18,10,2,26,1
6159,5,5,0,6,5,6,6,3,2,1,2,15,1,14,0
6160,9,5,0,12,3,6,9,4,1,1,8,12,1,3,0
6161,4,1,0,12,5,6,2,4,0,1,7,9,5,24,1
6162,9,0,0,13,6,0,14,3,3,1,8,13,0,10,0
6163,8,3,0,14,6,1,7,5,3,0,7,17,5,32,1
6164,9,2,0,15,1,5,9,4,3,0,9,13,1,37,0
6165,2,2,0,4,0,0,2,3,4,1,16,2,2,3,0
6166,1,2,0,11,1,0,9,3,0,0,11,6,0,28,0
6167,3,4,0,4,0,4,8,2,0,1,2,13,1,36,0
6168,4,2,0,13,0,1,8,0,4,1,6,2,3,13,0
6169,1,6,0,15,3,0,0,0,4,1,17,9,2,24,0
6170,8,3,0,11,2,2,2,3,2,0,4,20,4,33,1
6171,9,8,0,14,1,1,6,5,2,0,6,18,2,32,0
6172,4,6,0,15,2,3,9,1,3,0,2,14,1,39,0
6173,2,8,0,13,0,5,9,3,3,0,2,2,1,18,0
6174,9,1,0,7,0,1,1,2,3,1,16,19,2,13,1
6175,0,8,0,14,1,3,9,3,4,0,2,8,3,40,0
6176,2,2,0,3,0,2,11,5,3,0,17,13,4,0,0
6177,9,0,0,7,0,1,1,1,0,1,1,10,4,26,1
6178,5,8,0,9,4,5,4,0,1,0,18,1,3,30,1
6179,5,6,0,6,2,2,3,4,1,0,18,8,3,28,1
6180,2,2,0,13,2,5,9,3,0,0,2,6,4,28,0
6181,0,8,0,5,1,6,0,4,0,1,0,4,1,27,0
6182,6,3,0,14,2,5,10,1,2,0,8,3,0,41,0
6183,6,2,0,9,5,5,12,5,2,1,9,11,4,41,1
6184,8,8,0,15,3,2,2,2,3,0,18,7,5,27,1
6185,1,4,0,5,0,0,8,2,4,1,2,6,0,41,0
6186,10,8,0,1,6,3,13,0,1,1,18,5,4,23,1
6187,0,2,0,1,2,6,13,4,1,1,13,12,2,20,0
6188,2,8,0,4,0,1,9,3,3,0,8,2,5,20,0
6189,10,5,0,0,3,0,1,4,2,1,13,15,1,1,0
6190,3,6,0,9,6,5,8,0,3,1,17,10,0,35,0
6191,7,2,0,8,2,3,6,5,1,0,7,5,3,13,1
6192,8,2,0,3,5,4,13,0,0,1,9,10,0,39,1
6193,10,7,0,15,0,3,6,5,0,1,8,11,3,25,0
6194,1,8,0,2,3,2,4,5,1,0,8,4,0,26,1
6195,3,6,0,5,0,5,5,0,2,0,6,20,3,26,0
6196,9,7,0,12,0,0,9,2,0,1,17,2,0,29,0
6197,3,3,0,15,4,6,0,0,2,0,2,3,2,13,0
6198,8,3,0,13,2,0,2,2,3,1,8,14,3,40,0
6199,3,1,0,5,3,0,8,3,3,0,14,10,3,11,1
6200,0,1,0,2,0,4,6,4,3,1,17,2,0,28,0
6201,6,7,0,1,2,1,14,3,1,1,8,2,3,2,0
6202,9,4,0,13,3,2,5,0,2,0,3,11,0,41,0
6203,0,5,0,6,2,4,7,4,1,0,12,6,1,6,0
6204,5,4,0,13,2,1,3,1,1,0,7,10,2,3,1
6205,0,5,0,2,6,4,11,3,0,0,2,11,0,33,0
6206,10,6,0,10,1,0,4,4,4,1,13,13,5,21,0
6207,7,2,0,8,5,3,2,3,0,1,0,18,5,19,0
6208,1,4,0,1,1,0,8,3,3,0,2,11,0,5,0
6209,1,6,0,7,0,4,12,4,0,1,8,9,2,26,0
6210,4,2,0,13,0,2,2,0,1,1,5,10,1,1,1
6211,1,7,0,11,0,4,8,4,3,0,0,11,5,37,0
6212,9,6,0,6,1,4,13,3,0,1,8,20,5,7,0
6213,0,8,0,11,1,6,4,2,4,1,16,1,1,20,1
6214,3,4,0,4,1,2,14,4,1,1,8,11,2,39,0
6215,8,4,0,9,6,0,0,3,2,0,13,14,4,8,0
6216,3,5,0,6,2,4,11,0,1,0,8,18,0,6,0
6217,5,8,0,4,2,4,3,3,3,1,17,9,5,8,0
6218,9,8,0,2,1,3,9,4,2,1,12,11,5,38,0
6219,3,2,0,8,5,4,2,3,1,1,1,12,2,2,0
6220,8,8,0,5,5,3,12,3,1,0,9,10,4,32,1
6221,0,2,0,2,0,4,13,0,0,0,13,7,4,20,0
6222,6,7,0,4,0,5,2,2,0,1,2,2,3,41,0
6223,7,2,0,3,0,5,11,0,0,1,2,11,1,26,0
6224,0,7,0,2,2,0,9,0,0,0,13,1,2,3,0
6225,3,7,0,4,6,5,0,4,0,1,1,15,5,13,0
6226,6,1,0,14,4,4,14,2,2,1,11,1,5,17,1
6227,3,4,0,1,6,5,0,2,4,1,2,3,0,22,0
6228,1,1,0,0,4,2,10,0,3,1,0,19,2,5,1
6229,7,2,0,4,2,1,8,4,4,1,2,2,1,31,0
6230,0,0,0,6,4,0,14,3,3,1,10,10,0,16,0
6231,8,0,0,14,4,1,9,2,0,1,3,7,3,26,1
6232,10,8,0,12,3,2,4,4,2,1,18,12,1,5,1
6233,2,3,0,7,5,5,8,2,1,0,2,6,2,18,0
6234,8,6,0,14,4,0,10,0,4,1,16,3,4,26,1
6235,7,2,0,15,3,4,3,4,1,1,10,15,1,4,0
6236,10,2,0,8,2,3,5,0,3,0,17,4,0,4,0
6237,5,8,0,2,6,5,13,3,2,1,2,2,0,29,0
6238,8,4,0,0,2,0,5,5,1,1,18,3,1,1,1
6239,3,1,0,3,0,0,12,4,3,0,13,9,3,4,0
6240,7,6,0,10,3,6,13,3,0,1,18,5,3,39,1
6241,6,6,0,9,2,2,1,1,0,1,1,3,2,12,1
6242,7,4,0,11,2,0,7,5,4,1,14,18,5,36,1
6243,3,1,0,6,6,4,8,4,4,1,4,9,0,7,0
6244,1,2,0,5,1,6,3,4,0,0,6,11,2,27,0
6245,10,7,0,7,2,5,11,1,0,1,6,6,2,7,0
6246,4,1,0,13,1,4,11,3,2,0,2,20,5,32,0
6247,2,6,0,10,6,1,2,5,0,0,13,11,5,28,0
6248,5,8,0,14,0,1,1,0,3,0,18,9,2,0,1
6249,0,7,0,10,1,5,7,1,3,1,2,9,1,12,0
6250,5,7,0,4,5,5,2,2,0,1,14,15,1,30,0
6251,2,5,0,13,1,4,7,4,0,0,7,4,1,19,0
6252,4,6,0,5,5,6,10,2,0,1,12,0,3,31,1
6253,4,1,0,3,3,0,4,2,0,0,15,9,0,26,0
6254,6,1,0,10,5,4,12,1,3,0,2,11,0,9,0
6255,7,5,0,5,3,0,3,0,3,1,16,16,1,24,0
6256,3,0,0,13,1,0,5,5,2,1,18,17,4,4,1
6257,7,7,0,9,4,4,4,0,3,0,9,5,0,1,1
6258,1,1,0,15,1,1,1,4,3,0,11,13,3,10,0
