0,1,2,3,4,5,6,7,8,9,10,11,12,13
228,12,6,100,428,3,41,1,0,0,0,0,0,0
229,39,34,120,92,2,98,0,0,0,0,0,1,0
230,3,4,80,108,3,218,1,98,1,0,0,1,0
231,9,44,158,102,1,227,0,0,0,0,0,1,0
232,40,34,59,391,3,238,2,0,1,0,0,0,0
233,15,7,115,312,3,215,1,0,0,0,0,0,1
234,27,22,118,114,0,125,1,0,0,0,0,0,1
236,23,17,122,91,2,145,1,129,0,0,0,0,1
237,27,20,149,267,3,175,0,0,0,0,0,1,0
238,38,33,29,184,0,62,0,0,0,0,0,1,0
239,11,45,116,79,3,23,0,0,0,0,0,0,0
240,4,15,142,267,3,23,0,334,0,0,0,0,0
241,38,33,45,187,3,41,1,0,0,0,0,0,0
242,22,16,110,334,3,172,2,45,0,0,0,1,1
243,27,21,149,82,0,218,2,0,0,1,0,1,0
244,21,16,21,316,0,35,0,0,0,0,0,1,0
245,39,33,160,160,1,163,0,0,0,0,0,0,0
247,22,13,145,184,2,137,1,0,0,0,0,0,0
248,18,12,59,310,1,197,0,0,0,0,0,1,0
249,7,42,20,309,1,231,0,0,0,0,0,0,1
250,38,34,88,3,2,41,1,341,0,0,0,0,0
251,22,14,9,465,0,23,0,338,0,0,0,0,0
252,36,32,117,373,0,162,2,0,0,0,0,1,0
253,7,43,16,327,1,163,1,0,1,0,0,0,0
254,37,33,36,33,1,35,0,10,0,0,0,1,1
255,16,8,104,160,2,23,1,0,0,0,0,0,0
256,33,27,117,227,0,23,0,345,0,0,0,0,0
258,33,29,145,347,2,137,0,0,0,0,0,1,0
259,4,4,101,373,3,35,1,0,0,0,0,1,1
260,43,39,41,317,0,112,0,0,0,1,1,1,1
261,20,14,149,195,3,23,2,191,0,0,0,1,0
262,30,25,97,267,1,41,0,0,0,0,0,1,0
263,21,13,107,52,2,110,0,0,0,0,0,1,1
264,31,24,128,296,3,126,2,0,0,0,0,0,0
265,8,43,146,439,3,224,1,17,0,0,0,1,0
266,15,8,61,148,0,167,2,0,1,0,1,1,1
267,5,15,131,84,1,125,2,0,0,0,0,1,0
269,28,22,18,39,1,53,2,10,0,0,0,1,1
270,29,23,45,93,3,59,0,2,0,0,0,0,0
271,41,35,111,158,0,44,2,0,0,1,1,1,1
272,6,37,116,105,3,191,1,0,0,0,0,1,0
273,11,5,10,208,0,193,0,0,0,0,0,1,0
274,10,45,28,367,2,245,1,346,1,0,0,0,1
275,23,17,113,277,0,97,2,29,0,0,0,1,0
276,25,18,127,124,0,97,2,142,0,0,0,1,0
277,29,24,111,350,1,59,0,0,0,0,0,1,0
278,21,14,109,316,3,1,1,0,0,0,0,1,0
280,28,23,145,12,0,126,1,0,0,0,0,1,1
281,24,16,146,312,0,137,1,0,0,0,0,1,0
282,16,8,105,402,1,59,2,0,0,0,0,0,0
283,19,12,157,172,3,172,2,0,0,0,0,0,0
284,34,30,117,178,3,110,0,105,0,0,0,1,0
285,13,7,112,79,1,47,2,0,0,0,0,1,1
286,4,4,145,419,1,125,2,86,0,0,0,1,1
287,8,44,88,156,0,41,2,0,0,0,0,1,0
288,40,34,113,232,0,44,2,0,0,0,0,0,1
289,11,45,105,87,0,35,0,5,0,0,0,1,1
291,29,23,109,430,3,23,1,0,0,0,0,1,0
292,34,28,112,82,2,97,2,38,0,0,0,1,1
293,40,36,149,371,0,162,2,0,0,0,0,0,0
294,3,4,123,367,1,125,2,0,0,0,0,1,0
295,12,42,150,227,3,193,2,0,0,0,0,1,0
296,35,30,34,333,1,174,0,0,0,0,0,1,0
297,9,15,137,387,1,153,2,9,0,0,0,0,0
298,41,36,13,159,0,59,2,0,0,0,0,0,1
299,27,19,99,367,1,189,1,0,0,1,0,0,0
300,11,46,130,204,2,78,0,0,0,0,0,0,0
302,13,6,36,202,3,23,2,1,0,0,0,1,1
303,20,13,128,92,1,224,2,0,0,0,0,0,1
304,5,37,158,156,2,59,0,137,0,0,0,1,0
305,41,36,148,430,2,162,1,0,0,0,0,1,0
306,37,32,28,436,2,245,2,279,1,0,1,1,1
307,39,34,129,246,3,144,0,0,0,0,0,0,0
308,4,15,156,430,1,227,0,79,0,0,0,1,0
309,19,11,88,418,1,59,2,18,0,0,0,1,1
310,22,16,84,155,1,169,0,274,0,0,0,0,0
311,13,5,140,316,0,112,0,0,0,0,0,0,1
313,25,18,149,7,1,41,2,46,0,0,0,0,0
314,42,38,160,399,2,162,1,222,0,0,0,0,0
315,16,10,122,148,2,82,0,0,0,0,0,1,0
316,28,22,125,269,0,218,1,137,0,0,0,0,1
317,7,43,132,316,3,99,0,18,0,0,0,0,0
318,42,38,25,67,0,112,0,63,0,0,0,1,0
319,15,8,13,367,3,144,1,0,1,0,0,0,1
320,6,26,120,272,2,213,1,0,0,0,0,0,1
321,19,13,124,272,3,224,1,0,0,0,0,0,0
322,40,35,26,94,0,62,0,242,0,0,0,1,0
324,23,17,147,325,3,41,0,0,0,0,0,0,0
325,39,35,1,46,3,144,1,0,0,0,0,1,0
326,35,31,116,297,3,224,0,0,0,1,0,0,0
327,33,27,58,354,3,44,1,135,1,0,1,1,1
328,33,28,146,181,1,146,0,22,0,0,0,1,1
329,11,5,137,382,0,4,0,157,0,0,0,1,1
330,19,12,102,224,0,44,2,337,0,0,0,0,0
331,7,43,145,183,2,110,0,120,0,0,0,1,0
332,38,32,154,441,3,172,1,0,0,0,0,1,0
333,15,9,140,44,0,127,1,0,0,0,0,1,1
336,27,21,36,439,1,53,2,0,0,1,0,1,0
337,38,33,99,118,1,44,1,4,0,0,0,1,0
338,18,12,49,159,0,144,0,225,0,0,0,0,1
339,19,11,110,289,2,62,2,0,0,0,0,0,0
340,6,42,12,367,1,191,1,250,0,1,0,0,0
341,28,22,42,8,0,251,0,258,0,0,0,0,1
342,9,43,102,277,1,35,1,335,0,0,0,1,0
343,11,46,105,300,3,213,2,0,0,0,0,1,1
344,3,15,85,333,0,86,0,0,0,0,0,1,1
345,31,20,120,140,2,191,2,0,0,0,0,1,1
347,15,9,137,410,3,191,2,0,0,0,0,0,0
348,39,33,95,430,2,35,2,0,0,0,0,0,0
349,14,6,109,19,1,59,2,26,0,0,0,0,0
350,23,17,114,205,0,98,0,0,0,0,0,1,1
351,29,23,142,135,3,127,2,42,0,0,0,1,0
352,9,43,139,316,3,224,1,0,0,0,0,0,0
353,26,21,123,408,1,189,2,82,0,0,0,0,0
354,5,26,121,288,1,125,2,24,0,0,0,0,0
355,32,27,112,428,1,78,2,0,0,0,0,1,0
356,29,22,68,311,0,189,0,0,0,0,0,0,0
358,9,43,109,271,1,35,0,0,0,0,0,0,1
359,8,44,82,40,0,1,1,0,1,0,0,1,0
360,4,26,22,411,0,101,0,0,0,0,0,0,0
361,9,42,118,275,1,136,1,0,0,1,1,1,1
362,29,22,117,108,2,47,1,0,0,0,0,0,0
363,29,24,45,399,0,23,0,0,0,0,0,1,0
364,27,20,143,315,0,35,0,21,0,0,0,1,0
365,9,42,131,7,3,191,1,0,0,1,0,1,0
366,38,32,104,367,1,23,2,0,0,0,0,1,0
367,37,33,42,430,3,177,0,248,1,0,0,0,1
369,5,37,106,34,2,189,1,0,0,0,0,0,0
370,11,46,132,178,1,4,0,125,0,0,0,1,1
371,8,44,149,206,0,4,0,0,0,0,0,1,0
372,8,42,95,318,0,41,1,0,0,0,0,1,0
373,39,35,161,387,3,144,1,0,0,0,0,1,0
374,24,18,109,315,1,218,0,0,0,0,0,1,0
375,27,20,71,330,0,144,0,0,0,0,0,1,1
376,13,7,114,257,0,81,0,0,0,0,0,1,0
377,3,3,69,138,3,221,1,0,1,0,0,0,0
378,28,23,114,39,3,4,2,0,0,0,0,0,0
380,29,21,71,332,1,198,1,191,1,0,0,1,0
381,12,6,147,308,3,99,0,0,0,0,0,0,0
382,19,11,125,100,1,53,0,50,0,0,0,0,0
383,13,7,143,18,1,224,0,0,0,0,0,1,0
384,18,12,118,219,1,47,2,116,0,0,0,0,1
385,26,21,157,246,0,145,0,0,0,1,0,1,0
386,34,29,99,163,1,23,2,0,0,0,0,0,0
387,21,16,120,434,2,82,0,101,0,0,0,0,0
388,37,31,150,104,1,191,0,0,0,0,0,1,0
389,15,9,109,395,0,110,1,344,0,0,0,1,0
391,3,15,63,267,2,195,1,0,1,0,0,1,0
392,6,15,103,42,3,110,1,0,0,0,0,0,1
393,36,32,149,344,0,162,2,0,0,0,0,1,1
394,28,23,88,50,3,44,1,0,0,0,0,1,0
395,27,21,36,306,0,41,2,0,0,0,0,1,1
396,12,5,69,132,0,132,0,236,0,0,0,0,0
397,38,34,118,129,0,59,0,59,0,0,0,1,0
398,19,11,140,28,0,163,0,0,0,0,0,1,0
399,32,25,123,408,0,97,0,0,0,0,0,0,0
400,27,21,148,134,0,163,1,0,0,0,0,1,1
402,41,38,63,14,1,221,0,278,0,0,0,0,0
403,31,24,150,138,3,175,0,0,0,0,0,1,0
404,27,22,110,393,3,62,1,0,0,0,0,1,0
405,8,42,150,165,2,125,0,58,0,0,0,1,1
406,9,45,143,156,0,4,0,0,0,0,0,0,0
407,21,14,135,164,3,41,0,0,0,0,0,0,0
408,37,32,115,367,2,62,2,0,0,0,0,1,1
409,37,31,107,82,1,35,0,2,0,0,0,1,0
410,39,35,114,437,2,4,2,50,0,0,0,0,1
411,23,17,112,277,3,172,2,23,0,0,0,1,0
413,34,30,115,128,0,162,2,0,0,0,0,0,0
414,7,42,88,332,3,44,2,18,0,0,0,0,0
415,35,29,133,432,2,112,0,123,0,0,0,1,0
416,16,8,35,430,2,99,0,294,1,0,0,1,0
417,37,32,33,189,2,35,2,0,1,0,0,1,0
418,36,31,149,281,2,125,2,0,0,0,0,1,0
419,27,22,69,189,0,173,2,0,1,0,0,0,1
420,40,36,117,227,3,218,1,333,0,0,0,0,0
421,4,26,8,234,1,112,0,0,0,0,0,1,0
422,31,25,108,249,3,4,2,0,0,0,0,1,0
424,39,34,56,395,0,218,0,0,0,0,0,1,0
425,37,31,6,151,1,97,0,0,0,0,0,1,0
426,15,7,97,105,2,23,1,0,0,0,0,1,0
427,11,45,147,124,1,162,0,79,0,0,0,1,1
428,42,39,6,430,3,144,1,131,0,1,0,1,0
429,32,28,130,114,0,162,2,0,0,0,0,1,0
430,34,28,147,390,1,191,0,330,0,0,0,0,1
431,4,26,138,430,3,1,0,0,0,0,0,1,0
432,12,5,110,439,3,144,0,0,0,0,0,1,1
433,29,24,101,36,3,189,0,0,0,0,0,0,0
435,22,10,88,293,0,56,2,0,0,0,0,1,0
436,6,26,145,316,3,162,1,0,0,0,0,1,1
437,21,13,149,95,2,213,0,0,0,0,0,0,0
438,24,19,107,34,0,189,0,0,0,0,0,1,1
439,39,34,125,393,2,62,2,0,0,0,0,1,0
440,29,23,107,34,1,53,1,0,0,0,0,0,1
441,24,19,80,219,3,35,2,199,1,0,0,0,0
442,19,13,115,82,0,35,2,59,0,0,0,0,0
443,42,39,117,428,2,4,2,0,0,0,0,1,0
444,19,13,38,253,0,114,0,0,0,0,0,0,0
447,17,11,135,136,3,98,0,0,0,0,0,1,0
448,9,45,142,50,3,4,1,0,0,0,0,1,0
449,17,10,149,324,0,146,2,0,0,0,0,1,0
450,32,25,64,399,0,239,1,0,1,0,0,0,0
451,9,43,121,244,3,23,0,55,0,1,0,0,1
452,35,24,141,159,0,97,2,0,0,0,0,1,0
453,23,18,74,109,0,227,1,0,1,0,1,1,1
454,30,19,88,161,3,41,2,0,0,0,0,1,1
455,40,36,2,317,1,174,2,188,1,0,0,1,0
456,17,9,26,33,0,176,2,0,1,0,0,1,0
458,18,12,131,68,1,229,0,0,0,0,0,0,0
459,37,32,116,163,3,221,0,0,0,0,0,0,0
460,42,36,75,90,0,101,2,77,1,0,1,1,1
461,36,30,1,399,1,191,0,28,0,0,0,0,0
462,25,20,18,24,2,41,0,0,0,0,0,0,0
463,36,30,134,292,1,78,2,29,0,1,0,1,0
464,10,45,118,274,0,189,0,113,0,0,0,1,0
465,17,10,147,239,1,41,0,0,0,0,0,0,0
466,19,13,122,282,1,112,0,0,0,0,0,0,0
467,42,39,50,135,1,128,1,0,1,1,1,1,1
469,7,37,111,81,0,110,0,0,0,0,0,0,1
470,7,37,112,109,0,35,0,0,0,0,1,1,1
471,19,12,124,367,3,172,2,65,0,0,0,0,0
472,9,45,106,310,1,189,1,4,0,0,1,1,1
473,32,27,132,40,1,78,2,0,0,0,0,0,0
474,6,26,156,330,1,218,0,183,0,0,0,1,0
475,41,35,112,95,0,112,2,341,0,0,0,1,1
476,14,6,128,466,2,44,2,0,0,0,0,1,0
477,8,42,150,451,1,218,0,20,0,0,0,1,1
478,2,0,95,343,3,41,0,337,0,0,0,1,0
480,8,42,109,399,0,47,2,72,0,0,0,0,0
481,9,44,122,199,1,4,0,0,0,0,0,1,0
482,35,31,25,24,0,103,0,0,0,0,0,0,0
483,3,15,85,39,0,86,0,0,0,0,0,0,0
484,28,21,134,196,1,110,1,18,0,0,0,0,1
485,42,39,125,241,1,213,0,0,0,0,0,0,0
486,20,12,125,42,0,23,0,0,0,0,0,1,0
487,23,17,145,397,3,41,0,0,0,0,0,1,1
488,5,26,22,134,0,59,0,47,0,0,0,0,0
489,40,34,154,292,3,172,1,7,0,1,0,1,0
491,36,25,129,277,0,97,2,0,0,0,0,0,0
492,19,10,113,354,2,112,1,0,0,0,0,1,0
493,35,30,115,367,1,125,2,0,0,0,0,1,0
494,16,8,137,448,2,4,0,63,0,1,0,1,0
495,13,7,101,395,3,189,0,0,0,0,0,1,0
496,37,30,50,67,0,192,1,0,1,1,1,1,0
497,24,17,38,34,0,98,0,0,0,0,0,0,0
498,6,37,97,200,1,62,2,11,0,0,0,0,0
499,29,24,42,308,1,167,0,0,0,0,0,1,0
500,18,11,119,160,2,44,2,0,0,0,0,1,0
502,40,34,8,67,0,191,0,0,0,0,0,1,0
503,36,31,145,32,2,44,0,0,0,0,0,1,1
504,21,16,147,337,3,97,1,102,0,0,0,1,1
505,31,24,122,290,3,112,0,0,0,0,0,1,0
506,6,42,150,38,2,112,0,0,0,0,0,1,1
507,28,21,43,7,0,189,0,0,0,0,0,0,0
508,40,36,54,95,1,221,0,0,0,0,0,0,1
509,13,6,111,34,3,144,0,0,0,0,0,1,0
510,19,11,101,315,1,59,2,0,0,0,0,0,1
511,28,21,107,235,0,97,2,0,0,0,0,1,1
513,24,16,110,156,2,112,1,0,0,0,0,0,0
514,17,11,150,204,3,23,2,0,0,0,0,1,1
515,31,24,118,233,0,23,0,0,0,0,0,1,0
516,24,17,45,414,3,47,2,324,0,0,0,1,0
517,12,5,158,98,0,1,0,75,0,0,0,1,0
518,5,37,19,177,1,47,0,0,0,0,0,1,0
519,22,14,128,130,0,53,2,60,0,0,0,1,0
520,10,46,42,314,1,84,0,174,0,0,0,0,1
521,39,33,103,82,1,53,2,0,0,0,0,0,0
522,22,13,142,164,2,137,1,0,0,0,0,1,0
524,36,32,127,0,3,215,1,0,0,0,0,1,0
525,35,24,145,84,1,115,2,0,0,0,0,0,1
526,29,22,71,316,0,189,0,0,0,0,0,1,1
527,11,45,144,366,2,4,1,330,0,0,0,1,0
528,42,32,99,114,0,110,2,0,0,0,0,1,0
529,25,19,143,162,1,164,2,0,0,0,0,1,0
530,21,14,142,144,1,164,2,167,0,0,0,0,0
531,38,34,132,138,0,1,1,0,0,0,0,0,1
532,17,9,132,93,3,23,2,0,0,0,0,1,1
533,42,36,54,369,3,164,0,138,1,0,0,1,0
535,5,37,115,91,0,189,2,3,0,0,0,0,0
536,44,40,106,267,0,213,2,0,0,0,0,0,1
537,12,46,69,85,1,1,0,323,0,1,0,1,0
538,37,32,144,310,0,4,0,0,0,0,0,1,0
539,35,29,131,213,0,125,0,0,0,1,0,1,0
540,32,27,112,307,1,78,2,0,0,1,0,1,0
541,11,46,161,39,3,224,1,56,0,0,0,1,0
542,12,46,38,233,1,115,1,0,1,0,0,0,0
543,5,37,53,264,0,110,0,0,0,0,0,1,1
544,15,7,111,449,1,35,0,75,0,0,0,1,0
546,39,35,161,108,3,144,1,0,0,0,0,0,0
547,7,37,70,388,3,35,1,0,0,0,0,1,1
548,15,7,110,336,1,35,0,0,0,0,0,1,1
549,10,45,31,7,0,1,0,0,0,0,0,1,0
550,35,31,149,105,1,163,0,0,0,0,0,1,1
551,36,32,128,33,0,1,1,0,0,0,0,1,1
552,29,24,68,196,2,101,2,48,1,0,0,1,0
553,13,7,70,95,0,44,2,0,0,0,0,0,1
554,22,17,139,388,0,59,2,0,0,0,0,1,0
555,26,19,24,275,0,248,0,0,0,0,0,0,0
558,29,22,155,170,0,237,1,0,1,0,1,1,1
559,31,24,140,387,1,213,0,0,0,0,0,1,0
560,7,37,109,165,1,35,1,0,0,1,0,0,1
561,42,36,13,16,0,191,0,0,0,0,0,1,1
562,11,45,122,367,3,224,1,0,0,0,0,0,0
563,7,43,81,138,1,100,1,0,1,0,0,1,0
564,28,21,70,154,0,35,2,340,0,0,0,0,1
565,29,23,101,411,1,1,0,0,0,0,0,1,1
566,20,13,120,73,3,172,2,0,0,0,0,0,0
567,12,5,141,266,3,53,2,0,0,0,0,1,1
569,33,22,156,196,1,115,2,0,0,1,0,0,1
570,34,29,107,437,1,191,1,0,0,0,0,1,0
571,35,29,133,42,2,224,2,0,0,0,0,0,0
572,30,24,116,108,2,144,0,0,0,0,0,0,0
573,22,17,74,415,1,97,0,234,0,0,0,0,0
574,21,16,67,465,1,97,0,0,0,0,0,1,1
575,31,24,102,316,3,110,2,0,0,0,0,1,1
576,18,12,119,165,3,224,1,0,0,0,0,0,0
577,29,22,117,208,3,162,0,0,0,0,0,1,0
578,20,12,132,396,3,192,2,122,1,0,0,1,0
580,40,35,97,156,2,4,2,337,0,0,0,1,0
581,31,27,19,393,0,103,0,20,0,0,0,1,1
582,10,45,67,180,1,149,0,3,0,0,0,1,0
583,2,0,2,367,3,78,2,156,0,0,0,0,1
584,18,11,5,140,0,189,2,0,0,0,0,1,0
585,17,11,51,270,3,4,2,0,1,0,1,1,1
586,20,13,126,437,0,98,0,0,0,0,0,0,0
587,13,5,145,352,3,224,1,0,0,0,0,1,0
588,34,30,117,302,0,162,2,96,0,0,0,0,0
589,11,46,32,334,0,128,0,65,0,1,0,1,0
591,15,9,126,112,3,191,2,54,0,1,0,0,0
592,24,17,88,285,0,23,0,0,0,0,0,1,1
593,16,8,101,49,3,110,2,0,0,0,0,1,0
594,22,16,125,344,0,35,0,0,0,0,0,1,1
595,39,34,51,267,0,218,0,0,0,0,0,0,0
596,36,31,104,147,0,218,0,0,0,0,0,1,1
597,38,34,111,149,3,41,0,0,0,0,0,1,1
598,13,7,139,431,3,191,2,89,0,0,0,1,0
599,35,31,113,352,3,218,0,0,0,0,0,1,0
600,32,27,108,446,3,4,2,58,0,0,0,1,0
602,6,42,95,58,2,62,2,20,0,0,0,0,0
603,11,45,9,93,3,35,0,0,0,1,1,1,1
604,38,32,50,210,1,177,0,0,0,0,0,0,0
605,27,16,79,189,3,41,2,0,0,0,0,0,0
606,29,22,2,253,1,98,1,0,0,0,0,1,0
607,16,10,100,161,0,189,0,17,0,0,0,1,1
608,32,25,29,203,1,145,0,0,0,1,0,0,0
609,10,46,6,410,0,193,0,0,0,0,0,1,0
610,24,17,122,367,0,215,1,95,0,0,0,0,0
611,34,29,95,140,3,62,1,14,0,1,0,0,0
613,34,28,117,316,2,97,0,99,0,0,0,1,0
614,17,9,111,246,0,191,0,0,0,0,0,1,0
615,27,21,82,300,1,163,0,139,0,0,0,0,1
616,6,42,85,312,0,237,0,0,0,0,0,0,0
617,23,18,148,430,2,53,0,0,0,0,0,0,0
618,19,10,108,90,2,189,1,0,0,1,0,1,0
619,36,30,119,230,3,144,1,5,0,0,0,1,0
620,8,4,128,310,3,193,2,145,0,0,0,0,0
621,28,21,113,376,3,162,0,0,0,0,0,0,0
622,12,5,138,93,2,78,0,181,0,0,0,0,0
624,36,32,3,204,3,192,1,16,1,0,0,1,0
625,12,5,105,429,2,218,0,0,0,0,0,0,0
626,23,16,139,241,0,110,1,29,0,0,0,1,0
627,11,46,152,119,0,1,0,0,0,0,0,1,0
628,32,25,79,154,3,53,2,22,0,1,0,0,1
629,41,38,131,362,3,215,1,0,0,0,0,1,0
630,11,46,5,438,2,215,2,0,0,0,0,1,0
631,38,32,112,399,0,59,1,29,0,0,0,1,0
632,40,36,156,366,1,1,2,0,0,0,0,1,0
633,36,30,138,179,1,53,1,127,0,0,0,0,0
635,28,23,116,316,2,172,1,42,0,0,0,0,0
636,18,11,14,361,3,114,0,0,1,0,0,0,1
637,14,8,139,438,3,98,0,0,0,0,0,0,0
638,41,38,131,114,3,215,1,0,0,1,0,0,1
639,21,16,135,138,0,59,2,85,0,0,1,1,1
640,39,34,114,153,2,110,0,0,0,0,0,1,0
641,27,22,151,17,0,145,0,0,0,0,0,1,0
642,20,13,160,166,1,41,0,0,0,0,0,1,0
643,11,45,133,148,0,192,0,128,1,0,0,1,0
644,15,8,18,310,1,35,1,5,0,1,0,1,0
646,6,42,21,316,3,192,0,0,1,0,0,0,1
647,16,9,18,148,1,1,2,0,0,0,0,0,0
648,30,25,100,292,1,23,0,0,0,0,0,0,1
649,20,14,62,140,3,236,0,210,1,0,1,1,1
650,38,33,75,138,3,78,1,227,1,0,1,1,1
651,23,16,101,251,3,47,2,26,0,0,0,0,0
652,34,28,29,53,1,145,0,0,0,0,0,0,0
653,36,30,120,304,1,78,2,0,0,0,0,0,1
654,29,24,95,279,1,41,0,0,0,1,0,1,0
655,6,26,125,430,2,213,1,0,0,0,0,1,0
657,34,29,23,22,0,23,1,0,1,0,0,1,0
658,26,19,126,445,3,126,0,89,0,0,0,0,0
659,16,8,138,443,1,163,0,0,0,0,0,1,0
660,33,28,82,33,0,196,2,0,1,0,1,1,0
661,40,35,148,93,2,162,1,0,0,0,0,1,0
662,14,7,157,8,0,163,0,0,0,1,0,1,0
663,33,22,110,316,2,189,2,11,0,1,0,1,0
664,22,16,125,188,3,172,2,65,0,1,0,0,0
665,43,39,9,176,2,4,2,0,0,1,0,0,1
666,17,10,150,334,1,41,0,0,0,1,0,0,0
669,27,20,23,249,0,175,0,165,0,0,0,1,0
670,37,33,26,138,1,195,0,0,0,0,0,1,0
671,8,44,71,253,0,237,0,0,0,0,0,0,0
672,17,9,140,39,3,97,1,0,0,0,0,1,0
673,13,43,34,167,0,196,2,333,1,0,0,1,0
674,32,25,11,53,1,127,2,0,1,0,0,0,1
675,31,24,148,257,2,59,0,0,0,0,0,1,0
676,12,5,107,42,3,144,0,334,0,0,0,1,0
677,32,25,95,138,3,53,2,0,0,0,0,0,0
678,13,5,109,352,1,35,0,345,0,0,0,1,0
680,43,39,6,234,0,59,2,0,0,1,1,1,1
681,15,9,4,316,0,59,1,0,0,0,0,0,1
682,35,29,141,149,1,78,2,0,0,0,0,0,0
683,18,12,107,334,0,53,0,5,0,0,0,0,0
684,37,31,122,316,3,144,1,0,0,1,0,1,0
685,24,19,152,373,0,126,1,0,0,1,1,1,1
686,39,33,131,244,0,112,2,0,0,0,0,0,0
687,25,19,149,319,3,227,1,0,1,1,1,1,0
688,38,33,116,90,3,221,0,0,0,0,0,0,0
689,6,26,103,367,2,189,0,0,0,0,0,1,1
691,22,17,103,0,0,35,2,0,0,0,0,1,0
692,16,9,97,279,1,35,1,0,0,0,0,1,0
693,8,43,123,148,3,224,0,15,0,0,0,1,0
694,16,9,100,355,1,35,1,0,0,0,0,1,0
695,40,35,49,20,0,218,0,284,0,0,0,0,0
696,5,15,105,7,1,35,1,0,0,1,0,1,0
697,33,27,95,331,1,53,1,0,0,0,0,1,0
698,8,43,71,243,1,149,0,0,0,0,0,0,0
699,23,16,147,75,2,53,1,0,0,0,0,1,1
700,19,13,154,399,3,59,0,146,0,1,0,0,0
702,30,25,50,253,3,103,2,0,1,0,0,0,0
703,18,12,161,149,1,162,1,0,0,0,0,1,1
704,38,33,49,81,0,126,1,0,1,1,1,0,1
705,8,42,157,390,1,227,1,0,1,0,0,1,0
706,39,35,123,159,0,1,1,0,0,0,0,0,0
707,36,31,70,441,2,218,1,5,0,0,1,1,1
708,26,20,136,95,0,173,0,0,0,0,0,0,0
709,42,36,1,160,3,144,2,0,0,0,0,0,1
710,7,43,83,275,2,245,2,0,1,0,0,1,0
711,9,44,24,407,0,1,0,0,0,0,0,1,1
713,33,28,134,340,1,1,2,0,0,1,0,1,0
714,13,5,125,2,0,191,0,342,0,0,0,1,0
715,35,31,48,172,3,127,2,0,1,0,0,0,0
716,4,26,149,441,2,110,0,0,0,0,0,1,1
717,18,11,27,85,1,1,2,0,0,0,0,1,0
718,36,32,107,100,3,41,0,32,0,0,0,0,1
719,33,29,152,149,3,189,1,337,0,1,0,1,0
720,29,22,157,117,0,98,0,0,0,0,0,1,0
721,12,42,134,57,3,162,2,0,0,0,0,0,0
722,24,17,150,241,1,144,1,0,0,0,0,0,1
724,6,37,139,393,0,59,1,0,0,0,0,1,0
725,8,43,148,166,3,224,1,7,0,0,0,1,0
726,39,33,52,312,1,245,2,0,1,0,0,1,0
727,25,13,73,192,3,195,2,0,1,0,0,1,0
728,3,4,100,466,1,62,2,24,0,0,0,0,1
729,37,31,3,316,1,191,0,0,0,0,0,1,1
730,12,6,123,100,2,163,0,0,0,0,0,0,0
731,17,10,67,195,1,231,0,0,0,0,0,1,0
732,8,42,102,329,2,189,0,0,0,0,0,1,0
733,27,21,36,140,3,59,0,0,0,0,0,1,0
735,10,44,35,451,0,193,2,7,1,0,1,1,1
736,14,6,108,437,2,62,0,0,0,0,0,1,0
737,15,9,132,148,0,110,2,0,0,0,0,0,1
738,40,35,149,351,3,4,1,0,0,0,0,0,0
739,34,29,114,400,2,44,1,0,0,1,0,1,0
740,38,32,131,109,0,125,0,0,0,0,0,1,0
741,14,7,1,214,2,215,2,226,0,0,0,1,1
742,28,21,80,411,1,235,1,0,1,0,0,1,0
743,21,16,97,7,0,189,0,338,0,0,0,0,0
744,40,34,88,28,0,59,1,0,0,1,0,0,1
746,20,13,95,392,1,97,1,0,0,0,0,1,1
747,15,9,101,409,3,41,1,2,0,0,0,1,0
748,11,46,88,197,3,213,2,0,0,0,0,1,0
749,25,19,65,333,2,23,0,0,1,0,1,1,1
750,6,42,146,300,1,112,0,0,0,0,0,0,1
751,14,6,35,441,1,59,1,271,1,0,0,1,0
752,37,32,17,42,1,174,0,0,0,1,0,1,0
753,23,16,140,218,3,126,2,5,0,0,0,1,0
754,11,5,114,170,0,110,1,32,0,0,0,0,0
755,33,27,139,279,1,213,0,0,0,0,0,0,0
757,34,28,14,345,3,239,0,0,1,1,1,1,0
758,39,33,116,148,1,189,2,0,0,0,0,0,0
759,9,45,38,0,1,84,0,0,0,0,0,0,0
760,28,22,36,172,1,1,0,4,0,0,0,1,0
761,32,25,107,199,1,41,2,0,0,0,0,0,0
762,37,31,148,278,1,191,0,150,0,0,0,0,0
763,17,11,152,3,3,59,0,56,0,0,0,1,0
764,39,35,111,459,3,224,0,0,0,1,0,1,0
765,40,36,148,8,2,191,2,0,0,0,0,1,1
766,37,31,7,167,1,191,0,238,0,0,0,1,0
768,36,31,95,138,2,218,1,0,0,0,0,1,1
769,3,4,3,428,0,172,0,0,0,0,0,0,0
770,33,29,118,302,0,125,2,0,0,0,0,0,1
771,35,29,106,232,2,97,0,0,0,0,0,1,0
772,34,28,115,430,0,23,0,0,0,0,0,0,0
773,25,19,109,277,3,41,1,19,0,0,0,0,0
774,7,43,75,130,0,195,0,0,0,0,0,1,0
775,22,17,37,76,1,131,0,33,0,0,0,0,0
776,41,35,106,27,2,53,1,0,0,0,0,1,1
777,21,16,44,159,0,144,0,0,0,0,0,1,0
780,28,21,45,367,3,47,2,0,0,0,0,0,1
781,20,11,137,33,2,82,1,0,0,0,0,0,0
