buying_high,buying_low,buying_med,buying_vhigh,maint_high,maint_low,maint_med,maint_vhigh,doors_2,doors_3,doors_4,doors_5more,persons_2,persons_4,persons_more,lug_boot_big,lug_boot_med,lug_boot_small,safety_high,safety_low,safety_med,class
0.9968893,-0.9991112,0.9882726,0.9989708,0.9318928,0.87274736,-0.7788986,0.9893979,0.8455117,-0.6816205,0.9918558,0.98844683,0.9771258,-0.65316063,0.995653,-0.40040928,-0.9893252,0.9996222,0.99581486,0.99981767,0.99790937,2
0.99875784,-0.999473,0.98924303,0.9991543,0.94850796,0.8775507,-0.84410644,0.99004304,0.83248013,-0.8288051,0.9956129,0.9882192,0.98363256,-0.8214183,0.99677074,-0.43018857,-0.9939069,0.9996711,0.99464387,0.99987715,0.9986573,3
0.9998671,-0.9999847,0.99934685,0.9999813,0.98655427,0.9738646,-0.90513605,0.9993798,0.96582097,-0.752445,0.99931395,0.99936914,0.9978142,-0.7701164,0.9998324,-0.56905717,-0.99926317,0.999997,0.9999136,0.99999875,0.9999456,2
0.99774486,-0.9994636,0.9929991,0.99944115,0.94191086,0.90985817,-0.7683464,0.9932705,0.901347,-0.5852261,0.9924687,0.9935475,0.9833192,-0.59309953,0.99766695,-0.40928876,-0.9921481,0.9998536,0.99857396,0.9999238,0.99877924,0
0.9999694,-0.9999975,0.99982476,0.99999666,0.99266964,0.9874801,-0.9296647,0.9998271,0.9856382,-0.7576868,0.99974453,0.9998202,0.99913406,-0.7897392,0.9999711,-0.62470424,-0.99979407,0.9999997,0.9999883,0.9999999,0.99998975,2
0.99974114,-0.99995214,0.9981026,0.99991953,0.97721976,0.9468364,-0.8849269,0.9981316,0.94212747,-0.8082887,0.99866825,0.99827075,0.99537,-0.82240033,0.99950004,-0.5445073,-0.99859935,0.99998325,0.9996015,0.9999938,0.99983686,2
0.7444324,-0.834048,0.7525275,0.8995948,0.5364132,0.5012967,-0.26568028,0.74052167,0.49782848,-0.16432518,0.74881995,0.77092785,0.6804511,-0.11573235,0.830679,-0.06439007,-0.6321256,0.92470306,0.8857227,0.93569916,0.8445989,2
0.94291246,-0.96464956,0.8713636,0.9677835,0.74336785,0.6097452,-0.523577,0.8845435,0.54379225,-0.50451314,0.919678,0.87073565,0.8429317,-0.43678305,0.92999935,-0.20887418,-0.8791048,0.97707176,0.9114279,0.9859791,0.9499535,2
0.999082,-0.9998149,0.9965685,0.9997766,0.96120155,0.94274265,-0.8351349,0.9964958,0.9269264,-0.65933275,0.9965567,0.9968582,0.9914122,-0.6735382,0.99893755,-0.48954493,-0.99613684,0.9999593,0.9993987,0.9999792,0.9995529,0
0.9991624,-0.99982387,0.9973123,0.9998038,0.9679144,0.94722253,-0.84777606,0.99685055,0.9284945,-0.6700039,0.99707615,0.9969515,0.9934929,-0.66239125,0.99900776,-0.46180835,-0.9963783,0.9999649,0.9994724,0.99998105,0.99961096,3
0.9999967,-0.99999976,0.999955,0.99999946,0.99734145,0.9936137,-0.96699125,0.99994504,0.99159247,-0.89696187,0.9999526,0.99994886,0.9997602,-0.9169176,0.9999926,-0.7423198,-0.9999639,0.99999994,0.9999963,1.0,0.9999984,2
0.9999558,-0.99999595,0.9997691,0.99999446,0.991934,0.98551023,-0.92280614,0.99975437,0.9823337,-0.78266305,0.9996858,0.99976295,0.9989813,-0.80432343,0.9999471,-0.64050007,-0.999712,0.99999946,0.99998116,0.99999976,0.9999845,0
0.99999225,-0.9999996,0.99993557,0.9999992,0.9965593,0.9921405,-0.9607706,0.9999339,0.98946726,-0.8750397,0.99993557,0.9999459,0.9996426,-0.8895018,0.99998915,-0.71874946,-0.9999367,0.99999994,0.99999595,1.0,0.99999785,2
0.9315226,-0.964763,0.89613587,0.9731311,0.73381835,0.66282433,-0.4528171,0.8987109,0.64011043,-0.34563684,0.90466845,0.9008134,0.85007894,-0.2827435,0.9409918,-0.17712173,-0.86987215,0.9841745,0.95359796,0.98879784,0.95476055,2
0.97859263,-0.9858266,0.9111604,0.9835501,0.8072729,0.6605799,-0.6451861,0.9211242,0.6074635,-0.66644907,0.95787597,0.91416997,0.89376026,-0.6545463,0.9626625,-0.23755123,-0.93646663,0.9884561,0.94281256,0.99424714,0.97758174,0
0.97264194,-0.98817647,0.9418791,0.98974955,0.8110016,0.74205095,-0.5866919,0.9470511,0.7154537,-0.46403223,0.9532905,0.9469726,0.9079924,-0.4085063,0.97332025,-0.24658433,-0.93900996,0.99482536,0.97796136,0.9968958,0.98148316,0
0.9772672,-0.9894115,0.946148,0.9893549,0.8233581,0.7594908,-0.61950725,0.9465197,0.7029581,-0.51761186,0.95683354,0.94919986,0.9237417,-0.48738843,0.97283685,-0.26268002,-0.9404455,0.9952268,0.9769541,0.9969136,0.98330504,0
0.67163223,-0.7411534,0.61197644,0.80832934,0.44525987,0.38477737,-0.2353978,0.6231659,0.34383288,-0.21757959,0.67769825,0.65632504,0.5702113,-0.151724,0.72580594,-0.04519482,-0.5222482,0.827703,0.762723,0.86962324,0.74692434,2
0.9901429,-0.9974945,0.9868894,0.9983747,0.9022958,0.88900864,-0.66531485,0.98644084,0.8777894,-0.30769417,0.97867423,0.9859414,0.9706578,-0.35423136,0.99405146,-0.3078217,-0.97460437,0.99953973,0.9975386,0.9996522,0.9964597,2
0.9998983,-0.99998575,0.99929863,0.99997646,0.9870744,0.9734604,-0.91611165,0.9992961,0.961583,-0.8013319,0.9993872,0.99927694,0.9978827,-0.819754,0.99983674,-0.56945175,-0.9993441,0.9999967,0.9998917,0.99999875,0.9999486,2
0.9864023,-0.99488115,0.9678055,0.9947693,0.8651525,0.8048592,-0.6452007,0.9686475,0.7706743,-0.5152057,0.9718519,0.968792,0.94420946,-0.49261075,0.98635495,-0.28343326,-0.9642635,0.9979301,0.9892909,0.99882615,0.9914434,0
0.9999035,-0.99999183,0.99972004,0.99999195,0.9896876,0.98597854,-0.91198087,0.99966383,0.9812168,-0.692857,0.9995204,0.99968946,0.99870986,-0.734108,0.9999313,-0.58726335,-0.9994968,0.9999992,0.9999818,0.99999964,0.9999774,2
0.98910105,-0.9962352,0.9732711,0.99652255,0.8774317,0.82409006,-0.6804249,0.9731709,0.7947397,-0.5683222,0.97909045,0.9760629,0.9512013,-0.53936476,0.988492,-0.32856587,-0.9700027,0.9984878,0.9916056,0.9991586,0.9935169,2
0.9144685,-0.94096255,0.8187625,0.94747955,0.6786267,0.5536096,-0.4621197,0.83734876,0.49464032,-0.4583802,0.8827637,0.83032215,0.79257476,-0.39469174,0.89915305,-0.15525956,-0.8302927,0.95937556,0.8796202,0.974434,0.92179686,0
0.8007946,-0.83264047,0.6675239,0.86537075,0.5222706,0.4102384,-0.3281859,0.6751163,0.39039734,-0.38337523,0.7753013,0.6941527,0.6322387,-0.33594814,0.79584086,-0.09040016,-0.6603005,0.8736801,0.776102,0.91132605,0.81934124,2
0.99911684,-0.999806,0.9962173,0.99972075,0.9633936,0.9315915,-0.83356947,0.9962019,0.90920997,-0.7181064,0.9967021,0.99641526,0.99112105,-0.71237737,0.9987954,-0.473939,-0.9960555,0.9999412,0.9991547,0.9999751,0.9995082,0
0.88004345,-0.92115074,0.8057974,0.93718266,0.62558275,0.5411722,-0.37850216,0.8079864,0.5352565,-0.35926366,0.84764135,0.82953584,0.75580585,-0.3020264,0.8838013,-0.13488835,-0.7838085,0.954862,0.90028334,0.96757126,0.906057,2
0.81116945,-0.8728667,0.7502,0.9060379,0.5592866,0.5006304,-0.31365368,0.75382626,0.47306237,-0.25674516,0.77865076,0.78101677,0.6928351,-0.20212223,0.8384709,-0.10067589,-0.6971041,0.92907256,0.86888003,0.94437814,0.85611886,0
0.9924225,-0.9977049,0.9817502,0.99798983,0.8960924,0.8544387,-0.67675126,0.9831194,0.841069,-0.4721892,0.9805212,0.98246497,0.96367234,-0.4727284,0.99252546,-0.32441643,-0.97805285,0.99923366,0.99482906,0.99954504,0.995473,2
0.99837935,-0.99954396,0.9918369,0.99938405,0.94507354,0.89661205,-0.8122529,0.9919014,0.87665796,-0.7438925,0.99475914,0.99246687,0.9837097,-0.7391311,0.9973934,-0.4303704,-0.99351335,0.9998046,0.9977808,0.99991333,0.9988712,2
0.9886473,-0.99321747,0.95592314,0.99223495,0.85179764,0.75992954,-0.6705157,0.9505115,0.72295356,-0.6729368,0.9734278,0.9552054,0.93468,-0.6628201,0.98131967,-0.27397332,-0.96083647,0.9962271,0.97952974,0.99786234,0.98881125,3
0.9248886,-0.960261,0.8899016,0.97020507,0.70279586,0.6647292,-0.4378384,0.8874688,0.65168065,-0.29446456,0.8900993,0.904574,0.84389514,-0.26531443,0.9381442,-0.16731697,-0.8537239,0.9837194,0.960452,0.98806906,0.95281863,1
0.06627927,0.02103629,0.079709366,0.24818419,0.23137945,0.050182827,0.07827253,0.051203825,0.16310444,-0.06566834,0.20492,0.2202503,0.21474156,-0.010203743,0.32820338,0.20398371,0.08348905,0.10974178,0.31237856,0.21143484,0.16567837,0
0.99952346,-0.9999339,0.99841934,0.999926,0.9745219,0.96139205,-0.8511823,0.9984426,0.95544,-0.6320557,0.99792147,0.99845064,0.99503213,-0.6708533,0.99956834,-0.5138523,-0.99803597,0.99998826,0.999801,0.999994,0.99981934,2
0.8512638,-0.8808846,0.7169469,0.8951041,0.5831884,0.45381546,-0.3873461,0.73196304,0.3978127,-0.43285766,0.8170657,0.7332252,0.6877099,-0.36325485,0.8298309,-0.11105752,-0.7305172,0.90724564,0.7926587,0.93781644,0.8578638,0
0.99726164,-0.9990835,0.987579,0.9988269,0.9294644,0.87118894,-0.77670664,0.98804283,0.84156346,-0.71087444,0.9916941,0.9875013,0.97564757,-0.6745904,0.9955883,-0.39743575,-0.98964465,0.9995796,0.9955031,0.9998098,0.99779177,2
0.99158895,-0.99726874,0.9768691,0.9973652,0.8951799,0.83299243,-0.7161487,0.97928494,0.80396736,-0.6054017,0.98318386,0.9803225,0.960775,-0.58869404,0.98998904,-0.34804747,-0.97595125,0.9988944,0.99218506,0.99941546,0.9951337,2
0.99992925,-0.99999297,0.99965036,0.9999911,0.98991084,0.98156726,-0.9133172,0.9996535,0.9784359,-0.75836134,0.99954164,0.9996633,0.9985123,-0.7681027,0.9999201,-0.60431165,-0.99958193,0.999999,0.99996763,0.9999996,0.9999751,2
0.9980362,-0.99929035,0.98940563,0.99898714,0.9354353,0.88559586,-0.79705215,0.9888753,0.85029465,-0.7534765,0.9935176,0.9894217,0.9800724,-0.75009024,0.9963337,-0.43689895,-0.9910844,0.9996872,0.9959882,0.99985063,0.99824864,2
0.99955946,-0.9999484,0.9989301,0.9999586,0.9801373,0.9702596,-0.86759263,0.99900675,0.9629878,-0.58829916,0.99843144,0.9989087,0.99645644,-0.62604994,0.9996556,-0.51391095,-0.9981855,0.99999344,0.9998716,0.99999624,0.9998746,2
0.99682283,-0.9991265,0.9899004,0.99916625,0.9274889,0.8976232,-0.7609071,0.99091405,0.88322425,-0.5578216,0.99032664,0.9908778,0.9789343,-0.5597641,0.99662685,-0.3869939,-0.989222,0.9997595,0.99767286,0.9998666,0.9981762,1
0.99980825,-0.9999751,0.99922955,0.99996954,0.9818166,0.9738893,-0.87755173,0.9990899,0.97017837,-0.6989316,0.9989009,0.9992028,0.99721664,-0.73557794,0.99979,-0.58263797,-0.9989968,0.99999636,0.99991286,0.99999803,0.9999204,2
0.9866597,-0.9942388,0.9623399,0.9940984,0.8595574,0.78202856,-0.65755814,0.9641933,0.7562823,-0.56190485,0.97153157,0.9635203,0.9403755,-0.52723426,0.98385465,-0.29065287,-0.96382695,0.9973585,0.9851604,0.998557,0.9900164,2
0.99814373,-0.99950665,0.9922069,0.9993806,0.9433005,0.90584767,-0.80276775,0.9922772,0.8812281,-0.68748367,0.99423707,0.99278164,0.9833714,-0.68425876,0.99754524,-0.42128566,-0.99300003,0.99982136,0.99806803,0.99991757,0.9988784,2
0.9967611,-0.99905443,0.9878885,0.9987379,0.93094707,0.87342995,-0.77303976,0.9882757,0.8453595,-0.6847977,0.99142736,0.98958826,0.9773901,-0.6973899,0.99574655,-0.3867744,-0.9881705,0.9996086,0.9965106,0.99981666,0.99814445,2
0.9219955,-0.9489853,0.8371028,0.952475,0.67088735,0.5654666,-0.4340188,0.83547914,0.56291,-0.462615,0.8843779,0.8533386,0.7910141,-0.42107716,0.9113751,-0.17960215,-0.8399089,0.9669188,0.911738,0.97805464,0.9312331,2
0.9801846,-0.99039793,0.94419885,0.9901115,0.82377833,0.73552346,-0.63619447,0.9442347,0.7031999,-0.59362215,0.96429765,0.9494532,0.91607493,-0.57566494,0.97425485,-0.29367006,-0.94730127,0.9949423,0.97525245,0.9970721,0.98503256,2
0.99537104,-0.9984375,0.98397493,0.998193,0.9148806,0.8526117,-0.7342328,0.9839219,0.832002,-0.659134,0.98840934,0.98482764,0.9679324,-0.6314987,0.9936622,-0.3710191,-0.9840529,0.99932206,0.9945472,0.99967945,0.99682975,2
0.9991915,-0.99986684,0.9975352,0.9998716,0.96975696,0.9448152,-0.83963513,0.99762815,0.9371081,-0.6819841,0.9975032,0.99758786,0.9928538,-0.66442233,0.99913204,-0.5021599,-0.9967663,0.99996984,0.999545,0.99998534,0.9996709,2
0.9999999,-1.0,0.9999944,1.0,0.99939734,0.99762815,-0.99063367,0.9999939,0.99611336,-0.9729071,0.99999726,0.99999464,0.99996364,-0.9790634,0.9999996,-0.83081275,-0.99999785,1.0,0.99999964,1.0,0.99999994,2
0.9999882,-0.99999934,0.99991405,0.999999,0.99633723,0.99045706,-0.95847505,0.99992085,0.98534924,-0.85990363,0.9999177,0.9999219,0.9995691,-0.87118345,0.9999839,-0.6986818,-0.9999071,0.9999999,0.9999927,0.99999994,0.99999666,2
0.9996077,-0.99989486,0.9968017,0.9998284,0.9713991,0.93576866,-0.88791615,0.9967067,0.9104029,-0.8318818,0.9983607,0.9967842,0.9934938,-0.83823514,0.9990796,-0.50511867,-0.997748,0.99995685,0.9990389,0.99998313,0.9996842,2
0.99988705,-0.999981,0.9989586,0.9999692,0.98499835,0.9637125,-0.9139973,0.9991124,0.9543559,-0.8356575,0.99935275,0.99902576,0.99719644,-0.83300394,0.9997779,-0.5672932,-0.9993068,0.9999942,0.99980277,0.99999815,0.9999314,2
0.98679936,-0.9948199,0.96373624,0.9948932,0.86337346,0.7885531,-0.6509881,0.96809304,0.76279616,-0.53771514,0.9731073,0.9666313,0.9402723,-0.50160956,0.98554295,-0.2794941,-0.9656804,0.9976649,0.9873534,0.99880457,0.9907924,2
0.9997685,-0.9999551,0.99796987,0.9999143,0.9784372,0.94748896,-0.8996873,0.9980501,0.9292125,-0.8409668,0.9988689,0.9981401,0.99524665,-0.8509879,0.9995222,-0.5317645,-0.9986449,0.9999806,0.9995112,0.9999935,0.9998476,0
0.78356105,-0.8186696,0.64371485,0.85027045,0.51792425,0.39797068,-0.32810804,0.66466594,0.34500456,-0.3705107,0.7576246,0.66940266,0.6255838,-0.30535728,0.7711539,-0.09217206,-0.6464574,0.8584337,0.72999316,0.89935243,0.80045944,2
0.9936515,-0.99848855,0.98943853,0.99891967,0.91935873,0.8980597,-0.7095443,0.989373,0.877063,-0.43345585,0.986319,0.99011666,0.9763575,-0.4206821,0.9951822,-0.3447168,-0.98203826,0.99966276,0.9979918,0.99979293,0.99757653,0
0.9737698,-0.98810863,0.93822414,0.98893875,0.8109081,0.72620976,-0.57733583,0.9419567,0.70155233,-0.48461342,0.95167816,0.9441033,0.9082117,-0.4494251,0.97148585,-0.23841566,-0.93832177,0.99391764,0.97522986,0.9964962,0.9811963,0
0.5134512,-0.5642363,0.46846285,0.6861258,0.36054996,0.28391525,-0.15715398,0.49164096,0.27244616,-0.16621138,0.555097,0.5065286,0.43887955,-0.080527075,0.60769486,-0.002973883,-0.3790717,0.7002958,0.6175866,0.74689066,0.59278405,2
0.6514744,-0.7011296,0.5535006,0.7760271,0.41467014,0.33977422,-0.21812418,0.56355023,0.32979682,-0.2555063,0.65697694,0.60508525,0.52213866,-0.19840857,0.6940007,-0.04371051,-0.5038809,0.7897696,0.7132145,0.8326834,0.70646423,2
0.9999976,-0.9999998,0.99993724,0.99999934,0.99739337,0.9911581,-0.97539,0.99993724,0.9876756,-0.9393583,0.9999646,0.9999431,0.9997412,-0.952446,0.99999267,-0.73013645,-0.99996924,0.99999994,0.99999386,1.0,0.9999986,3
0.9621466,-0.9779391,0.9085207,0.97716033,0.7730988,0.677207,-0.56186795,0.91033554,0.6124128,-0.50533867,0.93343997,0.9105141,0.88018996,-0.46914947,0.9519604,-0.2122916,-0.907223,0.9873492,0.95021015,0.99213696,0.96670014,2
0.97918314,-0.98919445,0.94321185,0.9889797,0.82364094,0.7329162,-0.60081613,0.9413046,0.71586704,-0.5799206,0.96114373,0.94538575,0.9116149,-0.51930463,0.97285616,-0.28108415,-0.94608766,0.9945712,0.97527,0.99686456,0.98262036,0
0.9971228,-0.9990645,0.9875407,0.9988596,0.92436665,0.87287855,-0.7536232,0.9880274,0.85289925,-0.6608028,0.99065477,0.9877395,0.9767002,-0.64882004,0.9953531,-0.39854395,-0.98946875,0.999605,0.99591553,0.99980676,0.9976066,2
0.82294154,-0.8846828,0.7807277,0.91731733,0.5925132,0.5241056,-0.31261823,0.7840114,0.5131261,-0.26127845,0.79747015,0.79790145,0.7048031,-0.17234826,0.86192083,-0.09294153,-0.7172537,0.9408343,0.8862823,0.9548295,0.8760993,2
0.99967134,-0.9999311,0.997741,0.99989825,0.9734341,0.94313353,-0.8744125,0.99773276,0.9327742,-0.79261106,0.99843353,0.9976871,0.9941024,-0.7926218,0.9993642,-0.5090187,-0.99822307,0.9999755,0.9994347,0.9999904,0.9997581,2
0.8846511,-0.93018544,0.8501088,0.95206964,0.6670062,0.6033448,-0.38845557,0.8457619,0.5726881,-0.2470282,0.8495255,0.8509592,0.80153,-0.18641107,0.9052129,-0.09054655,-0.7921016,0.9691862,0.9286326,0.9755021,0.92050105,2
0.99999994,-1.0,0.999998,1.0,0.9995756,0.998789,-0.99109966,0.9999974,0.99816406,-0.9600978,0.99999785,0.99999815,0.9999839,-0.9750984,0.9999998,-0.8554978,-0.99999857,1.0,0.99999994,1.0,1.0,0
0.5469496,-0.58497375,0.4547024,0.6958851,0.35479075,0.27335382,-0.16051055,0.48068792,0.2688861,-0.19173166,0.5600561,0.50910646,0.43715346,-0.11830774,0.61119473,0.014138024,-0.39305252,0.6942814,0.6080408,0.746649,0.602127,0
0.9997295,-0.99994147,0.99727654,0.9998762,0.9724317,0.94059587,-0.88145244,0.9972331,0.9198434,-0.8272079,0.9984235,0.99758625,0.9939883,-0.8369744,0.9994043,-0.48674688,-0.998307,0.99996907,0.9993416,0.999989,0.999766,2
0.96340466,-0.97970974,0.9057895,0.9796777,0.7633712,0.67127335,-0.5703014,0.91080165,0.62539566,-0.51839405,0.9388746,0.91755396,0.8764643,-0.5007054,0.9557828,-0.22989905,-0.9133212,0.98835874,0.9532196,0.99295425,0.97048956,0
0.99917746,-0.9997202,0.9931605,0.9995362,0.95916575,0.89971995,-0.8663405,0.99415004,0.85674757,-0.8224133,0.99681205,0.9929434,0.9889713,-0.8231769,0.99797696,-0.451743,-0.9955811,0.99983966,0.99710226,0.9999473,0.99924594,2
0.99652785,-0.9990103,0.9886485,0.9989185,0.92908436,0.87892276,-0.74462223,0.9891864,0.86125517,-0.6312983,0.99023974,0.9890434,0.9745602,-0.5961493,0.9954087,-0.40801957,-0.9881917,0.9996363,0.996476,0.9998136,0.9976717,2
0.9993926,-0.999866,0.99635863,0.9998109,0.9656291,0.93119437,-0.849891,0.9966792,0.9140988,-0.75202286,0.9972808,0.99634314,0.9914514,-0.73515654,0.9989381,-0.48851195,-0.997186,0.9999508,0.99897367,0.9999792,0.9995387,2
0.2557615,-0.2276039,0.22254094,0.42826703,0.2506897,0.12858069,-0.021699129,0.22470702,0.17419389,-0.11229717,0.34089398,0.28980854,0.25917387,-0.03480217,0.40959814,0.104160964,-0.09905448,0.35999748,0.3665313,0.4297563,0.329445,0
0.9999218,-0.99999046,0.9994744,0.9999856,0.9878542,0.97447264,-0.9136371,0.9994245,0.9715565,-0.8205898,0.9995221,0.9995086,0.99783814,-0.8289659,0.9998965,-0.5929608,-0.9995118,0.9999979,0.9999409,0.9999993,0.9999652,2
0.9989062,-0.9996921,0.99390996,0.9995222,0.95319545,0.91194344,-0.83595484,0.99368566,0.88413006,-0.7581508,0.995983,0.9943341,0.9870474,-0.7517642,0.99810636,-0.44688943,-0.9948467,0.9998833,0.9983429,0.9999479,0.999221,0
0.91567,-0.94415283,0.8197242,0.9497279,0.67331034,0.55905545,-0.47862992,0.83350277,0.5063719,-0.46985036,0.8854253,0.8328472,0.79513717,-0.4132786,0.9015176,-0.1594778,-0.8352783,0.9616455,0.8839741,0.9748089,0.92549616,0
0.9675339,-0.98297864,0.92448354,0.9838423,0.7914799,0.7085552,-0.56514525,0.9244685,0.653215,-0.5087088,0.94558066,0.9266022,0.8982439,-0.4689768,0.9620911,-0.22357973,-0.9209873,0.99059397,0.96182895,0.99434644,0.9746669,0
0.99941987,-0.9998902,0.9974032,0.99987084,0.9684956,0.9482891,-0.843526,0.99764466,0.93969876,-0.6881281,0.9974508,0.99764967,0.9924262,-0.67883074,0.9992827,-0.49924418,-0.9973834,0.9999746,0.99954283,0.99998814,0.99969065,1
0.9999956,-0.99999964,0.99992806,0.9999991,0.9965783,0.99157524,-0.9654925,0.99992204,0.9872281,-0.9043124,0.99993867,0.9999229,0.999704,-0.9192724,0.9999879,-0.73647314,-0.9999519,0.99999994,0.99999166,1.0,0.9999974,2
0.9998402,-0.9999849,0.9995926,0.99998724,0.9873182,0.98155254,-0.9004915,0.9995435,0.9761728,-0.6165839,0.9992525,0.9995763,0.9984024,-0.68213326,0.99988794,-0.5451203,-0.9991943,0.9999985,0.99996907,0.9999992,0.99996305,0
0.9999998,-1.0,0.99999297,0.99999994,0.9992474,0.9974644,-0.98860884,0.9999911,0.9959266,-0.9595286,0.9999951,0.9999937,0.9999598,-0.973087,0.99999934,-0.8099176,-0.99999595,1.0,0.99999964,1.0,0.99999994,2
0.99201554,-0.997163,0.975221,0.99679714,0.8901809,0.82250637,-0.7092166,0.97651637,0.8026789,-0.6172689,0.98219883,0.97824484,0.9554445,-0.5975385,0.9905468,-0.3323863,-0.9771872,0.99882424,0.9919972,0.9993799,0.9947077,2
0.9999398,-0.9999931,0.99948347,0.9999869,0.9894055,0.97605646,-0.9327465,0.9994493,0.96633804,-0.8631143,0.99965626,0.99951434,0.99838114,-0.87260216,0.99989724,-0.62856144,-0.999628,0.9999981,0.9999333,0.99999934,0.99997216,2
0.9893856,-0.9953233,0.96175843,0.9947509,0.8688605,0.7758389,-0.68252695,0.9655664,0.73144853,-0.6237401,0.9758927,0.965118,0.94314086,-0.5986589,0.983671,-0.29094544,-0.9673575,0.9972997,0.98217326,0.9986279,0.99112016,0
0.99882793,-0.99972093,0.99512625,0.999628,0.95585907,0.9227628,-0.8176727,0.99509573,0.9008514,-0.70900106,0.9958713,0.995219,0.9885658,-0.68568385,0.99834096,-0.45709452,-0.9951366,0.9999076,0.99875724,0.9999612,0.9992783,2
0.9994591,-0.9998502,0.99536216,0.9997311,0.96384084,0.9198252,-0.874199,0.99536014,0.89154303,-0.81217074,0.9974503,0.9954408,0.99165887,-0.8245029,0.99880904,-0.44807857,-0.9970278,0.9999203,0.998648,0.99997044,0.9995396,2
0.99987376,-0.99997824,0.99891996,0.9999604,0.9831745,0.9632602,-0.90783924,0.99884564,0.95138365,-0.8396397,0.9992407,0.9989613,0.9968503,-0.8391847,0.9997379,-0.58841884,-0.99918216,0.99999326,0.9997985,0.9999976,0.99991566,2
0.9816728,-0.99381834,0.97430366,0.99596715,0.8568758,0.8381018,-0.59684867,0.97221875,0.8254578,-0.34710273,0.96591586,0.9731046,0.9479102,-0.3328059,0.98675114,-0.27625886,-0.9551705,0.99850297,0.9937207,0.99885,0.9913735,0
0.9608877,-0.9836219,0.94371766,0.9883484,0.7896773,0.760345,-0.5218978,0.942395,0.73353994,-0.29844803,0.9351317,0.9457619,0.9076893,-0.2849083,0.97022796,-0.20489575,-0.9158509,0.9946268,0.982661,0.995986,0.97852856,2
0.9992598,-0.9998115,0.9948419,0.9996916,0.9592595,0.9158751,-0.84741694,0.9950983,0.9032021,-0.7893307,0.9968749,0.99557513,0.98819476,-0.78812635,0.99866325,-0.48942864,-0.9965462,0.9999202,0.9985393,0.99996704,0.99944127,2
0.9549573,-0.98087406,0.93784994,0.98633474,0.78239167,0.75619036,-0.5105332,0.9358074,0.71397966,-0.29871592,0.9277571,0.94208103,0.9028633,-0.28603745,0.96535677,-0.20489381,-0.9020086,0.9937093,0.9792908,0.9949461,0.9747934,2
0.99999994,-1.0,0.9999984,1.0,0.9996885,0.99888283,-0.9923821,0.9999981,0.9982597,-0.9665786,0.99999857,0.9999984,0.9999884,-0.97832644,0.9999999,-0.85040873,-0.9999991,1.0,0.99999994,1.0,1.0,0
0.9999998,-1.0,0.9999946,1.0,0.99927026,0.9978677,-0.9878373,0.9999941,0.99654824,-0.9565079,0.99999595,0.99999475,0.99996215,-0.96854043,0.9999995,-0.82908833,-0.9999969,1.0,0.9999997,1.0,0.99999994,2
0.7464602,-0.77661115,0.58455324,0.81623137,0.48194206,0.35390028,-0.31578764,0.6115246,0.3152926,-0.37054363,0.7249378,0.61953944,0.5876145,-0.3206762,0.7312461,-0.07340807,-0.6008341,0.8145397,0.6761911,0.8669182,0.7636963,2
0.99992687,-0.9999894,0.99936265,0.99998087,0.98770624,0.9736893,-0.9208147,0.99940777,0.96202046,-0.82329655,0.99946415,0.9993567,0.9980238,-0.8405241,0.99985707,-0.60606414,-0.9994897,0.99999744,0.9998943,0.99999905,0.99995446,2
0.99944663,-0.999903,0.99792546,0.99987113,0.97246623,0.9511491,-0.8491304,0.9976144,0.9405067,-0.7074561,0.99777466,0.99797195,0.9941283,-0.7094128,0.99934936,-0.49148715,-0.9975201,0.999977,0.99966323,0.9999901,0.99975806,0
0.9997357,-0.9999573,0.9986146,0.9999383,0.97873545,0.95835966,-0.8799529,0.9984878,0.9467236,-0.7911705,0.99886656,0.9987014,0.9954769,-0.78998137,0.9996068,-0.55197,-0.9985708,0.9999884,0.999747,0.9999955,0.9998658,0
0.29157346,-0.24537183,0.21598954,0.4249064,0.25795126,0.113961875,-0.051154826,0.21132647,0.15782529,-0.13871787,0.35302335,0.27041134,0.28417316,-0.100402914,0.40974015,0.106779784,-0.123288415,0.32463393,0.3525762,0.42418408,0.36418262,0
0.9999973,-0.9999999,0.99997395,0.99999976,0.9979995,0.9951934,-0.97014093,0.99997026,0.9938172,-0.8907209,0.9999678,0.9999728,0.999843,-0.9045788,0.99999577,-0.7507234,-0.9999721,1.0,0.99999857,1.0,0.9999992,2
0.99996334,-0.9999967,0.99974316,0.99999464,0.99133617,0.98441106,-0.9343618,0.9997267,0.98025244,-0.8193999,0.99972296,0.99978465,0.99889815,-0.84148765,0.99994904,-0.64968854,-0.99975187,0.9999994,0.9999787,0.9999998,0.9999864,2
0.9975515,-0.99945754,0.99341446,0.99949145,0.9415969,0.910359,-0.7789047,0.9938346,0.90170884,-0.5902398,0.9931047,0.9943088,0.98365617,-0.58281577,0.99773246,-0.4111359,-0.9916117,0.9998585,0.99880433,0.999934,0.99894845,0
0.5525819,-0.6184461,0.51304924,0.7246854,0.3693678,0.31186897,-0.15954141,0.52563685,0.2953983,-0.16140077,0.57385004,0.5543556,0.47271118,-0.08151691,0.6328781,-0.021190347,-0.4093632,0.7404605,0.6660048,0.7787625,0.6287429,2
