age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
97.3, ?,-134957.0, Doctorate,-0.5, Married-spouse-absent, Craft-repair, Own-child, Asian-Pac-Islander, Female,96834.47331249027,4791.6,108.8, ?, <=50K
97.3, Self-emp-inc,1631947.0, 1st-4th,17.5, Married-AF-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,75290.10887200604,4791.6,-8.8, India, <=50K
97.3, Local-gov,-134957.0, 10th,17.5, Married-civ-spouse, Armed-Forces, Unmarried, Asian-Pac-Islander, Female,109998.9,4791.6,108.8, Iran, <=50K
44.99864790485267, Local-gov,109317.50035315, 12th,12.620147586518135, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,1118.4512569692017,64.11848349761587,28.499039378730167, Columbia, >50K
9.7, Self-emp-not-inc,-134957.0, 7th-8th,17.5, Divorced, Protective-serv, Not-in-family, White, Female,-9999.900000000001,4791.6,108.8, ?, <=50K
35.32995795034616, ?,251796.58391901036, 12th,10.558554572065757, Divorced, Tech-support, Own-child, White, Male,229.69045968741136,26.79398109830204,39.91525481326187, Laos, <=50K
28.81896382922027, Self-emp-not-inc,101606.64962289396, 11th,13.237426400110692, Separated, Handlers-cleaners, Unmarried, White, Male,281.4913360778214,40.75116911098787,28.348064605691143, Haiti, >50K
97.3, Self-emp-not-inc,-134957.0, Doctorate,17.5, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, Japan, <=50K
97.3, Self-emp-inc,1631947.0, 7th-8th,-0.5, Married-civ-spouse, Adm-clerical, Husband, White, Male,76332.22350441107,4791.6,108.8, Ireland, >50K
80.83565402289017, Private,126606.46963052178, 9th,13.76962945547005, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,287.42963920080047,55.50104907879765,37.77285075433278, Portugal, <=50K
97.3, Local-gov,299909.80765236676, 10th,-0.5, Married-spouse-absent, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,19164.59777237754,4791.6,-8.8, Puerto-Rico, <=50K
97.3, Self-emp-inc,-134957.0, 11th,17.5, Never-married, Farming-fishing, Unmarried, Other, Male,109998.9,4791.6,108.8, Canada, >50K
97.3, State-gov,1631947.0, Masters,-0.5, Widowed, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,109998.9,4791.6,-8.8, South, <=50K
97.3, ?,-134957.0, 7th-8th,-0.5, Married-spouse-absent, Prof-specialty, Husband, White, Female,109998.9,-435.6,108.8, El-Salvador, >50K
68.98696621166445, ?,76705.3261433688, 1st-4th,8.42836940856028, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Female,-104.21887627967135,17.53596418185296,48.892505866645294, Cambodia, <=50K
65.9727045719914, Local-gov,9310.033417645056, 11th,8.720236356295638, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,335.1987510407979,86.95181585522735,38.07228564749622, France, >50K
40.51633199462131, Self-emp-inc,40274.09115510035, Assoc-acdm,8.815418852549305, Married-AF-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,367.78968148029765,20.90380788952747,29.340096322269062, Cuba, >50K
97.3, Local-gov,1631947.0, 9th,17.5, Married-spouse-absent, ?, Not-in-family, Black, Female,-9999.900000000001,4791.6,-8.8, Yugoslavia, >50K
44.26014212494726, Local-gov,66173.56287813025, 9th,8.769930821888206, Married-spouse-absent, Armed-Forces, Not-in-family, Black, Female,-14.78806019233457,26.344813080945748,37.998524643318596, Italy, <=50K
70.44523627228516, State-gov,33514.80193269646, Assoc-voc,8.757625375692028, Married-civ-spouse, Priv-house-serv, Other-relative, Black, Male,1136.4395499720379,9.669252535964361,44.97279387186043, Guatemala, <=50K
97.3, Local-gov,1631947.0, 5th-6th,17.5, Married-AF-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,109998.9,-435.6,108.8, Holand-Netherlands, <=50K
97.3, State-gov,-134957.0, HS-grad,17.5, Married-AF-spouse, ?, Unmarried, Other, Female,109998.9,-435.6,108.8, Japan, >50K
9.7, Self-emp-not-inc,-134957.0, Masters,-0.5, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,109998.9,4791.6,108.8, France, <=50K
45.48144122909166, Without-pay,806264.7343435695, 11th,13.381478241556053, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,1198.1441517348346,-11.68118086459124,108.8, Philippines, >50K
9.7, Self-emp-inc,-134957.0, 9th,17.5, Married-spouse-absent, Transport-moving, Other-relative, Black, Female,-9999.900000000001,4791.6,108.8, Holand-Netherlands, <=50K
97.3, Never-worked,-134957.0, 5th-6th,-0.5, Married-AF-spouse, Sales, Husband, Black, Male,-9999.900000000001,2882.7176742924967,108.8, Yugoslavia, >50K
97.3, Self-emp-inc,1565416.8175669862, 7th-8th,17.5, Married-civ-spouse, Priv-house-serv, Other-relative, Amer-Indian-Eskimo, Female,-9999.900000000001,4791.6,-8.8, Dominican-Republic, <=50K
97.3, ?,-134957.0, 7th-8th,17.5, Married-spouse-absent, Craft-repair, Own-child, Asian-Pac-Islander, Female,109998.9,4791.6,108.8, Jamaica, <=50K
40.27649886212692, Without-pay,158448.87705722832, Some-college,3.8962967943843054, Never-married, Craft-repair, Not-in-family, White, Female,1170.1228892993558,12.839742414459465,28.58097397257078, El-Salvador, >50K
97.3, Without-pay,-134957.0, 9th,17.5, Married-AF-spouse, Priv-house-serv, Husband, Black, Male,109998.9,-435.6,108.8, Nicaragua, <=50K
97.3, Local-gov,-134957.0, 10th,-0.5, Widowed, ?, Husband, White, Female,109998.9,4791.6,-8.8, Italy, <=50K
97.3, State-gov,1631947.0, Preschool,17.5, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Female,-9999.900000000001,4791.6,-8.8, Haiti, <=50K
97.3, Never-worked,1631947.0, 12th,-0.5, Widowed, Other-service, Husband, Other, Male,-9999.900000000001,4791.6,108.8, Cuba, >50K
97.3, Without-pay,1631947.0, 11th,17.5, Married-spouse-absent, Farming-fishing, Husband, White, Female,109998.9,-435.6,108.8, Thailand, <=50K
52.816534407465596, Without-pay,143907.01460966285, Doctorate,15.097829631371118, Married-AF-spouse, Armed-Forces, Wife, Other, Female,-20.66707185975224,10.446581572665806,42.04798535721166, Nicaragua, >50K
97.3, Self-emp-inc,1631947.0, Assoc-acdm,6.797172372026313, Widowed, Prof-specialty, Husband, White, Male,109998.9,2839.388350302675,108.8, Puerto-Rico, <=50K
97.3, Without-pay,238186.76639307707, HS-grad,17.5, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,109998.9,-435.6,108.8, Philippines, >50K
97.3, State-gov,-134957.0, 11th,-0.5, Never-married, Adm-clerical, Husband, Black, Female,-9999.900000000001,-435.6,108.8, France, <=50K
97.3, Never-worked,1631947.0, Prof-school,17.5, Married-spouse-absent, Priv-house-serv, Other-relative, Other, Male,-9999.900000000001,4791.6,108.8, El-Salvador, >50K
97.3, Without-pay,-134957.0, Doctorate,17.5, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male,109998.9,4791.6,-8.8, Italy, <=50K
25.058351237973973, Federal-gov,392540.52070465975, Assoc-acdm,6.7114166489349785, Married-AF-spouse, Protective-serv, Wife, Other, Female,164.45824602749144,46.02923878634602,39.5849665803263, Philippines, <=50K
97.3, Without-pay,1631947.0, 7th-8th,17.5, Widowed, Armed-Forces, Wife, Amer-Indian-Eskimo, Male,109998.9,377.5243859620757,108.8, China, <=50K
9.7, ?,-134957.0, Prof-school,17.5, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,109998.9,4791.6,108.8, Ecuador, >50K
9.7, Never-worked,-134957.0, 7th-8th,-0.5, Never-married, Priv-house-serv, Other-relative, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, China, <=50K
97.3, ?,-134957.0, Assoc-voc,17.5, Divorced, Tech-support, Unmarried, Black, Male,109998.9,4791.6,-8.8, India, >50K
97.3, ?,-134957.0, Masters,-0.5, Separated, Machine-op-inspct, Other-relative, Black, Female,29928.791782159537,4791.6,-8.8, Mexico, <=50K
53.76095598619156, Self-emp-not-inc,65638.48140816367, Some-college,12.294995655035988, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Female,-259.03033825678654,36.83208201635074,38.75672846720372, Philippines, >50K
97.3, Self-emp-inc,-134957.0, Assoc-acdm,17.5, Separated, Tech-support, Wife, Asian-Pac-Islander, Male,-9999.900000000001,4791.6,108.8, ?, <=50K
40.088857428945836, Never-worked,176062.86180370767, Masters,10.32057237392948, Widowed, Farming-fishing, Other-relative, White, Female,312.3318153013736,1126.3241526998854,45.30184877419741, Scotland, <=50K
9.7, Without-pay,-134957.0, Assoc-voc,17.5, Widowed, Farming-fishing, Other-relative, Asian-Pac-Islander, Female,109998.9,4791.6,108.8, Hungary, <=50K
97.3, Never-worked,-134957.0, 11th,17.5, Separated, Protective-serv, Own-child, Asian-Pac-Islander, Female,109998.9,-435.6,108.8, Canada, <=50K
97.3, ?,422280.11646442494, HS-grad,17.5, Married-spouse-absent, Prof-specialty, Unmarried, Black, Female,109998.9,4791.6,-8.8, Iran, >50K
97.3, Federal-gov,-134957.0, Assoc-acdm,17.5, Divorced, Adm-clerical, Own-child, Black, Female,109998.9,4791.6,-8.8, Hungary, >50K
9.7, Federal-gov,-134957.0, 1st-4th,-0.5, Widowed, Tech-support, Husband, Black, Male,109998.9,4791.6,108.8, Japan, >50K
9.7, Without-pay,1631947.0, Assoc-acdm,17.5, Never-married, Adm-clerical, Not-in-family, White, Male,109998.9,4791.6,108.8, Honduras, <=50K
97.3, Local-gov,-89691.34077524365, Prof-school,17.5, Married-spouse-absent, Sales, Unmarried, White, Female,83371.04561123296,582.0916058224927,-8.8, Greece, <=50K
74.87086944286054, State-gov,56665.79608711714, Masters,2.3562349784570893, Married-spouse-absent, Exec-managerial, Own-child, Asian-Pac-Islander, Female,268.46811487267723,34.6499795319652,36.47772671842217, Canada, >50K
97.3, Private,-134957.0, Masters,-0.5, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,109998.9,4791.6,108.8, Honduras, >50K
97.3, State-gov,-134957.0, 11th,17.5, Married-spouse-absent, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,86018.95122584015,4791.6,108.8, Ecuador, <=50K
97.3, Without-pay,-134957.0, 9th,-0.5, Married-AF-spouse, Farming-fishing, Own-child, Other, Male,109998.9,4791.6,-8.8, South, >50K
96.84711799157489, Local-gov,-1049.12951332613, Assoc-acdm,12.617961309222371, Never-married, Adm-clerical, Own-child, Other, Male,103.39283105175082,3893.204828455728,36.22881949583507, Yugoslavia, <=50K
97.3, ?,-134957.0, 9th,17.5, Separated, Prof-specialty, Own-child, Asian-Pac-Islander, Female,100823.79003448959,4791.6,108.8, Jamaica, <=50K
97.3, Federal-gov,-134957.0, Bachelors,-0.5, Married-civ-spouse, Protective-serv, Own-child, White, Male,109998.9,4791.6,108.8, United-States, >50K
97.3, ?,1631947.0, Assoc-acdm,-0.5, Divorced, Tech-support, Other-relative, White, Female,109998.9,4791.6,108.8, Hungary, >50K
97.3, Private,-134957.0, Assoc-acdm,-0.5, Never-married, Priv-house-serv, Wife, Asian-Pac-Islander, Male,109998.9,-435.6,108.8, Cuba, >50K
97.3, Federal-gov,-134957.0, 11th,17.5, Widowed, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, Hungary, <=50K
9.7, State-gov,-134957.0, 9th,-0.5, Married-AF-spouse, Other-service, Wife, Black, Male,-9999.900000000001,4791.6,108.8, Trinadad&Tobago, >50K
97.3, Private,-134957.0, HS-grad,17.5, Married-civ-spouse, Protective-serv, Other-relative, Other, Female,109998.9,4791.6,108.8, Trinadad&Tobago, <=50K
31.900707139455246, Self-emp-inc,127054.50159009182, 12th,13.174793200860396, Married-civ-spouse, Sales, Other-relative, Black, Male,-578.6924708432866,45.72236971854508,41.50567912987633, Puerto-Rico, <=50K
97.3, Private,-134957.0, 5th-6th,17.5, Widowed, Adm-clerical, Husband, Other, Female,101854.67597705797,2525.809375360848,-8.8, Cambodia, <=50K
32.43363835518706, Local-gov,-11014.292736917385, Prof-school,11.775971837999888, Married-AF-spouse, Craft-repair, Unmarried, Black, Female,117.72976674962081,38.75063303707488,40.8879226342988, Dominican-Republic, >50K
27.580946279070922, Self-emp-not-inc,356014.7782939258, 9th,9.454074299398439, Widowed, ?, Wife, Other, Male,363.36204721607737,11.160450635030188,38.87478743708171, Guatemala, >50K
97.3, Federal-gov,-134957.0, HS-grad,17.5, Married-AF-spouse, Armed-Forces, Other-relative, White, Female,109998.9,-435.6,108.8, Trinadad&Tobago, >50K
9.7, Federal-gov,1631947.0, 11th,-0.5, Widowed, Prof-specialty, Not-in-family, Other, Female,109998.9,4791.6,108.8, Haiti, <=50K
24.434807419031138, Federal-gov,434006.87308378133, 12th,10.12228579633455, Married-AF-spouse, Prof-specialty, Unmarried, White, Male,597.6316425193638,47.83727607497804,34.63594446778263, Germany, >50K
97.3, Without-pay,1256064.457006087, 7th-8th,17.5, Divorced, Sales, Unmarried, Black, Female,61381.51152541689,4791.6,108.8, France, <=50K
41.29565957660099, Private,234788.3879438119, 12th,2.994269783535305, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,224.8633611721582,58.708213536689485,36.09482725282149, ?, >50K
26.043470387104975, Never-worked,276855.22091250157, Preschool,9.39200929284109, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,-129.04358769531746,48.73825121003091,30.761939626789935, Thailand, <=50K
97.3, Never-worked,-134957.0, Doctorate,17.5, Never-married, Machine-op-inspct, Unmarried, Other, Female,-9999.900000000001,4791.6,108.8, Hungary, >50K
97.3, Never-worked,-134957.0, 10th,-0.5, Never-married, Machine-op-inspct, Other-relative, Other, Male,109998.9,4791.6,108.8, Thailand, <=50K
35.785614541695814, State-gov,35741.71604146401, Assoc-acdm,12.20907035458126, Married-AF-spouse, Farming-fishing, Husband, White, Male,716.133761426187,28.675131710777634,39.96186749502534, Yugoslavia, >50K
44.388693856483954, ?,142054.3453059836, HS-grad,15.01951986827634, Married-AF-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,129.2610929997985,48.651142402005554,57.52366658798657, Nicaragua, >50K
42.33639083586439, Local-gov,108523.86509563784, 11th,9.29740923069629, Married-AF-spouse, Other-service, Wife, White, Female,343.423688637552,-0.7895843421213726,38.85142693248653, Columbia, <=50K
97.3, State-gov,1631947.0, Bachelors,17.5, Widowed, Handlers-cleaners, Husband, Black, Female,109998.9,3954.0035477072106,108.8, Trinadad&Tobago, >50K
97.3, Local-gov,1631947.0, 10th,17.5, Married-AF-spouse, Transport-moving, Other-relative, Other, Male,109998.9,4791.6,108.8, Vietnam, >50K
31.06864907414428, Self-emp-inc,206580.7704006296, 9th,9.499763863177563, Widowed, Craft-repair, Other-relative, White, Male,562.3814831867475,31.108735000363133,40.161965555208305, El-Salvador, <=50K
62.65522543031351, Private,155878.32407164754, 7th-8th,9.714305269579388, Separated, Prof-specialty, Unmarried, Other, Male,-58.06007434207709,57.149909844076156,38.17985928956287, France, >50K
97.3, State-gov,-134957.0, 12th,-0.5, Separated, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,109998.9,4791.6,108.8, United-States, <=50K
97.3, Private,-134957.0, 7th-8th,17.5, Married-AF-spouse, Prof-specialty, Unmarried, Black, Female,109998.9,4791.6,108.8, Scotland, <=50K
32.911713472186115, Private,174288.64698673377, Assoc-voc,7.311037436093484, Married-spouse-absent, ?, Wife, Asian-Pac-Islander, Female,178.39757418851832,35.826838889127224,62.69227873916717, Mexico, <=50K
92.41397516609265, Without-pay,4425.46499264834, 1st-4th,10.692892359555596, Widowed, Farming-fishing, Husband, Black, Female,11580.176080308695,59.280370591123344,20.198942790586425, Hungary, <=50K
97.3, Private,1631947.0, Masters,17.5, Married-civ-spouse, Priv-house-serv, Not-in-family, Black, Male,109998.9,-435.6,108.8, Outlying-US(Guam-USVI-etc), >50K
97.3, State-gov,-134957.0, Assoc-acdm,17.5, Divorced, Tech-support, Husband, Asian-Pac-Islander, Male,10200.624379033523,4791.6,108.8, Laos, <=50K
40.227565556023926, ?,65860.53598042137, 9th,13.465212329289015, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,94.22863899298261,68.83732144557459,41.52634289664519, Columbia, <=50K
46.03848879779735, Local-gov,419948.7744362637, 12th,13.742691366319065, Never-married, Machine-op-inspct, Not-in-family, Other, Male,788.2743783440612,35.080709727512655,54.58102198382146, Portugal, >50K
97.3, Federal-gov,-134957.0, 9th,17.5, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,109998.9,-435.6,108.8, China, <=50K
97.3, Never-worked,1631947.0, 1st-4th,-0.5, Widowed, ?, Own-child, Other, Female,-9999.900000000001,4791.6,-8.8, Cambodia, >50K
61.2668649941765, Self-emp-not-inc,182914.1334635753, Doctorate,14.944332517160134, Separated, Armed-Forces, Unmarried, Asian-Pac-Islander, Male,-182.82134122548905,48.15177314850682,44.77094147591189, Laos, >50K
9.7, Federal-gov,-134957.0, 5th-6th,17.5, Married-AF-spouse, Armed-Forces, Other-relative, Asian-Pac-Islander, Female,-9999.900000000001,4791.6,108.8, England, >50K
97.3, ?,-134957.0, Doctorate,-0.5, Never-married, Machine-op-inspct, Not-in-family, Black, Female,-9367.167606649115,4791.6,108.8, Portugal, >50K
9.7, Self-emp-inc,-134957.0, Some-college,17.5, Separated, ?, Unmarried, Other, Female,33996.954851409675,4791.6,108.8, Dominican-Republic, <=50K
97.3, ?,1631947.0, Masters,17.5, Widowed, Machine-op-inspct, Not-in-family, Black, Male,109998.9,-435.6,108.8, Thailand, >50K
97.3, Federal-gov,-134957.0, 9th,17.5, Married-spouse-absent, Adm-clerical, Other-relative, Other, Female,-9999.900000000001,4791.6,-8.8, Italy, <=50K
97.3, Never-worked,-134957.0, Assoc-acdm,-0.5, Widowed, Machine-op-inspct, Own-child, Black, Male,109998.9,4791.6,108.8, Puerto-Rico, <=50K
97.3, Local-gov,-134957.0, 12th,-0.5, Married-AF-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,109998.9,-435.6,108.8, Cambodia, >50K
92.88577359432091, Private,121312.21211028959, Preschool,14.4655392707065, Married-civ-spouse, Other-service, Unmarried, White, Male,-1160.0365093281737,4791.6,1.1350041751607023, Hong, <=50K
97.3, Local-gov,1008529.6272692722, Preschool,-0.5, Married-AF-spouse, Prof-specialty, Unmarried, Other, Male,35027.121432134736,4791.6,-8.8, India, <=50K
97.3, Self-emp-not-inc,1631947.0, 5th-6th,-0.5, Separated, Farming-fishing, Wife, Other, Male,-9999.900000000001,4791.6,108.8, Guatemala, >50K
97.3, Private,1631947.0, Preschool,-0.5, Married-AF-spouse, Machine-op-inspct, Wife, Black, Male,109998.9,-435.6,108.8, Scotland, >50K
97.3, Self-emp-not-inc,1631947.0, Prof-school,-0.5, Separated, Protective-serv, Unmarried, White, Male,109998.9,4791.6,108.8, Scotland, <=50K
97.3, Never-worked,1631947.0, Doctorate,17.5, Married-AF-spouse, Sales, Wife, Black, Male,109998.9,4791.6,-8.8, South, <=50K
45.25960383334925, ?,143055.5804003816, Masters,-0.5, Married-spouse-absent, Armed-Forces, Other-relative, Other, Female,-601.9065771004364,9.91458328698053,108.8, Italy, >50K
97.3, Self-emp-inc,-134957.0, Preschool,-0.5, Never-married, Protective-serv, Wife, Black, Male,109998.9,4791.6,108.8, Columbia, >50K
9.7, Never-worked,947943.9559096699, Assoc-voc,17.5, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,107284.22604713599,4791.6,108.8, Japan, <=50K
35.3187548060414, Self-emp-not-inc,32295.838188783382, 5th-6th,11.084707986416442, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,-420.14054083139376,49.99884828504963,50.98700293484244, Italy, <=50K
9.7, Local-gov,-134957.0, Bachelors,-0.5, Married-AF-spouse, Priv-house-serv, Other-relative, Black, Male,11392.140876111454,4791.6,108.8, Ecuador, >50K
97.3, Private,-134957.0, Prof-school,-0.5, Divorced, ?, Other-relative, Amer-Indian-Eskimo, Male,109998.9,1335.3926492642777,-8.8, Philippines, <=50K
9.7, Never-worked,1631947.0, 7th-8th,3.1212911439113515, Separated, Priv-house-serv, Other-relative, Black, Male,937.1345518997776,3607.6889887398734,2.502809462725537, Outlying-US(Guam-USVI-etc), >50K
97.3, Never-worked,-134957.0, Bachelors,-0.5, Divorced, Machine-op-inspct, Husband, Black, Female,109998.9,171.12526422972996,108.8, Peru, >50K
23.717722263218356, Self-emp-inc,181076.2217475221, Bachelors,8.639593218384068, Married-civ-spouse, Sales, Other-relative, Black, Male,837.2683169246999,26.267619889372725,51.366493754689316, El-Salvador, <=50K
97.3, State-gov,1631947.0, 10th,17.5, Separated, ?, Own-child, Black, Female,109998.9,-435.6,108.8, Columbia, <=50K
97.3, Federal-gov,-134957.0, 11th,-0.5, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, Greece, <=50K
97.3, Self-emp-inc,17235.511596716766, 1st-4th,1.5622885273007068, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,458.6257090509936,-31.955711918136927,0.45954504672256036, Hungary, <=50K
97.3, Federal-gov,1631947.0, Doctorate,17.5, Separated, Armed-Forces, Husband, Black, Male,109998.9,-435.6,108.8, Haiti, >50K
97.3, Private,1631947.0, Some-college,17.5, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,109998.9,-435.6,108.8, England, <=50K
97.3, State-gov,1631947.0, 7th-8th,-0.5, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,109998.9,4791.6,108.8, Hong, <=50K
9.7, ?,-134957.0, Some-college,-0.5, Divorced, ?, Other-relative, Black, Male,-9999.900000000001,4791.6,108.8, Yugoslavia, <=50K
54.04745475546178, Private,231895.021412944, 7th-8th,11.277736006071157, Married-spouse-absent, ?, Other-relative, Black, Male,-137.90730439335766,33.06154244226261,15.583647029655626, Mexico, <=50K
97.3, Without-pay,-134957.0, 12th,17.5, Never-married, Prof-specialty, Husband, White, Male,109998.9,4791.6,-8.8, Mexico, <=50K
97.3, Private,1631947.0, 5th-6th,17.5, Married-AF-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,-9999.900000000001,4791.6,108.8, Puerto-Rico, >50K
30.469626101309828, Private,231721.18751501568, Assoc-voc,8.241631968458526, Married-civ-spouse, Exec-managerial, Wife, Black, Female,1746.3436582508155,41.89923283588729,39.44343775669892, Poland, >50K
97.3, Local-gov,-134957.0, 12th,17.5, Widowed, Transport-moving, Wife, Other, Female,-9999.900000000001,4791.6,34.558516866093115, Guatemala, >50K
97.3, State-gov,-134957.0, Assoc-acdm,17.5, Separated, Other-service, Unmarried, Black, Male,109998.9,4791.6,108.8, Columbia, >50K
97.3, Never-worked,-134957.0, 1st-4th,17.5, Married-AF-spouse, Machine-op-inspct, Not-in-family, Black, Female,109998.9,4791.6,108.8, Haiti, >50K
97.3, Federal-gov,1631947.0, 7th-8th,17.5, Separated, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,109998.9,-435.6,108.8, Ireland, <=50K
97.3, Without-pay,-134957.0, Some-college,17.5, Divorced, Machine-op-inspct, Husband, Other, Male,-1955.7826369624806,4791.6,-8.8, Nicaragua, <=50K
9.7, Self-emp-not-inc,-134957.0, Masters,-0.5, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,109998.9,4791.6,108.8, El-Salvador, <=50K
97.3, Without-pay,-134957.0, Some-college,17.5, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, India, >50K
97.3, Federal-gov,517615.2436427351, Assoc-voc,-0.5, Married-spouse-absent, Prof-specialty, Husband, Other, Female,109998.9,1754.375328921327,108.8, Honduras, <=50K
97.3, ?,1631947.0, 5th-6th,-0.5, Married-spouse-absent, Prof-specialty, Wife, White, Female,-9999.900000000001,4791.6,108.8, Holand-Netherlands, >50K
24.03519595282823, Self-emp-not-inc,74156.20636895687, 9th,9.80418249080008, Separated, Farming-fishing, Own-child, Black, Male,137.47176856275075,11.060850102163187,38.84462830828608, Peru, <=50K
97.3, Private,-134957.0, Doctorate,-0.5, Married-AF-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,25603.910050493374,-435.6,108.8, Puerto-Rico, >50K
97.3, Federal-gov,1631947.0, HS-grad,-0.5, Married-AF-spouse, Transport-moving, Not-in-family, Black, Female,109998.9,4791.6,108.8, Philippines, >50K
43.01096580554562, Without-pay,44722.208123892226, Masters,13.603298898032953, Married-spouse-absent, Other-service, Own-child, Asian-Pac-Islander, Male,157.49142684374328,25.94808702905813,40.14734288805757, Poland, >50K
97.3, Never-worked,-134957.0, Masters,17.5, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Female,-9999.900000000001,4791.6,108.8, Cambodia, >50K
44.46054606959049, Federal-gov,236136.9756949431, 12th,11.561966926279073, Married-spouse-absent, Transport-moving, Own-child, Asian-Pac-Islander, Male,1264.6121893987092,31.80408024143241,37.17228969519533, Cambodia, >50K
97.3, Without-pay,1631947.0, 9th,17.5, Separated, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,109998.9,-435.6,108.8, Dominican-Republic, <=50K
97.3, Local-gov,-134957.0, 11th,-0.5, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,-9999.900000000001,4791.6,108.8, Cuba, >50K
22.22462854258575, Self-emp-not-inc,22678.375930221227, 5th-6th,9.181377667219728, Married-civ-spouse, Prof-specialty, Husband, Other, Female,-66.4876088793576,31.08935117200204,40.08006010473866, Guatemala, <=50K
29.29716035602252, ?,133528.1781267312, Some-college,13.280013119464009, Divorced, Tech-support, Wife, Asian-Pac-Islander, Male,627.6341054156684,8.142268029771529,35.3954886332599, Hungary, >50K
97.3, Never-worked,954066.022602268, Preschool,17.5, Divorced, Tech-support, Own-child, Amer-Indian-Eskimo, Male,109998.9,-435.6,108.8, El-Salvador, >50K
97.3, ?,-134957.0, 12th,17.5, Never-married, Prof-specialty, Wife, Black, Female,109998.9,4791.6,108.8, India, <=50K
36.44560154544576, Local-gov,173579.08550262128, 9th,13.21341000403584, Widowed, Protective-serv, Other-relative, Black, Male,110.25075635348628,52.099500735393065,39.238492572103354, China, >50K
97.3, ?,-134957.0, 7th-8th,17.5, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, Hungary, >50K
97.3, Without-pay,-134957.0, 9th,-0.5, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Female,-9999.900000000001,-435.6,108.8, Dominican-Republic, <=50K
9.7, Without-pay,1631947.0, 9th,17.5, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,-9999.900000000001,4791.6,108.8, Honduras, >50K
50.2564111974973, Self-emp-not-inc,10827.379065190558, Assoc-voc,10.277684055839595, Married-spouse-absent, Armed-Forces, Wife, Amer-Indian-Eskimo, Female,-268.03938520991255,16.123059693553103,42.9725481432967, El-Salvador, <=50K
97.3, State-gov,1631947.0, Preschool,17.5, Married-spouse-absent, Sales, Unmarried, Other, Male,109998.9,-435.6,108.8, Jamaica, >50K
97.3, Never-worked,1631947.0, 11th,17.5, Married-AF-spouse, Armed-Forces, Unmarried, Other, Male,109998.9,-435.6,108.8, Puerto-Rico, >50K
97.3, ?,-134957.0, Assoc-voc,-0.5, Never-married, Machine-op-inspct, Husband, Black, Male,109998.9,4791.6,108.8, Germany, >50K
